,hrv_perm_entropy,hrv_iqr,hrv_svd_entropy,hrv_pct_5,hrv_lineintegral,hrv_skewness,hrv_sum,hrv_max,hrv_std,hrv_n_below_mean,hrv_peaks,hrv_n_sign_changes,hrv_ptp,hrv_rms,hrv_mean,hrv_n_above_mean,hrv_iqr_5_95,hrv_energy,hrv_entropy,hrv_min,hrv_kurtosis,hrv_pct_95
0,-0.004078762306610362 +/- 0.0026462570636043145,-0.010618846694796014 +/- 0.0042041449163530455,0.00995077355836852 +/- 0.005224921582870732,-0.023347398030942303 +/- 0.0037450146148225996,0.06958509142053451 +/- 0.006622086968658025,-0.007876230661040751 +/- 0.002390998593530244,0.022784810126582324 +/- 0.002288486651937134,0.024578059071729996 +/- 0.006085013847210539,-0.0028832630098452384 +/- 0.00375029300308675,0.00042194092827008145 +/- 0.001655218325729923,-0.000703234880450021 +/- 0.0010068791183738663,0.0 +/- 0.0,-0.005485232067510526 +/- 0.003137877850537717,0.003973277074542947 +/- 0.0025793002721650323,-0.002109704641350163 +/- 0.002579060593655732,0.002180028129395273 +/- 0.002102660532732192,0.0186005625879044 +/- 0.0028236872732649515,-0.0037623066104078284 +/- 0.0031569293917408916,0.002566807313642805 +/- 0.0016645288858712557,0.09317862165963436 +/- 0.004680607958451106,-0.005028129395217962 +/- 0.0034951905507652785,0.0009493670886076444 +/- 0.002385044709157761
