,hrv_lineintegral,hrv_ptp,hrv_svd_entropy,hrv_max,hrv_pct_95,hrv_perm_entropy,hrv_mean,hrv_iqr_5_95,hrv_n_above_mean,hrv_n_below_mean,hrv_n_sign_changes,hrv_sum,hrv_skewness,hrv_std,hrv_energy,hrv_iqr,hrv_kurtosis,hrv_peaks,hrv_min,hrv_entropy,hrv_rms,hrv_pct_5
0,0.03326300984528833 +/- 0.0046599592846777215,-0.00014064697609001976 +/- 0.0032041591420237845,0.014486638537271446 +/- 0.00391165512944397,0.004711673699015473 +/- 0.0034458509142053467,-0.004149085794655416 +/- 0.004105952342333329,-0.004184247538677921 +/- 0.003662395675660458,-0.0030590717299578186 +/- 0.0019133288129975776,-0.003375527426160352 +/- 0.002306781922202062,-0.0009142053445851062 +/- 0.0019335762425974005,0.0016526019690576653 +/- 0.0012185459529650896,0.0 +/- 0.0,0.001371308016877637 +/- 0.002523084838383994,-0.0008087201125175913 +/- 0.001715734584916444,-0.0014767932489451407 +/- 0.002915669823013775,-0.006962025316455711 +/- 0.0021260501347160317,0.01181434599156117 +/- 0.0032425152977211083,0.00513361462728551 +/- 0.0016051634613942945,-0.0030239099859353134 +/- 0.002674142523464352,0.006153305203938119 +/- 0.0022528225709762804,0.0029887482419127974 +/- 0.0025416371826302814,0.004957805907172985 +/- 0.0031349213995337548,-0.0017229254571026532 +/- 0.00318577819760849
