,hrv_perm_entropy,hrv_iqr,hrv_svd_entropy,hrv_pct_5,hrv_lineintegral,hrv_skewness,hrv_sum,hrv_max,hrv_std,hrv_n_below_mean,hrv_peaks,hrv_n_sign_changes,hrv_ptp,hrv_rms,hrv_mean,hrv_n_above_mean,hrv_iqr_5_95,hrv_energy,hrv_entropy,hrv_min,hrv_kurtosis,hrv_pct_95
0,0.02759315206445111 +/- 0.0018373859930720423,0.010238335011748867 +/- 0.002673900915881537,-0.0012420275260154989 +/- 0.005121890767457251,0.05908022826451827 +/- 0.00359039730302005,0.087848271231957 +/- 0.006727159979772538,0.0285666330983551 +/- 0.0018352382588568976,0.012554548506210118 +/- 0.002384059201687099,0.06502181940248401 +/- 0.003911968700816728,0.006545820745216468 +/- 0.002322044122930008,0.014132259147364845 +/- 0.0027699451152569635,0.0014770057066129105 +/- 0.0011052083003124844,0.0 +/- 0.0,0.029439409197717314 +/- 0.002340411952138764,-0.0011748909029876131 +/- 0.0017000949663780686,0.007351460221550821 +/- 0.001534259131524201,0.0020812353138636606 +/- 0.0012451988580726376,0.0033903994629069676 +/- 0.0018413679962272385,0.011614635783820026 +/- 0.002197122278879315,0.01775763679086939 +/- 0.0016060253392287105,0.046290701577710605 +/- 0.004459534708053279,-0.005840886203424022 +/- 0.0025352410323597383,0.020409533400469904 +/- 0.003298588384434601
