,hrv_sum,hrv_mean,hrv_max,hrv_n_above_mean,hrv_lineintegral,hrv_ptp,hrv_min,hrv_iqr,hrv_n_below_mean,hrv_rms,hrv_pct_5,hrv_entropy,hrv_std,hrv_svd_entropy,hrv_iqr_5_95,hrv_pct_95,hrv_energy,hrv_skewness,hrv_n_sign_changes,hrv_kurtosis,hrv_peaks,hrv_perm_entropy
0,0.3386114911080711 +/- 0.007878491735472918,0.3386114911080711 +/- 0.007878491735472918,0.30092339261285905 +/- 0.01040981472098251,0.16617647058823526 +/- 0.008510785899065869,0.2778727770177838 +/- 0.008810330109840711,0.20615595075239393 +/- 0.009935358979521252,0.22831737346101227 +/- 0.005677978612752837,0.16292749658002734 +/- 0.00866570049363311,0.183891928864569 +/- 0.008360486688687664,0.1191860465116279 +/- 0.0074712901077132205,0.09076607387140899 +/- 0.006857364959058527,0.03936388508891926 +/- 0.0043163523332147135,0.01822845417236658 +/- 0.0039501794359649185,0.004445964432284522 +/- 0.0016330145535312468,0.0019151846785225523 +/- 0.001028269246126744,0.037380300957592316 +/- 0.006673855571675063,0.0033515731874144694 +/- 0.007497154161365132,-0.003248974008207972 +/- 0.0009334708662076964,0.0 +/- 0.0,-0.0028727770177838785 +/- 0.002206876307100099,0.017989056087551268 +/- 0.0033340786886330905,0.0017441860465115867 +/- 0.0017468663186213488
