,hrv_sum,hrv_mean,hrv_max,hrv_n_above_mean,hrv_lineintegral,hrv_ptp,hrv_min,hrv_iqr,hrv_n_below_mean,hrv_rms,hrv_pct_5,hrv_entropy,hrv_std,hrv_svd_entropy,hrv_iqr_5_95,hrv_pct_95,hrv_energy,hrv_skewness,hrv_n_sign_changes,hrv_kurtosis,hrv_peaks,hrv_perm_entropy
0,-0.14857621440536017 +/- 0.005231389357008864,-0.14857621440536017 +/- 0.005231389357008864,-0.1252261306532664 +/- 0.00562135668347047,0.05366834170854266 +/- 0.006218535155871142,0.09105527638190951 +/- 0.005154776384031729,0.05557788944723614 +/- 0.006672387972850322,-0.13899497487437193 +/- 0.0046479318411545125,0.04308207705192625 +/- 0.00567381957690843,-0.009045226130653316 +/- 0.003724473597236117,0.18619765494137347 +/- 0.005353429642998519,0.2009380234505862 +/- 0.004063970568608581,0.0327303182579564 +/- 0.0027749130170691915,-0.017319932998325006 +/- 0.005025237296358357,0.00556113902847567 +/- 0.0014307642548785592,0.0027805695142378182 +/- 0.0011609864958903346,0.18877721943048573 +/- 0.0045473607907866795,0.0906197654941373 +/- 0.0032661169022730613,0.0027470686767168797 +/- 0.0010358207593796124,0.0 +/- 0.0,0.0024120603015074793 +/- 0.0011682141222219653,-0.002546063651591335 +/- 0.0024444135808314605,0.004489112227805636 +/- 0.0012189886364261352
