,hrv_lineintegral,hrv_ptp,hrv_svd_entropy,hrv_max,hrv_pct_95,hrv_perm_entropy,hrv_mean,hrv_iqr_5_95,hrv_n_above_mean,hrv_n_below_mean,hrv_n_sign_changes,hrv_sum,hrv_skewness,hrv_std,hrv_energy,hrv_iqr,hrv_kurtosis,hrv_peaks,hrv_min,hrv_entropy,hrv_rms,hrv_pct_5
0,0.012144955925563184 +/- 0.005063662022942554,-0.003656545870062017 +/- 0.004444889957588648,-0.0009467841984982017 +/- 0.003170193864104441,-0.00891283055827618 +/- 0.004719940629414278,-0.012047012732615076 +/- 0.0036191891002815067,-0.002970943519425384 +/- 0.002892412087075795,0.008586353248449247 +/- 0.0023408673549126097,-0.004995102840352578 +/- 0.0031350322603818904,-0.00881488736532809 +/- 0.0019148388245008423,-0.009631080639895512 +/- 0.003268851517221813,0.0 +/- 0.0,-0.0026771139405811105 +/- 0.0035338058446581343,0.004603330068560252 +/- 0.0022593079042502007,0.0033627162912177656 +/- 0.0019427457455843085,-0.0035259549461312324 +/- 0.0011662142409070773,0.003917727717923624 +/- 0.004331210957042638,-0.002938295788442691 +/- 0.00241681430275178,-0.006594841658504718 +/- 0.0018340936213108957,-0.01612797910545215 +/- 0.0031219152694435307,0.0010447273914462984 +/- 0.0016634331312905073,-0.0022526934378060636 +/- 0.0033019431561824705,-0.0009141364675154973 +/- 0.0029375701937190924
