,hrv_sum,hrv_mean,hrv_max,hrv_n_above_mean,hrv_lineintegral,hrv_ptp,hrv_min,hrv_iqr,hrv_n_below_mean,hrv_rms,hrv_pct_5,hrv_entropy,hrv_std,hrv_svd_entropy,hrv_iqr_5_95,hrv_pct_95,hrv_energy,hrv_skewness,hrv_n_sign_changes,hrv_kurtosis,hrv_peaks,hrv_perm_entropy
0,0.21228592702903945 +/- 0.007209189839141999,0.21228592702903945 +/- 0.007209189839141999,0.1902084884586746 +/- 0.008160864525924983,0.08104988830975426 +/- 0.008637138287143093,0.0994787788533135 +/- 0.00649085951517423,0.08097542814594191 +/- 0.0065237685164587925,0.14825018615040955 +/- 0.005476240062009509,0.08224125093075205 +/- 0.004657332954738818,0.12472077438570364 +/- 0.007153603052554258,0.017647058823529394 +/- 0.006582884915949444,0.005658972449739374 +/- 0.007904359363493289,0.049069247952345484 +/- 0.0036961053301536504,0.03953834698436335 +/- 0.005209019339506382,0.0036485480268056646 +/- 0.0016963195457772885,0.05539836187639613 +/- 0.004778811314883108,-0.004058078927773634 +/- 0.006973960566766846,0.13428890543559197 +/- 0.005987101885423208,0.00234549516008935 +/- 0.0021839180009028277,0.0 +/- 0.0,-0.0017125837676843058 +/- 0.0016330388830574291,0.015338793745346246 +/- 0.005855429114322404,-0.0003350707371556183 +/- 0.0022053913953268608
