,hrv_perm_entropy,hrv_iqr,hrv_svd_entropy,hrv_pct_5,hrv_lineintegral,hrv_skewness,hrv_sum,hrv_max,hrv_std,hrv_n_below_mean,hrv_peaks,hrv_n_sign_changes,hrv_ptp,hrv_rms,hrv_mean,hrv_n_above_mean,hrv_iqr_5_95,hrv_energy,hrv_entropy,hrv_min,hrv_kurtosis,hrv_pct_95
0,0.02364110201042443 +/- 0.0021467912499387263,-0.026061057334326142 +/- 0.0017854920042117454,0.015264333581533873 +/- 0.004658969534165493,-0.008562918838421436 +/- 0.005982354030604482,0.004504839910647806 +/- 0.005349873385884992,0.015450483991064783 +/- 0.004659713243889155,-0.009865971705137744 +/- 0.0019001936195345921,-0.04530900967982131 +/- 0.0029971950204882723,-0.009791511541325394 +/- 0.0007638974135771836,-0.00234549516008935 +/- 0.001105050043161273,-0.008562918838421441 +/- 0.0015882895761505267,0.0 +/- 0.0,0.003164556962025322 +/- 0.002216675449978285,-0.00022338049143708072 +/- 0.0017238774240938563,-0.0023827252419955256 +/- 0.0014438361451724066,-0.002233804914370813 +/- 0.001223505340666782,-0.0028667163067758682 +/- 0.0020598028583206315,-0.015152643335815341 +/- 0.0022091591510270776,-0.007483246463142223 +/- 0.002122114668652273,-0.01414743112434847 +/- 0.004608115695239262,0.0023082650781831803 +/- 0.0024684414674982524,-0.023641102010424415 +/- 0.008011391142410701
