,scl_pct_5,scl_min,scr_lineintegral,scl_sum,scl_max,scl_energy,scl_lineintegral,scl_mean,scl_pct_95,scl_ptp,scr_perm_entropy,scl_iqr,scl_n_sign_changes,scr_rms,scr_svd_entropy,scl_rms,scl_n_above_mean,scr_min,scl_skewness,scr_pct_5,scr_peaks,scl_peaks,scl_perm_entropy,scr_n_sign_changes,scl_kurtosis,scr_entropy,scl_n_below_mean,scr_iqr_5_95,scr_skewness,scr_mean,scl_iqr_5_95,scr_energy,scr_sum,scr_std,scr_iqr,scr_n_above_mean,scr_kurtosis,scr_ptp,scr_pct_95,scl_std,scr_n_below_mean,scr_max,scl_svd_entropy,scl_entropy
0,-0.01002063071028585 +/- 0.0014011039580317953,-0.002770409666961393 +/- 0.0018695846185857743,-0.01444149720011787 +/- 0.0028604976265371868,0.0016504568228706273 +/- 0.001897256344171067,0.018862363689949917 +/- 0.002764760247464447,-0.006984969053934554 +/- 0.0014914920045835576,-0.00026525198938989194 +/- 0.0016953701170963355,-0.007043913940465651 +/- 0.002238547993133888,0.009902740937223714 +/- 0.0017495811470269178,0.005540819333922797 +/- 0.0012137495008531672,-0.0005894488653109154 +/- 0.0009863366065830574,0.011022693781314485 +/- 0.0015039611933007008,-0.0007662835249041989 +/- 0.0004966784422738744,0.0024167403477748373 +/- 0.0009016833799456754,-0.018066607721780127 +/- 0.0014914920045835554,-0.002564102564102555 +/- 0.0015874132637188612,-0.0007957559681697424 +/- 0.0009690116252740042,-5.894488653107599e-05 +/- 0.0003681106984024792,-0.00041261420571764296 +/- 0.0010055244390941326,-0.0026819923371647404 +/- 0.0010415913378763694,-0.003890362511052137 +/- 0.0004331546848423013,0.0 +/- 0.0,0.006483937518420302 +/- 0.0011640682380271875,-0.00014736221632771773 +/- 0.00019770715981428375,-0.00035366931918655585 +/- 0.0010020630710285768,-0.0017683465959327904 +/- 0.0005272190928381584,0.00029472443265547986 +/- 0.0012151799662887288,0.0017683465959328014 +/- 0.0008017371357934198,-0.009165929855584998 +/- 0.0011674212979863423,-0.0018272914824638887 +/- 0.0017575068100059567,0.0029177718832891554 +/- 0.0011141207292328834,-0.005540819333922764 +/- 0.0009207485618516596,-0.01155319776009429 +/- 0.0019272363954343564,0.0050987326849395885 +/- 0.0011569576437601196,-0.004244031830238715 +/- 0.0015606486642939846,0.0010315355142941462 +/- 0.0012795928880691017,-0.0034777483053345048 +/- 0.0005402388087186614,-0.0027998821102269257 +/- 0.0012590633282224505,0.007869142351900981 +/- 0.0015030946065428758,0.0005894488653109487 +/- 0.0011862429588858322,-0.003271441202475667 +/- 0.0010663160928455892,0.0025346301208370335 +/- 0.00131276495439554,0.005098732684939611 +/- 0.0020293227214974482,0.01753610374300032 +/- 0.002072522663336181
