,scr_svd_entropy,scl_svd_entropy,scr_std,scr_lineintegral,scr_mean,scr_sum,scl_std,scl_mean,scl_ptp,scl_rms,scl_max,scl_pct_95,scr_rms,scl_perm_entropy,scl_lineintegral,scl_iqr_5_95,scr_max,scr_ptp,scr_peaks,scr_entropy,scr_n_sign_changes,scl_entropy,scl_kurtosis,scr_perm_entropy,scr_energy,scl_pct_5,scr_iqr,scr_iqr_5_95,scr_pct_95,scl_energy,scl_peaks,scl_sum,scl_skewness,scr_n_above_mean,scr_n_below_mean,scr_pct_5,scr_skewness,scl_n_sign_changes,scr_min,scr_kurtosis,scl_iqr,scl_n_above_mean,scl_n_below_mean,scl_min
0,0.08003120124804995 +/- 0.010933132802640659,-0.06776911076443054 +/- 0.007484138209330404,0.026146645865834685 +/- 0.004453807395957695,0.0432449297971919 +/- 0.003577138383267762,0.010889235569422806 +/- 0.0025784013655075397,0.010889235569422806 +/- 0.0025784013655075397,0.01962558502340097 +/- 0.00282694327425852,0.05107644305772234 +/- 0.0036734086803562223,0.007613104524180991 +/- 0.0030513480632505777,-0.0409048361934477 +/- 0.003183291945705832,0.023369734789391593 +/- 0.002854360022256322,-0.027675507020280765 +/- 0.0018723348753419623,-0.014882995319812764 +/- 0.0038695837644794526,-0.0025273010920436544 +/- 0.0022734129462648367,-0.002683307332293272 +/- 0.0026074985854322753,-0.0033385335413416263 +/- 0.0030348727586961863,-0.004867394695787819 +/- 0.0018042848417848328,-0.005023400936037414 +/- 0.0019607197932436787,0.0016224648985959766 +/- 0.0014819771715491924,0.0008736349453978609 +/- 0.0023173097819191428,-0.005273010920436805 +/- 0.0027853121880152014,0.01120124804992203 +/- 0.00250174867836521,0.009173166926677101 +/- 0.0035278113011176365,0.00124804992199693 +/- 0.0005031050076941509,3.120124804995017e-05 +/- 0.0004510712104462158,0.0018408736349454502 +/- 0.0006899639434476054,-0.0001872074882995123 +/- 0.0005952818729590958,-0.0006864274570982821 +/- 0.0007488299531981436,-0.000655226209048354 +/- 0.0008764163435375035,-0.0007488299531980935 +/- 0.0005069602748602892,0.0 +/- 0.0,-0.00848673946957874 +/- 0.001533629419961866,-0.0011544461778470795 +/- 0.001388718445196128,-0.00012480499219964526 +/- 0.0007794069264771789,-0.00012480499219964526 +/- 0.0007794069264771789,-3.120124804990576e-05 +/- 0.0003808597696016684,-0.0019344773790951231 +/- 0.0009846947792860699,-0.0012792511700467691 +/- 0.0008070213514120141,-9.360374414973949e-05 +/- 0.00019978546762659962,0.0008424336973479219 +/- 0.0009772517793052108,-0.00015600624024959543 +/- 0.0005624884985123442,-0.0013728549141965418 +/- 0.001160753524975858,-0.0013728549141965418 +/- 0.001160753524975858,0.0018408736349454391 +/- 0.0005993564028798185
