,scl_pct_5,scl_min,scr_lineintegral,scl_sum,scl_max,scl_energy,scl_lineintegral,scl_mean,scl_pct_95,scl_ptp,scr_perm_entropy,scl_iqr,scl_n_sign_changes,scr_rms,scr_svd_entropy,scl_rms,scl_n_above_mean,scr_min,scl_skewness,scr_pct_5,scr_peaks,scl_peaks,scl_perm_entropy,scr_n_sign_changes,scl_kurtosis,scr_entropy,scl_n_below_mean,scr_iqr_5_95,scr_skewness,scr_mean,scl_iqr_5_95,scr_energy,scr_sum,scr_std,scr_iqr,scr_n_above_mean,scr_kurtosis,scr_ptp,scr_pct_95,scl_std,scr_n_below_mean,scr_max,scl_svd_entropy,scl_entropy
0,-0.0016536661466458602 +/- 0.0032933209226649203,-9.360374414972839e-05 +/- 0.0021798487955954435,0.02106084243369736 +/- 0.0019497659656746325,-0.01385335413416533 +/- 0.002207143735891085,0.008798751950078032 +/- 0.002722923460751511,0.006458658346333868 +/- 0.0018775271617260895,0.0073010920436817565 +/- 0.0015234390784067005,-0.012168486739469565 +/- 0.0016917867970952774,0.0016536661466459047 +/- 0.0022674099593165886,-0.004056162246489847 +/- 0.0016152485623144733,0.007613104524180991 +/- 0.0013542923191395182,0.001497659906396287 +/- 0.002073416252834453,-0.0007800312012480437 +/- 0.0005267376916110383,-0.006926677067082654 +/- 0.001571254703527498,-0.0003432137285491188 +/- 0.0015752768251312676,-0.0071138845553821994 +/- 0.002444075635265662,0.005179407176287054 +/- 0.002360596607722671,0.0005928237129485536 +/- 0.0005993564028798364,0.0048049921996880076 +/- 0.0011353139094327789,0.0030265210608424464 +/- 0.00136752617789772,-3.1201248049916865e-05 +/- 9.360374414975059e-05,0.0 +/- 0.0,0.005772230889235596 +/- 0.0020136290546349444,0.00040561622464903025 +/- 0.00024368953746978895,0.003244929797191909 +/- 0.0012260145213347088,-0.000624024960998415 +/- 0.0002416838281564723,0.0022776911076443085 +/- 0.0016275571114814406,0.00511700468018722 +/- 0.002397425611519321,-0.0045241809672386555 +/- 0.001046521674336875,0.009173166926677068 +/- 0.0021805185909087297,-0.005117004680187176 +/- 0.0021032511134293427,-0.004929797191887663 +/- 0.0017803859741263351,0.011388455538221553 +/- 0.001604666567316555,-0.011575663026521044 +/- 0.0024900472639911033,0.001404056162246503 +/- 0.0016816864871403235,0.002527301092043688 +/- 0.0010938251571268656,-0.0019656786271450622 +/- 0.0012168486739469596,-0.006957878315132593 +/- 0.0013387480781856312,-0.0035569422776910776 +/- 0.0018679100838809165,-0.0027769110764430337 +/- 0.0022776911076443354,0.002402496099843998 +/- 0.0012639394134495668,-0.003369734789391554 +/- 0.0011489518027782755,-0.003120124804992186 +/- 0.0029069116252985043,-0.020218408736349447 +/- 0.0028521422482437257
