,hrv_mean,hrv_std,hrv_min,hrv_max,hrv_ptp,hrv_sum,hrv_energy,hrv_skewness,hrv_kurtosis,hrv_peaks,hrv_rms,hrv_lineintegral,hrv_n_above_mean,hrv_n_below_mean,hrv_n_sign_changes,hrv_iqr,hrv_iqr_5_95,hrv_pct_5,hrv_pct_95,hrv_entropy,hrv_perm_entropy,hrv_svd_entropy,scl_mean,scl_std,scl_min,scl_max,scl_ptp,scl_sum,scl_energy,scl_skewness,scl_kurtosis,scl_peaks,scl_rms,scl_lineintegral,scl_n_above_mean,scl_n_below_mean,scl_n_sign_changes,scl_iqr,scl_iqr_5_95,scl_pct_5,scl_pct_95,scl_entropy,scl_perm_entropy,scl_svd_entropy,scr_mean,scr_std,scr_min,scr_max,scr_ptp,scr_sum,scr_energy,scr_skewness,scr_kurtosis,scr_peaks,scr_rms,scr_lineintegral,scr_n_above_mean,scr_n_below_mean,scr_n_sign_changes,scr_iqr,scr_iqr_5_95,scr_pct_5,scr_pct_95,scr_entropy,scr_perm_entropy,scr_svd_entropy
Linea train Iter 0,0.34158149542764926,0.0012295396910781964,3.84231153461867e-05,7.68462306923734e-05,0.0,0.34465534465534464,0.3153000845308538,0.0,0.0001152693460385601,0.0001921155767309335,0.3755859525090295,0.0001921155767309335,0.36029355260124496,0.3890340428801967,0.0,0.0006147698455390982,-0.0001152693460385601,-0.0012295396910780854,0.0004226542688081647,0.11354030584799812,0.0002305386920771202,0.0004226542688081647,0.020479520479520508,0.005417659263813102,0.24448628294782138,0.29555060324291094,0.009029432106355206,0.018865749634980444,0.0,0.0036501959578882914,-3.84231153461867e-05,0.0004610773841543514,0.003957580880657785,0.002151694459386788,-0.0002689618074233069,-0.0001921155767309335,0.0,-0.00165219395988625,0.0174825174825175,0.31026665642050255,0.36236840082993926,0.0001152693460385601,0.0006916160762314716,0.0001921155767309335,-3.84231153461867e-05,0.008837316529624273,-0.0001152693460385601,0.0027280411895796997,0.0027280411895796997,-0.0001152693460385601,0.000384231153461978,0.0006531929608852849,0.0004610773841543514,0.0001152693460385601,0.0020748482286944148,0.0,0.0001152693460385601,-7.68462306923734e-05,0.0,0.0003458080381157913,0.0019595788826558547,-0.0005379236148467248,0.0017674633059248102,7.68462306923734e-05,0.0004226542688081647,0.001267962806424383
Linea train Iter 1,0.3460001536924614,0.0013448090371167565,-0.0001152693460385601,0.0001921155767309335,7.68462306923734e-05,0.3468454622300776,0.3158380081457005,-7.68462306923734e-05,7.68462306923734e-05,0.0002305386920771202,0.37112887112887116,0.0001152693460385601,0.3604856681779759,0.3898409283024668,0.0,0.0005379236148467248,-0.0003073849227694936,-0.0018827326519633703,0.0006531929608852849,0.11457772996234539,7.68462306923734e-05,0.0005379236148467248,0.021247982786444353,0.003996003996003972,0.24306462768001236,0.29366787059094757,0.00922154768308614,0.02151694459386766,0.0001536924613847468,0.0033812341504649845,0.0,0.0002689618074233069,0.002535925612848655,0.002190117574732975,-7.68462306923734e-05,-0.0001152693460385601,0.0,-0.0018827326519633703,0.017559363713209875,0.30911396296011684,0.36063936063936064,0.0001152693460385601,0.0006916160762314716,0.0004610773841543514,-3.84231153461867e-05,0.009067855221701393,-3.84231153461867e-05,0.0027664643049258864,0.0028433105356182597,-3.84231153461867e-05,0.000384231153461978,0.0005763467301929115,0.0004610773841543514,0.0001152693460385601,0.001921155767309668,-3.84231153461867e-05,3.84231153461867e-05,-7.68462306923734e-05,0.0,0.0005379236148467248,0.0019595788826558547,-0.0003458080381156803,0.0016906170752324368,0.0,0.0002305386920771202,0.001152693460385823
Linea train Iter 2,0.3462691154998847,0.0011142703450396363,-3.84231153461867e-05,0.0001152693460385601,0.0001921155767309335,0.3438100361177284,0.31303312072542844,0.0001152693460385601,0.0001536924613847468,0.0002305386920771202,0.3747022208560671,7.68462306923734e-05,0.3634442480596327,0.3881118881118881,0.0,0.0006147698455390982,-0.0001921155767309335,-0.0014985014985015033,0.0003073849227696046,0.1126949973103819,0.0001921155767309335,0.0008453085376162184,0.020172135556750903,0.004995004995005048,0.24087451010527938,0.29920079920079923,0.008491508491508482,0.020517943594866694,0.0001921155767309335,0.003573349727195918,3.84231153461867e-05,0.0006531929608852849,0.0035349266118497313,0.0022669638054253483,-0.0001921155767309335,-0.0001536924613847468,3.84231153461867e-05,-0.0014216552678091299,0.018058864212710413,0.3110735418427726,0.3626373626373627,0.0001152693460385601,0.0006147698455390982,0.0003073849227696046,-3.84231153461867e-05,0.008798893414278086,-7.68462306923734e-05,0.002804887420272073,0.0028817336509644464,3.84231153461867e-05,0.0003458080381157913,0.0005379236148467248,0.0003458080381157913,7.68462306923734e-05,0.002036425113348228,0.0,7.68462306923734e-05,7.68462306923734e-05,0.0,0.0004226542688081647,0.0019595788826558547,-0.0003458080381156803,0.0018058864212711079,3.84231153461867e-05,0.0003073849227696046,0.0008837316529624051
Linea train Iter 3,0.34342580496426656,0.001152693460385823,0.0001152693460385601,0.0002305386920771202,0.0001152693460385601,0.34258049642665034,0.31445477599323757,3.84231153461867e-05,7.68462306923734e-05,0.0001536924613847468,0.3750096057788366,0.0001536924613847468,0.36359794052101746,0.38688234842081,0.0,0.0006147698455390982,-0.0002689618074233069,-0.0014985014985015033,0.0005763467301929115,0.11354030584799812,0.0001921155767309335,0.0006147698455390982,0.021593790824560033,0.005187120571735981,0.242603550295858,0.2971259509721048,0.008491508491508482,0.021709060170598593,3.84231153461867e-05,0.0036117728425421047,-3.84231153461867e-05,0.0005379236148467248,0.0031506954583877533,0.0022669638054253483,-0.0001152693460385601,-0.0002305386920771202,0.0,-0.0015753477291938767,0.01656036271420891,0.3092676554215016,0.3625989395220165,0.0001152693460385601,0.0008453085376162184,0.000768462306923845,0.0,0.008683624068239415,-3.84231153461867e-05,0.0027664643049258864,0.0028817336509644464,-7.68462306923734e-05,0.000384231153461978,0.0005379236148467248,0.0004995004995005381,0.0001152693460385601,0.0019595788826558547,-3.84231153461867e-05,-3.84231153461867e-05,7.68462306923734e-05,0.0,0.0004995004995005381,0.0018058864212711079,-0.0005379236148467248,0.0016906170752324368,3.84231153461867e-05,0.000384231153461978,0.0005763467301929115
Linea train Iter 4,0.3418504572350727,0.0013448090371167565,-3.84231153461867e-05,3.84231153461867e-05,3.84231153461867e-05,0.3445016521939599,0.3158764312610467,0.0,-3.84231153461867e-05,0.0002305386920771202,0.3749327595481442,7.68462306923734e-05,0.3649427495581342,0.38523015446092373,0.0,0.0006147698455390982,-0.0001921155767309335,-0.0014985014985015033,0.0005763467301929115,0.11446246061630683,0.0002305386920771202,0.0006531929608852849,0.021709060170598593,0.00580189041727508,0.2456389764082072,0.2922846384384846,0.008952585875662833,0.020748482286943815,0.0001152693460385601,0.003342811035118798,-3.84231153461867e-05,0.0001921155767309335,0.002574348728194953,0.002036425113348228,-0.0002305386920771202,-0.0001152693460385601,0.0,-0.0014216552678091299,0.01644509336817035,0.30753861523092296,0.36428955659724893,0.0001152693460385601,0.000768462306923845,0.0004226542688081647,0.0,0.008837316529624273,-7.68462306923734e-05,0.0028817336509644464,0.002804887420272073,-3.84231153461867e-05,0.000384231153461978,0.0006916160762314716,0.0004226542688081647,0.0001536924613847468,0.0018827326519634813,7.68462306923734e-05,-0.0001921155767309335,-3.84231153461867e-05,0.0,0.0005763467301929115,0.001921155767309668,-0.0003458080381156803,0.0018058864212711079,3.84231153461867e-05,0.0006916160762314716,0.0014600783831553166
Linea train Iter 5,0.342119419042496,0.0009990009990009652,0.0001152693460385601,7.68462306923734e-05,0.0001152693460385601,0.3487281948820411,0.3158764312610467,-3.84231153461867e-05,0.0001536924613847468,0.0001152693460385601,0.37051410128333206,3.84231153461867e-05,0.3607546299853992,0.3926458157227388,0.0,0.0004995004995005381,-0.0001152693460385601,-0.0019980019980019303,0.000384231153461978,0.11311765157919007,0.0001152693460385601,0.000768462306923845,0.02009528932605853,0.004956581879658861,0.24298778144931987,0.29462844847460234,0.008798893414278086,0.021670637055252406,0.0002689618074233069,0.003919157765311598,0.0001152693460385601,0.0003073849227696046,0.00318911857373394,0.002151694459386788,-0.0001152693460385601,-0.0002689618074233069,0.0,-0.00165219395988625,0.016368247137477976,0.3089602704987321,0.3626373626373627,0.0001152693460385601,0.0007300391915776583,0.0008453085376162184,-3.84231153461867e-05,0.008798893414278086,-7.68462306923734e-05,0.002920156766310633,0.0028817336509644464,0.0,0.000384231153461978,0.0005763467301929115,0.000768462306923845,0.0001152693460385601,0.001921155767309668,0.0,0.0,-7.68462306923734e-05,0.0,0.0004610773841543514,0.0018827326519634813,-0.0003073849227694936,0.00165219395988625,0.0,0.0004226542688081647,0.001037424114347263
Linea train Iter 6,0.3474602320756167,0.0011142703450396363,0.0001536924613847468,0.0001536924613847468,3.84231153461867e-05,0.34430953661722896,0.3169907016060862,-3.84231153461867e-05,0.0001921155767309335,0.0002689618074233069,0.3707446399754092,0.0001152693460385601,0.3635595174056713,0.3881118881118881,0.0,0.0004995004995005381,-0.0002689618074233069,-0.0014985014985015033,0.0003073849227696046,0.11407822946284485,0.0001152693460385601,0.000384231153461978,0.02197802197802201,0.004956581879658861,0.24317989702605092,0.2932452163221394,0.008914162760316646,0.01901944209636519,0.0001536924613847468,0.003573349727195918,0.0,0.0001921155767309335,0.0033812341504649845,0.002190117574732975,-7.68462306923734e-05,-0.0001152693460385601,0.0,-0.0014216552678091299,0.017789902405286995,0.3101898101898102,0.36209943902251596,0.0001152693460385601,0.0006916160762314716,0.0005763467301929115,-7.68462306923734e-05,0.008722047183585713,-7.68462306923734e-05,0.0026511949588873263,0.0028433105356182597,-7.68462306923734e-05,0.000384231153461978,0.0004226542688081647,0.000384231153461978,0.0001536924613847468,0.001921155767309668,3.84231153461867e-05,3.84231153461867e-05,-7.68462306923734e-05,0.0,0.0004995004995005381,0.0018827326519634813,-0.0005763467301929115,0.0018058864212711079,3.84231153461867e-05,0.0004226542688081647,0.0009990009990009652
Linea train Iter 7,0.3465765004226543,0.001037424114347263,0.0,0.0001152693460385601,7.68462306923734e-05,0.34188888035041887,0.31545377699223853,-3.84231153461867e-05,0.0,0.0001152693460385601,0.3776608007377238,0.0001152693460385601,0.35967878275570586,0.3888419273034658,0.0,0.0004995004995005381,-0.0002305386920771202,-0.0017674633059248102,0.0006147698455390982,0.1151540766925383,0.0001152693460385601,0.0004610773841543514,0.020594789825559068,0.005340813033120728,0.23968339352954737,0.2965111811265657,0.008798893414278086,0.022054868208714384,0.0002689618074233069,0.0031506954583877533,0.0,0.0006531929608852849,0.0028433105356182597,0.0022285406900791616,-0.0002689618074233069,-0.0001536924613847468,0.0,-0.0019595788826557436,0.017866748635979368,0.30853761622992393,0.36279105509874743,0.0001152693460385601,0.0006147698455390982,0.0002689618074233069,-3.84231153461867e-05,0.00887573964497046,-7.68462306923734e-05,0.0028433105356182597,0.002689618074233513,-3.84231153461867e-05,0.000384231153461978,0.0005763467301929115,0.0004995004995005381,0.0001152693460385601,0.0021132713440406015,7.68462306923734e-05,0.0,-3.84231153461867e-05,0.0,0.0003073849227696046,0.0018443095366172946,-0.0002305386920771202,0.0017674633059248102,3.84231153461867e-05,0.0004226542688081647,0.00153692461384769
Linea train Iter 8,0.341735187889034,0.0011142703450396363,7.68462306923734e-05,0.0001536924613847468,0.0001152693460385601,0.34469376777069083,0.3096134634596174,-7.68462306923734e-05,0.0001152693460385601,0.0003073849227696046,0.3701298701298702,3.84231153461867e-05,0.36152309229232304,0.3907630830707754,0.0,0.0005379236148467248,-0.0001152693460385601,-0.001267962806424383,0.0007300391915776583,0.11549988473065398,0.0001536924613847468,0.0005763467301929115,0.020940597863674748,0.005225543687082168,0.24302620456466617,0.29635748866518097,0.008837316529624273,0.020479520479520508,0.0003458080381157913,0.0035349266118497313,3.84231153461867e-05,0.000384231153461978,0.004034427111350158,0.002190117574732975,-0.0002305386920771202,-0.0001536924613847468,0.0,-0.0019595788826557436,0.016752478290939843,0.3128025820333513,0.3676323676323676,0.0001152693460385601,0.0007300391915776583,0.0005763467301929115,-7.68462306923734e-05,0.00887573964497046,-3.84231153461867e-05,0.0028433105356182597,0.0027664643049258864,-3.84231153461867e-05,0.000384231153461978,0.0003458080381157913,0.000384231153461978,0.0001152693460385601,0.002036425113348228,3.84231153461867e-05,-0.0001152693460385601,0.0001536924613847468,0.0,0.0003073849227696046,0.0019595788826558547,-0.0008837316529624051,0.0018827326519634813,0.0,0.000384231153461978,0.001037424114347263
Linea train Iter 9,0.34077461000537923,0.001267962806424383,3.84231153461867e-05,3.84231153461867e-05,3.84231153461867e-05,0.34311842004149695,0.31426266041650663,-7.68462306923734e-05,0.0,0.0001536924613847468,0.37201260278183357,7.68462306923734e-05,0.36248367017597793,0.3851917313455775,0.0,0.0005379236148467248,-0.0003073849227694936,-0.0014985014985015033,0.0004995004995005381,0.11622992392223164,0.0001921155767309335,0.0004226542688081647,0.019442096365173356,0.0053023899177745415,0.2441404749097057,0.2989702605087221,0.008798893414278086,0.021209559671098166,0.0002689618074233069,0.003458080381157358,3.84231153461867e-05,7.68462306923734e-05,0.0028817336509644464,0.0021132713440406015,-0.0001536924613847468,0.0,0.0,-0.0014985014985015033,0.0174825174825175,0.31149619611158075,0.3659417505571352,7.68462306923734e-05,0.0007300391915776583,0.0005379236148467248,-0.0001152693460385601,0.008798893414278086,-7.68462306923734e-05,0.002804887420272073,0.0028817336509644464,-7.68462306923734e-05,0.000384231153461978,0.0004610773841543514,0.0003073849227696046,0.0001152693460385601,0.0018827326519634813,0.0,-7.68462306923734e-05,0.0,0.0,0.000384231153461978,0.001921155767309668,-0.0008837316529624051,0.0019595788826558547,-3.84231153461867e-05,0.000384231153461978,0.0013448090371167565
