,hrv_sum,hrv_mean,bvp_std,hrv_max,hrv_energy,hrv_min,bvp_rms,hrv_n_below_mean,hrv_n_above_mean,hrv_rms,scl_svd_entropy,bvp_peaks,hrv_std,bvp_energy,bvp_svd_entropy,hrv_ptp,scr_svd_entropy,hrv_iqr_5_95,bvp_skewness,hrv_lineintegral,bvp_lineintegral,scr_lineintegral,bvp_kurtosis,hrv_svd_entropy,hrv_entropy,scl_ptp,scl_std,hrv_perm_entropy,scr_entropy,bvp_iqr,scl_perm_entropy,scl_skewness,scr_std,scr_perm_entropy,bvp_mean,bvp_sum,scl_min,scr_sum,scr_mean,scr_pct_95,scl_iqr,scl_n_above_mean,scl_n_below_mean,scr_iqr_5_95,scr_peaks,bvp_entropy,hrv_n_sign_changes,scl_peaks,scr_pct_5,scr_energy,scr_n_sign_changes,scl_energy,scl_rms,scr_min,scl_max,scl_sum,scl_mean,scr_n_below_mean,scr_n_above_mean,scr_kurtosis,scl_pct_95,scl_pct_5,hrv_kurtosis,scr_skewness,scr_iqr,scl_kurtosis,scr_ptp,scr_max,bvp_n_above_mean,bvp_n_below_mean,scl_lineintegral,scr_rms,scl_iqr_5_95,hrv_iqr,bvp_max,hrv_skewness,hrv_pct_5,scl_entropy,scl_n_sign_changes,hrv_pct_95,bvp_perm_entropy,hrv_peaks,bvp_ptp,bvp_n_sign_changes,bvp_pct_5,bvp_min,bvp_iqr_5_95,bvp_pct_95
0,0.27186700767263433 +/- 0.003691618421582683,0.27186700767263433 +/- 0.003691618421582683,0.23036170990135188 +/- 0.006209568017056884,0.1591523565948119 +/- 0.0075023289922339685,0.14947022287175743 +/- 0.005594836067248211,0.13861892583120208 +/- 0.007305809134059169,0.1160029229082938 +/- 0.006185875510203488,0.10920716112531974 +/- 0.006305988360652832,0.09678480087687252 +/- 0.007656000899711496,0.05995615637559375 +/- 0.004823490611451212,0.03321154548776036 +/- 0.002692062406984087,0.032955791012057034 +/- 0.005652635617336858,0.03014249177932047 +/- 0.007169415764326798,0.0244428206065035 +/- 0.0026621441332768396,0.023675557179393524 +/- 0.003852117019538806,0.018414322250639426 +/- 0.004758711042795745,0.01644135915235665 +/- 0.004081619303987998,0.015747168432590452 +/- 0.0048207223085306805,0.01326269638290103 +/- 0.0024512054245844927,0.01008403361344542 +/- 0.002873160869760701,0.009974424552429717 +/- 0.003650162763320436,0.008768724881256896 +/- 0.0011668775610282206,0.006795761782974097 +/- 0.0025111933178574575,0.005443916697113649 +/- 0.0022667266889654573,0.004895871392035134 +/- 0.0028778032396807145,0.003580562659846587 +/- 0.0013354524576176321,0.003507489952502785 +/- 0.001543201467441936,0.003397880891487082 +/- 0.001524490028865544,0.002630617464377083 +/- 0.0013748547842328837,0.002630617464377072 +/- 0.0026638985946011453,0.0015710632078918874 +/- 0.0014249177932042331,0.001205699671172844 +/- 0.0015244900288655513,0.00105955425648524 +/- 0.0021332350130793066,0.000876872488125724 +/- 0.003543084522440807,0.0008037997807819108 +/- 0.0011530678727116725,0.0007672634271100098 +/- 0.0011490087828656284,0.0005845816587504826 +/- 0.0013979632056783944,0.00021921812203146152 +/- 0.00040685161584437827,0.00021921812203146152 +/- 0.00040685161584437827,0.00018268176835957163 +/- 0.0003368485369855157,0.00018268176835956051 +/- 0.0002945655004859082,0.0001826817683595494 +/- 0.0012145246721662146,0.0001826817683595494 +/- 0.0012145246721662146,0.00014614541468767063 +/- 0.00029229082937525793,3.3306690738754695e-17 +/- 0.0002830093786048766,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-3.65363536718899e-05 +/- 0.00019675428597496346,-3.6536353671901e-05 +/- 0.000109609061015703,-7.3072707343802e-05 +/- 0.000146145414687604,-0.000255754475703307 +/- 0.0002853580444247757,-0.0003288271830470979 +/- 0.0008867125392408976,-0.00036536353671901 +/- 0.0,-0.0004018998903908999 +/- 0.0007912461756561061,-0.0006211180124223281 +/- 0.0006746870775527756,-0.0006211180124223281 +/- 0.0006746870775527756,-0.0008768724881256351 +/- 0.0005218435095756475,-0.0008768724881256351 +/- 0.0005218435095756475,-0.0009134088417975472 +/- 0.0004693179604919686,-0.0009499451954694371 +/- 0.001110608999164839,-0.0009864815491413491 +/- 0.0010340498135246602,-0.0012422360248446895 +/- 0.0022176091933494447,-0.0015345268542199086 +/- 0.0006069874945501,-0.0016806722689075237 +/- 0.0009694190106994129,-0.002265253927657973 +/- 0.0018106703242036911,-0.003690171720862212 +/- 0.0018733567765136137,-0.003726708074534124 +/- 0.001624122087752485,-0.003982462550237454 +/- 0.004731281463472294,-0.003982462550237454 +/- 0.004731281463472294,-0.00507855316039455 +/- 0.00281329923273656,-0.006430398246254976 +/- 0.0026709049152352548,-0.006613080014614514 +/- 0.003076222120539527,-0.0068322981366459425 +/- 0.0035122440683128305,-0.007380343441724469 +/- 0.0016885962745036664,-0.00829375228352206 +/- 0.002287829332035545,-0.009280233832663465 +/- 0.006693635492527503,-0.00975520643039821 +/- 0.0022936567213327906,-0.010559006211180078 +/- 0.002188829492254324,-0.012422360248447162 +/- 0.006889791489264549,-0.012568505663134787 +/- 0.0033613445378151137,-0.024917793204238158 +/- 0.002197047333339115,-0.03153087321885273 +/- 0.0022106758505525486,-0.03204238217025936 +/- 0.004065397955165424,-0.03266350018268173 +/- 0.005175281318122252,-0.033905736207526446 +/- 0.004805051435227952,-0.035769090244793536 +/- 0.00516301469428855,-0.03715747168432587 +/- 0.0054267248212492925
