,bvp_n_below_mean,hrv_max,bvp_peaks,scl_max,hrv_svd_entropy,scl_entropy,hrv_pct_95,bvp_lineintegral,scl_svd_entropy,bvp_energy,bvp_max,bvp_iqr_5_95,bvp_pct_95,scl_lineintegral,scr_iqr,scl_rms,bvp_perm_entropy,bvp_ptp,hrv_skewness,scl_pct_95,hrv_entropy,scl_pct_5,scr_svd_entropy,bvp_n_sign_changes,bvp_kurtosis,scl_skewness,scr_pct_95,bvp_svd_entropy,hrv_n_above_mean,hrv_pct_5,scl_perm_entropy,scl_min,hrv_iqr,hrv_std,scl_ptp,scl_energy,scl_kurtosis,hrv_perm_entropy,hrv_n_sign_changes,scr_perm_entropy,scr_lineintegral,scr_rms,bvp_mean,bvp_std,scl_peaks,bvp_entropy,bvp_rms,scl_iqr,hrv_n_below_mean,hrv_energy,hrv_sum,scr_skewness,scr_iqr_5_95,scr_n_sign_changes,scr_pct_5,scr_entropy,bvp_sum,scr_sum,scr_peaks,scr_kurtosis,scl_iqr_5_95,scr_mean,scr_min,scl_n_above_mean,scr_std,scr_n_above_mean,scl_n_sign_changes,hrv_mean,scr_ptp,hrv_kurtosis,scl_n_below_mean,scl_mean,hrv_rms,bvp_skewness,scr_n_below_mean,hrv_peaks,hrv_lineintegral,hrv_ptp,scr_max,scl_std,hrv_iqr_5_95,scr_energy,bvp_n_above_mean,hrv_min,scl_sum,bvp_pct_5,bvp_min,bvp_iqr
0,7.024938531783321e-05 +/- 0.000681093060402752,0.03856691253951523 +/- 0.002603969510762299,0.046294344924481846 +/- 0.005667606168325941,-0.0034773445732350526 +/- 0.0016583170543186137,-0.00474183350895685 +/- 0.0017858410704441174,-0.0020372321742185284 +/- 0.0028266104023506418,-0.0017562346329470402 +/- 0.0016918292348145107,0.0073059360730592824 +/- 0.0015613706196622957,0.0023533544081489 +/- 0.001498882212388592,0.0 +/- 0.0,0.011837021426062466 +/- 0.0024739854798651716,0.020196698278890025 +/- 0.0023470549873253264,0.0012293642430628248 +/- 0.00226683565862489,0.000280997541271466 +/- 0.0022259191454520573,0.02325254654021771 +/- 0.006175955842381393,0.021426062521952893 +/- 0.0014567222587514904,0.009870038637161871 +/- 0.0036110165742370146,0.0021074815595363283 +/- 0.00078541200474175,0.0002458728486125383 +/- 0.0007206984379587,0.006814190375834139 +/- 0.0024597318440479857,3.51246926588944e-05 +/- 0.0006371042201341104,-0.002177730944854317 +/- 0.0009529090246751226,0.00031612223393044924 +/- 0.00010537407797681642,-0.0011591148577450694 +/- 0.0007703446504904107,0.00031612223393042707 +/- 0.0007924491867003033,-0.003231471724622481 +/- 0.0010973304778231906,0.0007727432384966315 +/- 0.0009266530353546372,0.005128205128205066 +/- 0.0032314717246224064,-0.0009834913944503977 +/- 0.0005162254463188932,0.012539515279241265 +/- 0.0011001376721718043,0.004320337197049473 +/- 0.0013877587822366119,-0.0009132420091325199 +/- 0.00039113202408359355,-0.0005619950825430875 +/- 0.0008040409653853205,0.0022831050228310223 +/- 0.0009457612938416646,0.0006673691605198373 +/- 0.0004566210045662045,0.0014752370916754076 +/- 0.0021640915772039903,-3.5124692658994314e-05 +/- 0.0005542583013017424,0.00038637161924832687 +/- 0.00018915225876833293,0.0 +/- 0.0,-0.0018967334035828066 +/- 0.0007566090350733317,-0.009343168247277888 +/- 0.0013254627512549132,0.0 +/- 0.0,0.0 +/- 0.0,-0.00024587284861262717 +/- 0.0008610924251585427,0.0 +/- 0.0,0.0 +/- 0.0,-0.02536002809975415 +/- 0.0010155835823534094,0.0029504741833508595 +/- 0.0026153158368790105,-0.0007727432384967536 +/- 0.00040962078643101696,-0.007130312609764711 +/- 0.002131058842587642,0.00031612223393044924 +/- 0.0002917676102184044,0.0 +/- 0.0,0.003758342114506452 +/- 0.0007206984379586562,0.0 +/- 0.0,0.0014752370916754297 +/- 0.0007334251147812029,0.0 +/- 0.0,0.0012293642430628582 +/- 0.0004777474713289525,0.0 +/- 0.0,0.0 +/- 0.0,0.002669476642079338 +/- 0.0024747333970928705,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0014049877063575522 +/- 0.00078541200474175,3.51246926589388e-05 +/- 0.00010537407797681641,0.0 +/- 0.0,0.0005619950825430098 +/- 0.0008192415728620188,0.0 +/- 0.0,0.0 +/- 0.0,-0.0011239901650861527 +/- 0.0005619950825430208,0.07590446083596762 +/- 0.0035904583851213492,0.010467158412363852 +/- 0.001675709229627902,-0.003055848261327765 +/- 0.0020484051017665515,-0.008184053389532885 +/- 0.002036323574378056,0.00558482613277127 +/- 0.0013734608216379987,-0.00439058658236745 +/- 0.002832932216568892,0.003793466807165391 +/- 0.00037830451753666585,0.0033368458025991865 +/- 0.0013626388999838839,0.016719353705655006 +/- 0.001981979062826272,7.02493853178665e-05 +/- 0.00021074815595365501,0.0 +/- 0.0,0.06153846153846147 +/- 0.0059645823806469475,0.034000702493853105 +/- 0.0022643851719404426,0.0031963470319634315 +/- 0.0014856540908012885,0.004250087811731596 +/- 0.000921981366238604,0.0014752370916754187 +/- 0.0013944104841081344,-0.0009834913944503532 +/- 0.004223150928047524
