,bvp_peaks,bvp_energy,bvp_max,bvp_rms,scr_mean,scr_iqr,scr_ptp,scl_svd_entropy,scr_max,hrv_max,hrv_min,bvp_ptp,scl_entropy,scr_std,scr_svd_entropy,hrv_mean,scr_energy,scr_pct_95,hrv_skewness,bvp_n_sign_changes,bvp_std,hrv_ptp,bvp_svd_entropy,scl_ptp,scr_sum,scr_n_below_mean,hrv_sum,bvp_pct_95,bvp_pct_5,bvp_skewness,bvp_min,bvp_kurtosis,scr_n_above_mean,hrv_n_below_mean,scl_n_above_mean,scl_skewness,scr_skewness,scr_rms,hrv_kurtosis,scl_iqr_5_95,hrv_entropy,scl_perm_entropy,hrv_pct_5,hrv_perm_entropy,scl_pct_5,hrv_energy,bvp_sum,scr_pct_5,scl_n_below_mean,scl_n_sign_changes,scr_min,hrv_n_sign_changes,scr_n_sign_changes,scr_peaks,bvp_entropy,scl_peaks,hrv_rms,bvp_mean,scr_entropy,hrv_iqr,scl_mean,hrv_n_above_mean,hrv_std,scl_iqr,scl_std,scl_lineintegral,hrv_pct_95,bvp_iqr_5_95,scr_kurtosis,scr_iqr_5_95,scr_perm_entropy,scl_kurtosis,scl_min,scr_lineintegral,bvp_lineintegral,scl_energy,hrv_peaks,scl_rms,hrv_iqr_5_95,scl_sum,bvp_iqr,scl_max,scl_pct_95,hrv_lineintegral,hrv_svd_entropy,bvp_perm_entropy,bvp_n_above_mean,bvp_n_below_mean
0,0.010924369747899166 +/- 0.0027606110631879506,0.010010960906101585 +/- 0.0015604060287952243,0.007818779685787359 +/- 0.0013883814395323267,0.0070515162586773815 +/- 0.0017373026566267892,0.00668615272195835 +/- 0.0019542680482742252,0.00668615272195835 +/- 0.0015676607930526004,0.0065765436609426355 +/- 0.0019124957732265008,0.006466934599926944 +/- 0.0017140963252816764,0.005918889294848384 +/- 0.0018758491272186284,0.005370843989769836 +/- 0.0018198625364139094,0.004201680672268926 +/- 0.0023579397588984396,0.004018998903909421 +/- 0.0010838434033022407,0.0037632444282060806 +/- 0.0020015120094705905,0.0035805626598465643 +/- 0.0004847095053497178,0.0035074899525027623 +/- 0.0013394448505534083,0.002959444647424203 +/- 0.0016538502444656622,0.0029229082937523134 +/- 0.0015414704501080791,0.002740226525392786 +/- 0.0014079538814758756,0.002703690171720885 +/- 0.00040685161584435236,0.002667153818048995 +/- 0.0012012628588069863,0.0023748629886737537 +/- 0.0013198678749132848,0.0020460358056266113 +/- 0.0012989688589427166,0.0019729630982828093 +/- 0.0015774229554200167,0.0019364267446108975 +/- 0.001386938465188328,0.0017902813299232934 +/- 0.0009016414087872187,0.0016806722689075792 +/- 0.0008676903242263727,0.0016441359152356782 +/- 0.0013792171054568482,0.0014614541468761621 +/- 0.001567234971832452,0.001315308732188547 +/- 0.0016758998817946358,0.001278772378516624 +/- 0.0015946768610007407,0.001205699671172822 +/- 0.001961086868881212,0.001132626963829031 +/- 0.0017172086225794795,0.001096090610157119 +/- 0.00046215238000268895,0.001059554256485229 +/- 0.0005765339363558613,0.001023017902813328 +/- 0.0006069874945501067,0.000986481549141427 +/- 0.000463594356611227,0.000986481549141427 +/- 0.0007131611726687524,0.0008768724881257128 +/- 0.0016437299056195835,0.0008768724881257018 +/- 0.000820239105613567,0.0008403361344538118 +/- 0.0016586860742150052,0.0007672634271099988 +/- 0.0009999219717503971,0.0007307270734380755 +/- 0.0008331570515887116,0.0004749725977347463 +/- 0.0024782854047660364,0.00029229082937523023 +/- 0.0006697224252767131,0.00021921812203141712 +/- 0.001023017902813317,0.0001826817683595494 +/- 0.0016921499710499611,0.0001096090610157141 +/- 0.00023394681174399744,7.30727073438242e-05 +/- 0.000876872488125687,7.30727073438131e-05 +/- 0.0008458777422572637,7.30727073438131e-05 +/- 0.0003185165468425783,7.3072707343802e-05 +/- 0.000146145414687604,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-7.30727073437798e-05 +/- 0.0011984815101831825,-7.3072707343802e-05 +/- 0.000146145414687604,-7.3072707343802e-05 +/- 0.0002734130352045072,-0.000255754475703307 +/- 0.0014435327924836204,-0.000438436244062812 +/- 0.001220554847533065,-0.0005845816587504382 +/- 0.00046789362348796887,-0.0007672634271099655 +/- 0.0014655587226986952,-0.0008403361344537563 +/- 0.0013577569730407212,-0.0008768724881256795 +/- 0.0016518311370781462,-0.0009864815491413825 +/- 0.0013279343694107665,-0.001497990500548041 +/- 0.0009590357872419995,-0.001497990500548052 +/- 0.0016294558363885792,-0.001571063207891832 +/- 0.0006124608920073028,-0.001571063207891832 +/- 0.0010340498135246404,-0.0018268176835951721 +/- 0.0008799119166088574,-0.0020460358056265783 +/- 0.0005707160888495684,-0.002155644866642292 +/- 0.001822794254039685,-0.002192181220314193 +/- 0.0017214788439005775,-0.0025210084033613356 +/- 0.0015539766399807655,-0.002776762879064654 +/- 0.001426322345337444,-0.003324808184143213 +/- 0.0007567524726783965,-0.0038363171355498492 +/- 0.0017311447191059055,-0.005188162221410298 +/- 0.001656672860614477,-0.005334307636097902 +/- 0.001349374155105556,-0.006028498355864076 +/- 0.001982749514244083,-0.006759225429302129 +/- 0.001577846027160333,-0.010047497259773474 +/- 0.0014637358877610666,-0.011582024113993394 +/- 0.002680135175022767,-0.014066496163682852 +/- 0.0018861394956726457,-0.014760686883449014 +/- 0.0019621076480960827,-0.018048958713920336 +/- 0.0020873740383026223,-0.023967848008768722 +/- 0.0024136126510652034
