,bvp_rms,hrv_sum,hrv_mean,hrv_max,hrv_min,bvp_pct_95,bvp_iqr_5_95,bvp_pct_5,hrv_n_below_mean,hrv_n_above_mean,scr_lineintegral,hrv_energy,scr_std,bvp_lineintegral,hrv_lineintegral,bvp_n_above_mean,bvp_n_below_mean,scl_ptp,scl_std,bvp_min,scl_iqr,bvp_skewness,bvp_std,bvp_peaks,scr_svd_entropy,hrv_std,bvp_ptp,scl_pct_5,bvp_perm_entropy,scl_entropy,scr_mean,scr_sum,scl_max,scr_perm_entropy,scl_perm_entropy,bvp_kurtosis,scr_kurtosis,scl_kurtosis,scr_entropy,hrv_iqr,hrv_perm_entropy,hrv_ptp,hrv_entropy,bvp_max,scl_n_sign_changes,hrv_kurtosis,hrv_peaks,hrv_n_sign_changes,bvp_entropy,scl_energy,scl_peaks,scr_pct_5,scr_iqr_5_95,scr_min,scr_pct_95,scl_svd_entropy,scl_rms,bvp_mean,bvp_sum,scr_peaks,scr_skewness,scl_min,scl_skewness,hrv_rms,scl_mean,scl_sum,scl_n_below_mean,scl_n_above_mean,scr_n_below_mean,scr_n_above_mean,hrv_skewness,scr_n_sign_changes,bvp_svd_entropy,scr_energy,scr_iqr,hrv_svd_entropy,bvp_n_sign_changes,hrv_iqr_5_95,scr_rms,scr_ptp,scr_max,scl_iqr_5_95,scl_lineintegral,bvp_energy,bvp_iqr,hrv_pct_5,scl_pct_95,hrv_pct_95
0,0.4409669211195929 +/- 0.007218972970637222,0.3236641221374046 +/- 0.007332680151501601,0.3236641221374046 +/- 0.007332680151501601,0.20508905852417306 +/- 0.006880692353641068,0.22404580152671758 +/- 0.006654402149592298,0.09677692960135713 +/- 0.005165526710291831,0.07116200169635287 +/- 0.0042990079380743505,0.03880407124681936 +/- 0.0018412462549696536,0.17141645462256153 +/- 0.005872664757629768,0.16984732824427487 +/- 0.006236404228097,0.02430025445292624 +/- 0.002579976450255325,0.0378710771840543 +/- 0.0030993276319920956,-0.010390161153519862 +/- 0.0014224351001906992,0.12514843087362174 +/- 0.006236980978697332,0.01810856658184906 +/- 0.005555555555555558,0.04949109414758272 +/- 0.005715129537676631,0.04949109414758272 +/- 0.005715129537676631,-0.007336726039016084 +/- 0.0021377579577826133,-0.0005513146734520303 +/- 0.0006304524489957082,0.10216284987277358 +/- 0.0068367702207571615,-0.0041984732824427275 +/- 0.0015576223640548926,0.05067854113655644 +/- 0.005762764275527676,0.1587786259541985 +/- 0.006730054088168738,0.04414758269720105 +/- 0.0037090144875464573,0.005301102629346943 +/- 0.001751130010353064,0.009457167090754915 +/- 0.004764343685103282,0.05466497031382532 +/- 0.004380443235055029,-0.02171331636980487 +/- 0.0017153306544662062,0.02586938083121294 +/- 0.0035431040838346606,0.04482612383375746 +/- 0.004228352993495684,0.0008057675996607672 +/- 0.0008986268066334568,0.0008057675996607672 +/- 0.0008986268066334568,0.035453774385072134 +/- 0.003404348132381568,0.015351993214588666 +/- 0.0024786495667858417,-0.0011874469889736727 +/- 0.000593723494486872,0.00161153519932149 +/- 0.0011660497951541695,0.007209499575911826 +/- 0.002895003929749942,0.00712468193384228 +/- 0.0015148915266744317,0.005216284987277375 +/- 0.0013282832708537624,-0.002502120441051714 +/- 0.001742894197458396,-0.002502120441051714 +/- 0.0015691263782866777,-0.004240882103477483 +/- 0.0030990374735275854,0.0002544529262086703 +/- 0.0002813082943473831,-0.00610687022900761 +/- 0.0014218027662629398,-0.007251908396946516 +/- 0.001206230929035438,4.240882103480059e-05 +/- 0.0008986268066334516,8.481764206957898e-05 +/- 0.0003173585569782697,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,8.481764206955678e-05 +/- 0.00016963528413911356,-0.0009329940627650247 +/- 0.00041551988851284364,0.0003392705682782271 +/- 0.00016963528413911356,-0.0005937234944867975 +/- 0.00038868326505138575,-0.031382527565733634 +/- 0.004634024895554774,0.0015267175572519442 +/- 0.0006057191203174675,0.000932994062765069 +/- 0.0019041513418696936,0.000932994062765069 +/- 0.0019041513418696936,0.0005513146734521301 +/- 0.0009300980576531481,8.481764206956788e-05 +/- 0.000369711530410574,0.01128074639525024 +/- 0.002531774649126278,0.0005089058524173184 +/- 0.0006514966707267554,0.2489821882951654 +/- 0.0077862641616806465,0.0036895674300254978 +/- 0.0007598164913981613,0.0036895674300254978 +/- 0.0007598164913981613,-0.0003392705682781605 +/- 0.0010861957993948828,-0.0003392705682781605 +/- 0.0010861957993948828,-0.0012298558100084511 +/- 0.0009754028837998349,-0.0012298558100084511 +/- 0.0009754028837998349,-0.002417302798982157 +/- 0.001300921259557076,-0.0020780322307039413 +/- 0.001292599716211032,0.02349448685326553 +/- 0.0025317746491262507,0.000424088210347795 +/- 0.0005689740400762751,0.001145038167938961 +/- 0.0011387380476757766,0.041645462256149325 +/- 0.004904777708159787,-0.023579304495334984 +/- 0.0037367923277202265,0.06594571670907554 +/- 0.007718521935199874,-0.0029686174724342317 +/- 0.0018775185429328993,0.0026293469041560936 +/- 0.0013112489256777303,0.0033502968617472816 +/- 0.0015576223640548657,0.001017811704834648 +/- 0.001343764166052143,-0.00021204410517383643 +/- 0.002088392239566605,-0.019423240033927015 +/- 0.004158660109289665,-0.023621713316369773 +/- 0.003933060917595129,0.14368108566581853 +/- 0.007253768194478471,-0.03473282442748088 +/- 0.0026310563815515114,0.1358778625954199 +/- 0.004375308015785895
