,bvp_n_below_mean,hrv_pct_95,bvp_perm_entropy,scl_entropy,hrv_rms,bvp_svd_entropy,scr_svd_entropy,scr_lineintegral,bvp_min,scr_max,scl_ptp,bvp_iqr_5_95,bvp_kurtosis,bvp_n_above_mean,hrv_skewness,hrv_energy,scr_rms,scl_max,scl_kurtosis,scr_ptp,hrv_entropy,scl_sum,hrv_sum,scl_lineintegral,scl_perm_entropy,scr_iqr_5_95,scr_entropy,bvp_rms,bvp_pct_95,hrv_mean,hrv_pct_5,scr_std,bvp_skewness,hrv_n_below_mean,hrv_n_sign_changes,hrv_kurtosis,hrv_iqr,hrv_iqr_5_95,hrv_peaks,hrv_svd_entropy,bvp_mean,bvp_std,bvp_energy,bvp_sum,scl_peaks,scl_skewness,bvp_entropy,scr_perm_entropy,scl_n_sign_changes,scr_min,scr_n_below_mean,scr_skewness,scr_energy,scr_n_above_mean,scr_pct_95,scr_n_sign_changes,scr_sum,scl_iqr_5_95,scl_n_above_mean,scr_peaks,bvp_pct_5,scr_pct_5,hrv_n_above_mean,scr_mean,hrv_std,scl_energy,scl_n_below_mean,scr_kurtosis,hrv_lineintegral,hrv_min,scl_rms,bvp_max,hrv_ptp,bvp_peaks,scl_min,bvp_iqr,hrv_perm_entropy,scl_pct_95,scl_iqr,scl_pct_5,scl_std,bvp_lineintegral,bvp_n_sign_changes,scl_svd_entropy,scl_mean,hrv_max,bvp_ptp,scr_iqr
0,0.052883799830364696 +/- 0.005317362679432189,-0.00025445292620863703 +/- 0.001495775410394257,0.03608990670059371 +/- 0.004565403639216818,0.01276505513146734 +/- 0.0019659587763357586,0.0 +/- 0.0,-0.003265479219677692 +/- 0.0035484299653535055,0.05012722646310432 +/- 0.002687528332104299,0.038125530110262915 +/- 0.002279449474194532,-0.006276505513146735 +/- 0.00165122326835723,0.08719253604749787 +/- 0.002560031937707637,0.029983036471586077 +/- 0.0023918725449030755,-0.002332485156912645 +/- 0.000636132315521635,0.01340118744698896 +/- 0.001999970504249634,-0.001653944020356246 +/- 0.00022837849054855406,-0.0006361323155216092 +/- 0.0005106698294653141,0.0 +/- 0.0,0.0 +/- 0.0,-0.0008481764206955233 +/- 0.0031848996362202906,-0.0008057675996607228 +/- 0.000720949957591183,0.0 +/- 0.0,0.0 +/- 0.0,0.004028837998303647 +/- 0.0009144978224278371,-0.0015267175572519 +/- 0.0009891351814834976,0.0 +/- 0.0,0.0013146734520780522 +/- 0.0013336883115789902,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.005343511450381699 +/- 0.0029758786756316985,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.0019508057675996504 +/- 0.0033511019957826052,-0.00042408821034777277 +/- 0.00018965801335875008,0.0 +/- 0.0,0.0 +/- 0.0,-4.240882103477839e-05 +/- 0.00022837849054855406,0.0 +/- 0.0,0.00021204410517389194 +/- 0.00028448702003816236,0.00021204410517388083 +/- 0.00028448702003813753,-0.0002968617472434487 +/- 0.0001943416325257074,-0.0005089058524172963 +/- 0.00031735855697825785,0.0016963528413910245 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.00038167938931297216 +/- 0.0005830248975770552,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.00016963528413911356 +/- 0.00020775994425643432,-0.013740458015267187 +/- 0.0013702709432912123,0.0 +/- 0.0,0.0002544529262086703 +/- 0.00020775994425643432,0.0 +/- 0.0,-0.004452926208651409 +/- 0.0011099450660137702,-0.00042408821034776165 +/- 0.000268216934704682,0.0002544529262086703 +/- 0.00028130829434738313,0.0 +/- 0.0,0.0011450381679389277 +/- 0.00046649703138252794,0.0031806615776081458 +/- 0.0011099450660137828,0.0 +/- 0.0,0.06586089906700593 +/- 0.002628320684028182,0.0013570822731127975 +/- 0.00041551988851286863,-0.0044105173876166194 +/- 0.002615630864310295,-0.00016963528413910245 +/- 0.0003392705682782049,0.0 +/- 0.0,-0.014885496183206105 +/- 0.003934889610437192,-0.0020780322307039968 +/- 0.0015805466627297786,-0.0010178117048345702 +/- 0.0002077599442564343,0.010347752332485161 +/- 0.0017403125130350417,0.014843087362171336 +/- 0.00253035350130216,0.0018659881255300935 +/- 0.0030593195584175466,-0.01984732824427481 +/- 0.0039819150447177225,0.007251908396946572 +/- 0.0015805466627297818,0.0010602205258693708 +/- 0.0017511300103530477,0.005301102629346899 +/- 0.0010770504749109634,0.0008905852417302685 +/- 0.0005830248975770875,-0.038295165394402045 +/- 0.0017997536195015454,0.0 +/- 0.0,-0.01391009329940628 +/- 0.0007773665301027654,0.0005513146734520636 +/- 0.0004664970313825168,0.0035199321458863285 +/- 0.001868396163860116,0.0 +/- 0.0,0.006488549618320594 +/- 0.0006304524489956717,0.0009329940627650247 +/- 0.0002544529262086481,0.03040712468193383 +/- 0.0033823527364869026
