,F1 Score,BAccuracy,Accuracy,Class,Test Baseline Class 0,Test Baseline Class 1,Train Baseline Class 0,Train Baseline Class 1,Train Identities Class 0,Train Identities Class 1,Test Identities Class 0,Test Identities Class 1,AUC,AP,AUPRC,Kappa,TPR@1%FPR,TPR@5%FPR,EER,Fitted Models,Test IX
0,0.9063618724182618,0.9262286372088904,0.8919781221513218,[0 1],0.8951686417502279,0.1048313582497721,0.6043688224940199,0.39563117750598004,58,34,9,1,0.9632714956167537,0.6243462747342199,0.8005753973421089,0.5969543965609454,0.9695652173913043,0.9521739130434783,0.06406183359590562,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[ 3. 14. 16. 22. 24. 33. 35. 52. 57. 58.]
1,0.9183204908861456,0.9277658973183668,0.9165596919127086,[0 1],0.6936243046640993,0.30637569533590076,0.6238757154538022,0.3761242845461979,60,32,7,3,0.9557996650112525,0.8589018138313081,0.9200373088639623,0.8133567766215862,0.9567039106145251,0.8994413407821229,0.07540904216727831,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[ 0.  8. 13. 20. 30. 34. 55. 85. 95. 97.]
2,0.8432921262304448,0.8280004609610694,0.8424268878219118,[0 1],0.6687036228721083,0.33129637712789173,0.6266092475067996,0.37339075249320036,60,32,7,3,0.8518964763998252,0.7232459877690152,0.8252028557025325,0.6484569828417631,0.7628458498023716,0.758893280632411,0.18516302722105893,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[26. 29. 43. 44. 68. 71. 76. 84. 87. 88.]
3,0.7904844820688065,0.7888433029067132,0.7891486546096163,[0 1],0.5977062196735774,0.4022937803264226,0.6339431262452454,0.3660568737547546,61,31,6,4,0.8200815692367449,0.7038938242515792,0.8135921337912736,0.5685154436387816,0.756578947368421,0.0,0.21111026673796454,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[ 2. 11. 27. 32. 56. 60. 75. 79. 80. 89.]
4,0.8381558068260562,0.7637203048324721,0.8378579397545556,[0 1],0.7824470063220528,0.2175529936779472,0.6117163696796233,0.3882836303203767,59,33,8,2,0.792018052711969,0.563862934541249,0.6754428859024743,0.5254950432937753,0.6324786324786325,0.5333333333333333,0.26662201242775907,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[ 5.  7.  9. 15. 18. 23. 67. 69. 78. 94.]
5,0.8981935687435023,0.9013815043046873,0.898024989923418,[0 1],0.4586860137041516,0.5413139862958485,0.6500685871056241,0.34993141289437585,62,30,5,5,0.931035035535426,0.9337712274301414,0.9586459255819774,0.7963009898188301,0.8719285182427401,0.8488458674609084,0.11700558607314156,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[12. 36. 38. 39. 41. 45. 51. 70. 93. 98.]
6,0.9099860489169803,0.8975957730251314,0.9098541758727353,[0 1],0.6818382677861247,0.3181617322138754,0.6253169141615357,0.3746830858384643,60,32,7,3,0.911352343918773,0.8242877693688204,0.8973831700623811,0.7928421936868859,0.8791666666666667,0.8472222222222222,0.11917691834435519,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[  6.  10.  19.  47.  54.  72.  73.  81.  90. 101.]
7,0.6258140009316412,0.6818801521876983,0.6129722024233785,[0 1],0.29579472558802566,0.7042052744119743,0.6741703411464377,0.3258296588535623,63,28,4,7,0.6977296839178578,0.8371530977706416,0.8795362318663877,0.2813794950982288,0.49898785425101216,0.4868421052631579,0.3712130714709816,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[ 21.  31.  42.  46.  50.  59.  62.  63.  64.  96. 100.]
8,0.9123968822228864,0.927279227966323,0.9109511178476696,[0 1],0.6381205001894658,0.3618794998105343,0.6296518054532056,0.3703481945467944,60,31,7,4,0.9594386961982813,0.8805826343272283,0.9362325386270445,0.815909280482878,0.9780104712041885,0.9518324607329843,0.06856933540864743,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[17. 25. 37. 49. 61. 66. 74. 82. 86. 91. 92.]
9,0.9382796084264587,0.9365782828282828,0.9379194630872483,[0 1],0.6644295302013423,0.33557046979865773,0.6268948877862248,0.3731051122137752,60,32,7,3,0.9571803977272727,0.9217238393412442,0.9503621162290834,0.862484410077326,0.93625,0.92,0.06690871369297,"Pipeline(steps=[('scaler', StandardScaler()),
                ('clf', KNeighborsClassifier(n_jobs=-1, n_neighbors=9))])",[ 1.  4. 28. 40. 48. 53. 65. 77. 83. 99.]
