1540573909.000000, 1540573909.000000, 1540573909.000000
32.000000, 32.000000, 32.000000
6,6,58
7,7,62
7,11,65
0,3,64
-2,3,58
-1,9,60
-2,16,67
-2,6,60
-4,9,63
-2,13,63
-6,-7,56
-7,6,62
0,16,57
-4,21,60
-3,15,60
-5,7,60
-6,5,64
-9,6,60
-6,15,69
-8,10,64
6,8,62
5,5,60
-9,8,66
-13,11,58
-14,13,58
-8,7,66
-5,5,66
-3,6,64
-3,6,63
-1,8,62
12,-2,79
2,-1,64
2,10,56
-10,22,52
-7,12,54
-8,20,56
-11,21,56
-14,25,53
-12,24,55
-7,19,58
-6,19,60
-6,23,66
-11,23,53
-11,22,57
-6,15,59
-5,15,62
-5,15,67
-15,22,68
-19,23,57
-26,26,53
-28,24,46
-29,22,59
-30,23,57
-28,15,62
-31,21,40
-32,30,40
-28,26,55
-24,17,57
-18,13,59
-14,21,65
-16,19,67
-12,1,86
7,17,87
-23,-6,27
-3,38,62
-34,40,16
-9,44,32
-14,53,21
-52,39,-44
-41,20,-45
-23,61,-5
-38,93,3
-26,85,-8
-22,47,-54
-33,41,-34
-46,27,-27
-60,19,18
-51,8,-8
-6,87,-52
0,74,-62
-10,60,-83
-14,49,-86
-17,43,-74
-18,36,-54
-14,35,-41
-13,42,-39
-14,36,-36
-13,31,-29
-2,32,-22
-9,36,-31
-6,46,-32
-3,42,-36
-4,50,-45
-11,56,-45
-11,49,-41
-11,46,-41
-6,48,-44
-6,48,-44
-7,51,-46
-3,53,-48
0,43,-48
0,39,-44
4,39,-63
-2,38,-72
-5,35,-72
-10,55,-59
-14,56,-49
-28,38,-65
-35,27,-64
-49,12,-24
-57,2,-36
-54,18,-36
-42,19,-24
-44,27,-11
-40,42,-8
-50,50,-13
-49,44,-9
-39,43,15
-34,45,23
-23,29,50
-8,3,50
7,4,66
27,-12,65
18,-1,64
7,8,60
5,2,62
15,-1,71
21,-6,57
11,4,56
9,-2,46
20,-22,64
8,-10,28
24,9,82
34,-5,67
-5,2,25
-5,-5,47
-5,1,62
-11,2,66
-6,11,68
-15,-28,29
4,5,64
6,-5,57
12,-9,63
23,-14,63
23,-13,58
0,-43,47
16,26,64
3,-15,52
12,-12,69
7,-11,63
4,-10,66
15,-9,62
9,-7,57
4,2,67
8,3,60
9,1,57
10,0,56
5,2,57
5,10,60
17,3,56
6,15,56
2,13,60
7,22,64
6,13,58
6,11,56
6,14,64
8,10,63
7,1,57
12,-1,57
13,1,58
8,5,64
15,11,60
16,12,56
9,14,63
10,13,63
9,12,63
6,7,62
8,7,61
8,9,63
8,7,64
9,5,64
13,7,62
11,5,64
13,7,69
14,9,71
19,13,70
19,11,65
27,13,61
25,13,57
24,12,58
21,9,50
16,7,48
12,6,37
11,9,22
10,11,20
7,16,24
9,16,24
18,11,56
26,6,88
16,27,127
13,14,76
16,10,50
22,17,37
27,18,34
15,17,58
6,24,71
-8,21,73
-6,10,55
-8,8,51
-7,14,61
-4,11,61
-3,15,64
-3,22,67
-2,22,64
1,19,56
-2,21,62
-12,22,64
-15,20,65
-16,19,65
-17,18,65
-15,18,63
-12,18,58
-9,17,55
-6,14,54
-3,15,55
-5,15,58
-7,16,60
-9,13,59
-9,12,59
-11,15,59
-13,16,60
-18,15,62
-14,17,61
-14,16,59
-14,15,56
-14,15,57
-15,15,59
-16,14,59
-18,14,61
-19,15,59
-15,14,56
-15,14,56
-14,15,57
-14,16,59
-13,15,61
-13,15,62
-12,14,61
-12,14,61
-14,12,60
-11,14,60
-11,12,58
-12,12,59
-11,13,56
-3,15,58
-6,16,60
-6,15,60
-7,15,60
-10,14,62
-7,13,59
-9,14,62
-6,13,60
-6,13,66
-3,10,62
2,11,58
7,13,59
-1,7,59
2,11,58
2,10,58
4,9,57
6,13,60
6,16,63
6,15,60
8,15,60
8,16,60
7,17,61
1,16,58
-2,15,59
-10,13,55
-15,14,59
-17,14,55
-22,10,49
-26,9,52
-45,10,61
-50,1,63
-43,-1,55
-39,-9,42
-36,-11,39
-35,-10,39
-40,-18,43
-46,-15,52
-53,-2,68
-48,-1,69
-35,-3,58
-34,-1,58
-24,13,52
-15,3,49
-13,8,52
-6,8,50
-3,11,52
-4,13,49
-2,20,50
-7,21,58
-11,17,64
0,18,63
-1,20,61
-13,10,65
-11,1,56
1,13,59
0,11,56
-8,10,61
-2,15,60
2,20,60
-2,21,64
3,25,66
0,21,64
-1,19,64
7,21,60
6,21,62
3,20,64
4,18,60
5,18,59
5,17,59
3,15,61
5,16,61
3,14,60
4,15,60
