,bvp_peaks,bvp_n_below_mean,bvp_iqr_5_95,bvp_max,bvp_std,bvp_pct_5,bvp_pct_95,bvp_lineintegral,bvp_n_above_mean,bvp_min,bvp_mean,bvp_rms,bvp_entropy,bvp_sum,bvp_skewness,bvp_kurtosis,bvp_energy,bvp_n_sign_changes,bvp_perm_entropy,bvp_ptp,bvp_iqr,bvp_svd_entropy
0,0.016964285714285765 +/- 0.005546108296007909,0.07579887218045116 +/- 0.0054440338206079505,0.024342105263157932 +/- 0.0019466461632714168,-0.0026785714285713635 +/- 0.0031032832671238735,-0.002678571428571375 +/- 0.0007295194876062141,0.028571428571428616 +/- 0.001980386043769311,0.007659774436090283 +/- 0.001642049361809804,0.0877349624060151 +/- 0.0035729740423440454,0.0772086466165414 +/- 0.004129192716393555,0.008881578947368463 +/- 0.003217869984167295,-0.00046992481203004253 +/- 0.0010295536795209912,0.059445488721804565 +/- 0.003010821142789722,0.0 +/- 0.0,-0.001644736842105221 +/- 0.0006036293505011783,0.0352913533834587 +/- 0.0027194805068102234,-0.00639097744360897 +/- 0.0017608077063153173,-0.015554511278195427 +/- 0.0016203890648088981,-0.014003759398496195 +/- 0.002606282824034221,0.01748120300751883 +/- 0.0030656966974248316,4.699248120305643e-05 +/- 0.0023444491885839065,0.03750000000000003 +/- 0.006857682837201028,0.024671052631579017 +/- 0.003111810738936712
