,bvp_peaks,bvp_n_above_mean,bvp_n_below_mean,bvp_min,bvp_skewness,bvp_pct_5,bvp_entropy,bvp_pct_95,bvp_mean,bvp_sum,bvp_iqr,bvp_std,bvp_kurtosis,bvp_rms,bvp_ptp,bvp_max,bvp_lineintegral,bvp_iqr_5_95,bvp_energy,bvp_n_sign_changes,bvp_perm_entropy,bvp_svd_entropy
0,-0.023195876288659722 +/- 0.0025412713844929777,-0.005756013745704447 +/- 0.003432127896123386,0.03144329896907218 +/- 0.003812149094902714,-0.0014604810996563522 +/- 0.0013474559399792153,-0.0034793814432989567 +/- 0.002099544572139157,0.0006443298969072142 +/- 0.001515659687661279,0.0 +/- 0.0,0.004252577319587692 +/- 0.0016123990016429406,-0.00021477663230240474 +/- 0.00048025514980665413,4.295532646048095e-05 +/- 0.0003568137398160673,-0.03148625429553263 +/- 0.0030739331035764387,-0.002577319587628857 +/- 0.0018122872087395973,-0.00455326460481098 +/- 0.0031868104795517768,8.59106529209619e-05 +/- 0.0010661231654631282,0.007517182130584277 +/- 0.001980142709899668,0.005154639175257802 +/- 0.002095586068324847,0.0017611683848797188 +/- 0.000889704260189343,0.005756013745704547 +/- 0.0018644789015645085,0.0009879725085910618 +/- 0.00180258893972141,-0.0027920962199312616 +/- 0.0027721997938595353,0.02676116838487974 +/- 0.0027306211469609555,-0.002319587628865971 +/- 0.002498804050214594
