,bvp_peaks,bvp_n_above_mean,bvp_n_below_mean,bvp_min,bvp_skewness,bvp_pct_5,bvp_entropy,bvp_pct_95,bvp_mean,bvp_sum,bvp_iqr,bvp_std,bvp_kurtosis,bvp_rms,bvp_ptp,bvp_max,bvp_lineintegral,bvp_iqr_5_95,bvp_energy,bvp_n_sign_changes,bvp_perm_entropy,bvp_svd_entropy
0,-0.02833646616541354 +/- 0.0030166830537037667,-0.0021146616541353413 +/- 0.006055469434656345,0.0076127819548871935 +/- 0.0036083371842955663,-0.009633458646616555 +/- 0.0019059492284467276,-0.0011748120300752118 +/- 0.0019059492284467414,0.0009398496240601517 +/- 0.0010920065825772885,0.0 +/- 0.0,0.010150375939849599 +/- 0.002461616701824937,-0.0007988721804511268 +/- 0.00047226859121808694,-0.0008928571428571507 +/- 0.0005736163353258442,-0.003853383458646642 +/- 0.0027304208733710516,0.008458646616541332 +/- 0.0016547760208326147,-0.011701127819548896 +/- 0.0016607703991609228,0.0008928571428571286 +/- 0.0018732266379694108,-0.00079887218045116 +/- 0.0019381194198591371,-0.003195488721804507 +/- 0.002970579065653969,0.0038063909774435855 +/- 0.0018849784887341732,0.008552631578947357 +/- 0.0014376934718776722,0.008881578947368407 +/- 0.002296870189821424,-0.006813909774436089 +/- 0.0018108880515035162,0.008740601503759392 +/- 0.004439235217526149,-0.014144736842105288 +/- 0.0020424167116636096
