,bvp_rms,bvp_lineintegral,bvp_std,bvp_pct_5,bvp_iqr_5_95,bvp_skewness,bvp_kurtosis,bvp_pct_95,bvp_sum,bvp_mean,bvp_peaks,bvp_entropy,bvp_max,bvp_n_sign_changes,bvp_min,bvp_ptp,bvp_n_below_mean,bvp_n_above_mean,bvp_perm_entropy,bvp_svd_entropy,bvp_energy,bvp_iqr
0,0.06378908072795145 +/- 0.0074954221594007945,-0.041623891740550714 +/- 0.009155575151418195,0.13266448903406433 +/- 0.006329924669217375,-0.0399906672888475 +/- 0.007707401297037182,-0.039244050396640306 +/- 0.008751003122626813,0.0014932337844143716 +/- 0.0017559391247995119,-0.008586094260382638 +/- 0.0008902839023956558,-0.03947736817545505 +/- 0.009947549399810207,-0.0020998600093327102 +/- 0.001419216642626742,-0.0020998600093327102 +/- 0.001419216642626742,-0.006159589360709284 +/- 0.001544838577437876,0.0 +/- 0.0,-0.036257582827811566 +/- 0.006566310130429846,-0.0041997200186654204 +/- 0.001770757439198345,-0.03252449836677562 +/- 0.006855097108418831,-0.03341110592627165 +/- 0.006649188289521963,0.018525431637890798 +/- 0.00289201127995262,0.018525431637890798 +/- 0.00289201127995262,-0.0030331311245916925 +/- 0.0039609086053030325,-0.016705552963135785 +/- 0.0018288304192501557,0.033317778814745666 +/- 0.0036990986808411396,0.05072328511432569 +/- 0.0039432775433174035
