,bvp_peaks,bvp_n_below_mean,bvp_iqr_5_95,bvp_max,bvp_std,bvp_pct_5,bvp_pct_95,bvp_lineintegral,bvp_n_above_mean,bvp_min,bvp_mean,bvp_rms,bvp_entropy,bvp_sum,bvp_skewness,bvp_kurtosis,bvp_energy,bvp_n_sign_changes,bvp_perm_entropy,bvp_ptp,bvp_iqr,bvp_svd_entropy
0,-0.051847079037800635 +/- 0.004480757384204584,0.1382731958762887 +/- 0.004719029232886724,-8.59106529209619e-05 +/- 0.0008969335488754736,-0.005412371134020599 +/- 0.0027180914122948998,0.0 +/- 0.0,-0.007946735395188975 +/- 0.0030930817916485615,0.0004725085910652904 +/- 0.0013508750166251143,0.020060137457044713 +/- 0.0024226956447085096,0.016623711340206238 +/- 0.001289375517165256,-0.015678694158075546 +/- 0.003989298887673248,0.003264604810996574 +/- 0.0010730237110650432,0.008204467353951962 +/- 0.0017337144390559122,0.0 +/- 0.0,0.001675257731958757 +/- 0.0004052397393495091,-0.02126288659793808 +/- 0.002940165800454929,-0.005627147766323004 +/- 0.0014935857947348495,0.012457044673539586 +/- 0.0009212891146704098,-0.010266323024054946 +/- 0.004399304943754593,0.05300687285223371 +/- 0.004485490543713597,0.009149484536082542 +/- 0.005079092729731957,-0.00910652920962196 +/- 0.004375543497679312,0.00949312714776639 +/- 0.003449556101875245
