,bvp_peaks,bvp_n_above_mean,bvp_n_below_mean,bvp_min,bvp_skewness,bvp_pct_5,bvp_entropy,bvp_pct_95,bvp_mean,bvp_sum,bvp_iqr,bvp_std,bvp_kurtosis,bvp_rms,bvp_ptp,bvp_max,bvp_lineintegral,bvp_iqr_5_95,bvp_energy,bvp_n_sign_changes,bvp_perm_entropy,bvp_svd_entropy
0,0.044289568345323715 +/- 0.0033723021582733803,0.04527877697841728 +/- 0.004711792568506502,0.05188848920863309 +/- 0.0047805877194251846,-0.015287769784172678 +/- 0.002893112939234779,-0.004181654676258995 +/- 0.0022032374100719202,-0.007508992805755388 +/- 0.002301965060462268,0.0 +/- 0.0,0.000854316546762579 +/- 0.0023229480850880434,0.001978417266187071 +/- 0.0005006982340674529,0.0015737410071942515 +/- 0.0005775734073140781,-0.07167266187050358 +/- 0.002669212604254639,-0.002473021582733814 +/- 0.0011419447031654794,-0.010791366906474842 +/- 0.0025514857840127966,-0.00017985611510792365 +/- 0.0013216671274010085,-0.006654676258992798 +/- 0.003944552553859949,0.0026528776978417155 +/- 0.0033675025797397125,0.004496402877697847 +/- 0.0022119377475267364,-0.0045413669064748195 +/- 0.0018911637450371346,0.005215827338129475 +/- 0.0017086330935251704,0.004316546762589924 +/- 0.0014104664695465735,0.04078237410071942 +/- 0.005134766091009248,0.008633093525179847 +/- 0.0016061664657816448
