,bvp_peaks,bvp_n_below_mean,bvp_iqr_5_95,bvp_max,bvp_std,bvp_pct_5,bvp_pct_95,bvp_lineintegral,bvp_n_above_mean,bvp_min,bvp_mean,bvp_rms,bvp_entropy,bvp_sum,bvp_skewness,bvp_kurtosis,bvp_energy,bvp_n_sign_changes,bvp_perm_entropy,bvp_ptp,bvp_iqr,bvp_svd_entropy
0,0.04624358376108258 +/- 0.00413413822805094,-0.0028931404573028672 +/- 0.004716482974705875,-0.030424638357442933 +/- 0.0010599922250677128,0.03210452636490899 +/- 0.0070639438059416715,-0.005506299580027995 +/- 0.0009285930350971717,0.0026131591227251507 +/- 0.0009832621327907358,-0.005412972468502119 +/- 0.0035242571327110408,-0.007046196920205372 +/- 0.002716524419566617,0.03056462902473167 +/- 0.005354121972906212,0.021745216985534287 +/- 0.005052609494592313,0.0009799346710219314 +/- 0.0005696012886483293,-0.0005132991133924402 +/- 0.000487181824960828,0.0 +/- 0.0,0.00013999066728884735 +/- 0.0003644540212742254,-0.004199720018665432 +/- 0.004152794299820268,-0.015072328511432675 +/- 0.003088619830774224,-0.0037797480167988786 +/- 0.0006746071999440482,-0.001633224451703219 +/- 0.00273887645185799,0.04862342510499298 +/- 0.007267539835345506,0.001259916005599626 +/- 0.0014006841829028117,0.006112925804946334 +/- 0.003550418956906626,0.010359309379374704 +/- 0.005119398283491356
