,bvp_rms,bvp_lineintegral,bvp_std,bvp_pct_5,bvp_iqr_5_95,bvp_skewness,bvp_kurtosis,bvp_pct_95,bvp_sum,bvp_mean,bvp_peaks,bvp_entropy,bvp_max,bvp_n_sign_changes,bvp_min,bvp_ptp,bvp_n_below_mean,bvp_n_above_mean,bvp_perm_entropy,bvp_svd_entropy,bvp_energy,bvp_iqr
0,0.23401109057301298 +/- 0.006829813229886256,0.05790203327171904 +/- 0.008374346567766516,0.3482902033271719 +/- 0.006661560319815499,-0.0037892791127541623 +/- 0.004474572435086955,-0.006099815157116428 +/- 0.004080173762411106,0.006977818853974127 +/- 0.001646165723711367,-0.00027726432532345637 +/- 0.000805711449822674,-0.0032347504621072164 +/- 0.003805025665478557,-0.0007855822550831504 +/- 0.0005487219079037967,-0.0007855822550831504 +/- 0.0005487219079037967,0.00748613678373381 +/- 0.0016890634826707267,0.0 +/- 0.0,-0.00041589648798521226 +/- 0.002609576322272735,-0.025924214417744906 +/- 0.002690162583702028,-0.0132162661737523 +/- 0.003446960480401392,-0.0033271719038816872 +/- 0.0030428978989194637,0.060951940850277275 +/- 0.0026822129132960137,0.060951940850277275 +/- 0.0026822129132960137,0.02093345656192237 +/- 0.0027730283158368704,0.0044362292051756125 +/- 0.0022372862175434774,0.08807763401109059 +/- 0.004056027404342277,0.17241219963031423 +/- 0.006942228462870939
