,bvp_rms,bvp_lineintegral,bvp_std,bvp_pct_5,bvp_iqr_5_95,bvp_skewness,bvp_kurtosis,bvp_pct_95,bvp_sum,bvp_mean,bvp_peaks,bvp_entropy,bvp_max,bvp_n_sign_changes,bvp_min,bvp_ptp,bvp_n_below_mean,bvp_n_above_mean,bvp_perm_entropy,bvp_svd_entropy,bvp_energy,bvp_iqr
0,0.26216931216931216 +/- 0.008187772516007795,0.09938271604938273 +/- 0.007599139514218871,0.03456790123456791 +/- 0.009622100408786137,0.02927689594356263 +/- 0.005678081140037125,0.013095238095238104 +/- 0.004117561485786614,0.009920634920634941 +/- 0.003056353937499709,0.006305114638447995 +/- 0.002407342803301343,0.001675485008818367 +/- 0.0020472992533058037,0.000881834215167554 +/- 0.0011497711473020607,0.000881834215167554 +/- 0.0011497711473020607,0.0003527336860670416 +/- 0.0027802262381718705,0.0 +/- 0.0,-0.0009700176366842838 +/- 0.0018685732010949902,-0.0033950617283950656 +/- 0.00423854145280961,-0.004673721340387971 +/- 0.003131442840311243,-0.005246913580246903 +/- 0.002418622249012788,-0.01437389770723102 +/- 0.006229895048035285,-0.01437389770723102 +/- 0.006229895048035285,-0.0337742504409171 +/- 0.005633395503945123,-0.03403880070546735 +/- 0.0027591689324800678,-0.05868606701940034 +/- 0.0037280317149784806,-0.09043209876543208 +/- 0.00767360459932352
