,bvp_rms,bvp_lineintegral,bvp_std,bvp_pct_5,bvp_iqr_5_95,bvp_skewness,bvp_kurtosis,bvp_pct_95,bvp_sum,bvp_mean,bvp_peaks,bvp_entropy,bvp_max,bvp_n_sign_changes,bvp_min,bvp_ptp,bvp_n_below_mean,bvp_n_above_mean,bvp_perm_entropy,bvp_svd_entropy,bvp_energy,bvp_iqr
0,0.5228607918263091 +/- 0.005913582070390921,0.2183056619838229 +/- 0.0056631040096435424,0.3161770966368668 +/- 0.0059204735563214515,0.12571306939123034 +/- 0.006142819797891608,0.0660280970625798 +/- 0.007713399230742904,0.0003405704555129674 +/- 0.0014722534240775367,-0.0027671349510430153 +/- 0.0009938371672991873,0.013111962537249855 +/- 0.0018340280313782972,-0.0019157088122605636 +/- 0.0006095283551841677,-0.0019157088122605636 +/- 0.0006095283551841677,0.0060025542784163275 +/- 0.0022239179032114064,0.0 +/- 0.0,0.028905917411664504 +/- 0.002748735369494764,0.005619412515964195 +/- 0.0024440528044967578,0.057343550446998695 +/- 0.0038363810620368984,0.047594721157939515 +/- 0.0042134842168271075,0.05751383567475519 +/- 0.0015284225688392081,0.05751383567475519 +/- 0.0015284225688392081,0.03146019582801189 +/- 0.003130945254695083,0.0073222647935291315 +/- 0.0022988505747126493,0.08011919965942951 +/- 0.005601969910462667,0.14103873988931456 +/- 0.004861523961858045
