,bvp_peaks,bvp_n_below_mean,bvp_iqr_5_95,bvp_max,bvp_std,bvp_pct_5,bvp_pct_95,bvp_lineintegral,bvp_n_above_mean,bvp_min,bvp_mean,bvp_rms,bvp_entropy,bvp_sum,bvp_skewness,bvp_kurtosis,bvp_energy,bvp_n_sign_changes,bvp_perm_entropy,bvp_ptp,bvp_iqr,bvp_svd_entropy
0,-0.012908777969018926 +/- 0.005675949207518475,0.11148881239242688 +/- 0.005027062597769797,0.00989672977624786 +/- 0.00033330321395930363,0.0780550774526678 +/- 0.0026258427370726856,0.0003442340791738552 +/- 0.0001721170395869276,0.010154905335628229 +/- 0.001108786465294747,-0.00460413080895008 +/- 0.0011713130455091266,0.0026678141135972446 +/- 0.003536785299145355,-0.01049913941480205 +/- 0.0038254923874170175,-0.0060240963855421655 +/- 0.003785596806871393,0.0001290877796901846 +/- 0.0013339070567986182,0.0003872633390705871 +/- 0.0003574278770618969,0.0 +/- 0.0,0.001075731497418264 +/- 0.0006160852436865777,-0.017082616179001708 +/- 0.004928869776780726,0.002753872633390708 +/- 0.002695431973040616,0.004647160068846812 +/- 0.0009774368925645894,0.008304647160068845 +/- 0.004484342581477715,0.0449655765920826 +/- 0.004792501534278758,0.006712564543889854 +/- 0.0027022923353024935,-0.004991394148020634 +/- 0.0030316548973852828,-0.01510327022375214 +/- 0.003147024871467584
