,scl_pct_5,scl_rms,scl_entropy,scl_lineintegral,scr_pct_95,scl_max,scl_mean,scr_lineintegral,scl_min,scl_energy,scl_pct_95,scl_svd_entropy,scr_kurtosis,scr_sum,scl_iqr,scr_mean,scl_kurtosis,scl_n_below_mean,scr_max,scr_perm_entropy,scr_skewness,scr_entropy,scl_perm_entropy,scl_n_sign_changes,scr_ptp,scr_rms,scr_n_sign_changes,scr_n_below_mean,scl_peaks,scr_peaks,scr_min,scl_iqr_5_95,scr_svd_entropy,scr_std,scl_ptp,scl_sum,scl_skewness,scr_n_above_mean,scl_n_above_mean,scl_std,scr_energy,scr_iqr,scr_iqr_5_95,scr_pct_5
0,0.002409638554216875 +/- 0.0027474106628894864,-0.0016867469879518037 +/- 0.0005251685474145297,0.11156626506024099 +/- 0.004602031145731165,0.0013855421686747138 +/- 0.00038573037574896567,0.005722891566265054 +/- 0.004437024055016925,0.008493975903614458 +/- 0.0009880252690877569,0.01765060240963855 +/- 0.0017260902146860866,0.028072289156626507 +/- 0.0013524062843761247,0.09638554216867472 +/- 0.005168098937235463,0.006626506024096379 +/- 0.002454403468369085,0.007469879518072297 +/- 0.0023823758955765096,0.1056024096385542 +/- 0.007214091225363579,0.004638554216867474 +/- 0.0015011970836598713,0.0419277108433735 +/- 0.0023823758955765282,0.02349397590361446 +/- 0.0008082173412649761,0.0 +/- 0.0,0.0001807228915662651 +/- 0.0008955463100794232,0.0028313253012048345 +/- 0.0013211874818952602,0.0005421686746987953 +/- 0.0005003990278866445,0.011686746987951802 +/- 0.00269675051633729,0.0 +/- 0.0,0.00186746987951808 +/- 0.0011881375255009818,-0.0011445783132530197 +/- 0.0004216867469879688,0.0 +/- 0.0,-0.022289156626506025 +/- 0.0024837985696491943,-0.0006024096385542132 +/- 0.0004666244995430767,0.0 +/- 0.0,0.00042168674698793706 +/- 0.00038573037574896567,0.0 +/- 0.0,0.0 +/- 0.0,-0.0012048192771084599 +/- 0.00026940578042166974,-0.03487951807228915 +/- 0.0015108356872270306,0.024457831325301216 +/- 0.0029902828062628646,0.0007831325301204895 +/- 0.00047049696842813265,0.0 +/- 0.0,0.028072289156626507 +/- 0.002141733594533886,0.0 +/- 0.0,0.00036144578313250796 +/- 0.0002951192461184371,0.005602409638554217 +/- 0.0016398382637127832,0.002048192771084334 +/- 0.00086041306367986,0.0 +/- 0.0,0.014457831325301197 +/- 0.0024983664281117623,0.000120481927710836 +/- 0.000240963855421672,0.0 +/- 0.0
