,scl_pct_5,scl_rms,scl_entropy,scl_lineintegral,scr_pct_95,scl_max,scl_mean,scr_lineintegral,scl_min,scl_energy,scl_pct_95,scl_svd_entropy,scr_kurtosis,scr_sum,scl_iqr,scr_mean,scl_kurtosis,scl_n_below_mean,scr_max,scr_perm_entropy,scr_skewness,scr_entropy,scl_perm_entropy,scl_n_sign_changes,scr_ptp,scr_rms,scr_n_sign_changes,scr_n_below_mean,scl_peaks,scr_peaks,scr_min,scl_iqr_5_95,scr_svd_entropy,scr_std,scl_ptp,scl_sum,scl_skewness,scr_n_above_mean,scl_n_above_mean,scl_std,scr_energy,scr_iqr,scr_iqr_5_95,scr_pct_5
0,0.063121325494388 +/- 0.004686635123236326,-0.0031533939070016335 +/- 0.0013615969217377782,-0.027365045430251256 +/- 0.0034206306787814,-0.004436130411544681 +/- 0.0016220193378400298,-0.00026723677177982187 +/- 0.0005476724086563133,-0.002886157135221856 +/- 0.001959412376250481,-0.014484233030465032 +/- 0.0031388662447944457,0.01635489043292352 +/- 0.0028603074634440547,0.05376803848209509 +/- 0.0040436729704709275,0.0 +/- 0.0,-0.05301977552111174 +/- 0.004267763715163475,0.01667557455905928 +/- 0.0053490095149959695,-0.030892570817744568 +/- 0.0013689202004132286,0.0018706574024585309 +/- 0.0011770558816432699,0.00582576162479953 +/- 0.002006234567517197,-0.03356493853554252 +/- 0.0021485570542214443,0.015446285408872218 +/- 0.0015201991077849108,-0.00016034206306790865 +/- 0.0007190606118158043,0.004596472474612456 +/- 0.0009007108255666851,5.344735435593995e-05 +/- 0.0002878228117121373,0.0 +/- 0.0,0.0 +/- 0.0,0.009887760555852432 +/- 0.0024521795290121827,0.0 +/- 0.0,-0.00026723677177981076 +/- 0.00026723677177981076,0.0 +/- 0.0,0.0 +/- 0.0,-0.000694815606627508 +/- 0.0015126639976573923,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.012827365045430217 +/- 0.0013521229973996322,-0.004596472474612545 +/- 0.0028099282582779075,-0.015873864243719983 +/- 0.00204291981332082,0.0033137359700694314 +/- 0.0017036213202040807,0.03404596472474607 +/- 0.0038545141062753248,-0.0020844468198824573 +/- 0.0021170820224840478,-0.00037413148049175726 +/- 0.0009575880741405002,0.0022447888829502547 +/- 0.0004659432328744541,0.001389631213254905 +/- 0.0010742785271107263,0.0 +/- 0.0,0.002832709780865794 +/- 0.0008634684351364847,0.0 +/- 0.0,0.0 +/- 0.0
