,scl_max,scl_energy,scl_pct_95,scl_min,scl_pct_5,scl_ptp,scl_rms,scl_kurtosis,scr_skewness,scr_svd_entropy,scl_sum,scl_iqr_5_95,scl_std,scl_lineintegral,scl_mean,scl_n_sign_changes,scl_iqr,scr_rms,scl_n_below_mean,scl_n_above_mean,scr_ptp,scr_n_sign_changes,scl_peaks,scl_perm_entropy,scr_peaks,scr_kurtosis,scr_n_below_mean,scr_entropy,scr_min,scl_skewness,scr_n_above_mean,scr_iqr,scr_std,scr_perm_entropy,scr_energy,scr_pct_5,scr_iqr_5_95,scr_pct_95,scl_entropy,scr_max,scr_lineintegral,scr_sum,scr_mean,scl_svd_entropy
0,-4.4408920985006264e-17 +/- 0.0012975403437195112,0.0017196456487753476 +/- 0.0013992414363832692,-0.005575820739968785 +/- 0.0018357389217101264,0.0026055237102657115 +/- 0.0011883016415832552,0.0019801980198019264 +/- 0.0019047073353306038,0.0028139656070869656 +/- 0.000937988535695686,-0.002188639916623303 +/- 0.0012506513809275653,0.00010422094841060492 +/- 0.0007295466388744248,0.0017196456487753476 +/- 0.0013598737207607908,0.0026055237102657115 +/- 0.0009608696672530414,-0.007608129233976091 +/- 0.00166753517457009,0.0031787389265241716 +/- 0.0012430287068136113,0.00703491401771752 +/- 0.0014967594180661794,0.0028660760812922793 +/- 0.0014413045008795499,-0.005054715997915615 +/- 0.0018650891264380659,-0.0007295466388744897 +/- 0.0004168837936425279,0.00453361125586238 +/- 0.0008089721050682588,-0.007920792079207973 +/- 0.0016772774298521034,0.00010422094841059382 +/- 0.0006913235623461127,0.0005211047420531134 +/- 0.0007729232399265979,-0.002501302761855173 +/- 0.000955200770183586,0.0 +/- 0.0,0.0 +/- 0.0,0.0015112037519541045 +/- 0.0010010095212245112,0.0 +/- 0.0,-5.2110474205346866e-05 +/- 0.0006774361646691165,0.00203230849400724 +/- 0.0009451983922468443,0.0018238665971859747 +/- 0.0005826128133141523,0.0 +/- 0.0,0.0002605523710265345 +/- 0.0007816571130797441,0.0018238665971859747 +/- 0.0013027618551328746,0.0058884835852005876 +/- 0.0010943199583116313,-0.006305367378843174 +/- 0.0012859783928351406,0.006201146430432458 +/- 0.0009160185425350251,-0.003126628452318958 +/- 0.0006591511537610185,0.016623241271495538 +/- 0.0010010095212245375,-0.005158936946326275 +/- 0.0014261523901411225,-0.004742053152683756 +/- 0.0013478392033744147,-0.004846274101094361 +/- 0.0013397561367568876,-0.010213652944241846 +/- 0.0014958520160924752,0.0033350703491401234 +/- 0.0015667844062921407,0.00703491401771752 +/- 0.0008797260560778738,0.003491401771756075 +/- 0.0012775039783357255,0.0024491922876497597 +/- 0.0014931265015002099
