,scr_rms,scl_lineintegral,scr_iqr_5_95,scl_pct_95,scr_pct_95,scl_entropy,scl_std,scr_peaks,scl_sum,scr_max,scr_ptp,scl_n_above_mean,scl_n_below_mean,scr_iqr,scl_perm_entropy,scr_kurtosis,scl_iqr_5_95,scl_min,scr_energy,scr_n_above_mean,scr_n_below_mean,scr_pct_5,scl_peaks,scr_min,scl_n_sign_changes,scr_n_sign_changes,scr_skewness,scl_energy,scl_kurtosis,scr_entropy,scl_pct_5,scl_skewness,scr_perm_entropy,scl_iqr,scl_rms,scl_mean,scl_max,scl_ptp,scr_mean,scr_sum,scl_svd_entropy,scr_lineintegral,scr_std,scr_svd_entropy
0,0.09086538461538461 +/- 0.004910173189657267,0.0740384615384615 +/- 0.00415294694990956,0.05667735042735043 +/- 0.003373853135606461,-0.006677350427350404 +/- 0.0006861769539885194,0.052457264957264924 +/- 0.003282540917892598,0.01522435897435892 +/- 0.0028190758123843407,0.0077991452991452714 +/- 0.0008679528210081123,0.011164529914529875 +/- 0.0024180492089222725,-0.0033653846153846034 +/- 0.0011469503500846053,0.024252136752136777 +/- 0.0027571555343085244,0.02414529914529917 +/- 0.0024688504291220732,0.0005341880341880323 +/- 0.0016722730600959906,0.0005341880341880323 +/- 0.0016722730600959906,0.017094017094017033 +/- 0.001969988131900183,0.00010683760683760646 +/- 0.00021367521367521292,0.0 +/- 0.00023889615144228436,0.053365384615384606 +/- 0.0033823004526232657,-0.005074786324786307 +/- 0.001223978551003158,0.011378205128205088 +/- 0.003205573330913984,-0.00042735042735042583 +/- 0.00039974972080918043,-0.00042735042735042583 +/- 0.00039974972080918043,-5.341880341880323e-05 +/- 0.00028766906021017544,-0.00021367521367521292 +/- 0.0002616976220922189,0.00048076923076922906 +/- 0.0001602564102564097,-0.0014957264957264904 +/- 0.0007086805107596984,-0.00026709401709401615 +/- 0.000547379848608951,-0.0003205128205128194 +/- 0.0006840944698111994,-0.0010683760683760646 +/- 0.0007554559628061378,-0.0017094017094017033 +/- 0.0016167463622245193,0.0 +/- 0.00023889615144228436,0.021474358974358974 +/- 0.0030946043499915383,-0.005074786324786307 +/- 0.001659425701603527,-0.0038461538461538325 +/- 0.0013041191897151345,-0.0038995726495726357 +/- 0.0018512525054661744,0.0025106837606837518 +/- 0.0025624326827374815,0.027243589743589758 +/- 0.0026709401709401615,-0.0016025641025640969 +/- 0.0011205222736860553,0.04567307692307687 +/- 0.0042146724994816896,0.05838675213675214 +/- 0.003519565472228462,0.05838675213675214 +/- 0.003519565472228462,0.18114316239316236 +/- 0.007932107736957763,0.12280982905982907 +/- 0.004078412819791949,0.07922008547008544 +/- 0.006607756995881377,0.010149572649572614 +/- 0.0027447078159540776
