,scr_rms,scl_lineintegral,scr_iqr_5_95,scl_pct_95,scr_pct_95,scl_entropy,scl_std,scr_peaks,scl_sum,scr_max,scr_ptp,scl_n_above_mean,scl_n_below_mean,scr_iqr,scl_perm_entropy,scr_kurtosis,scl_iqr_5_95,scl_min,scr_energy,scr_n_above_mean,scr_n_below_mean,scr_pct_5,scl_peaks,scr_min,scl_n_sign_changes,scr_n_sign_changes,scr_skewness,scl_energy,scl_kurtosis,scr_entropy,scl_pct_5,scl_skewness,scr_perm_entropy,scl_iqr,scl_rms,scl_mean,scl_max,scl_ptp,scr_mean,scr_sum,scl_svd_entropy,scr_lineintegral,scr_std,scr_svd_entropy
0,0.001977552111170522 +/- 0.0013319012073091398,0.0009620523784073076 +/- 0.0006232979043127105,0.0016034206306788424 +/- 0.0006323976251309002,0.001068947087119243 +/- 0.0010689470871191762,0.0016034206306788311 +/- 0.000676061498699805,0.006734366648850932 +/- 0.0017269368702729645,0.001068947087119232 +/- 0.00047804767022977863,0.0 +/- 0.0,0.0012827365045430805 +/- 0.0005450582056219013,0.0016568679850347933 +/- 0.0005042213325524469,0.0017103153393907445 +/- 0.0005236749850952608,0.001977552111170533 +/- 0.002138562161811059,0.001977552111170533 +/- 0.002138562161811059,0.00016034206306788645 +/- 0.0002449265470313243,0.000641368252271557 +/- 0.0010635889226153056,-0.00812399786210578 +/- 0.0015453588770498099,0.00010689470871192431 +/- 0.00021378941742384862,0.0021378941742384305 +/- 0.0009257353327465907,0.0 +/- 0.0,0.0010154997327632698 +/- 0.0006524081034598599,0.0010154997327632698 +/- 0.0006524081034598599,0.0 +/- 0.0,0.0 +/- 0.0,0.00016034206306788645 +/- 0.0002449265470313243,0.0001068947087119465 +/- 0.0007855124776429294,0.00048102618920365937 +/- 0.0013824176543428615,0.0005879208979155837 +/- 0.0009984789787423384,0.0 +/- 0.0,0.008979155531801208 +/- 0.0022650582683502985,0.0003206841261357951 +/- 0.0005951645497413161,0.00048102618920368154 +/- 0.00136159692173778,0.0021378941742384084 +/- 0.003032872465870897,-0.001496525921966818 +/- 0.0019681403142193347,0.0003206841261357729 +/- 0.0002618374925476542,0.0025120256547301323 +/- 0.0012431537519629135,0.0026723677177980187 +/- 0.001095344817312643,0.002886157135221834 +/- 0.0012693043385395887,-0.00048102618920358163 +/- 0.0007726794385249006,-0.0009620523784072188 +/- 0.0007855124776429038,-0.0009620523784072188 +/- 0.0007855124776429038,0.11058257616247999 +/- 0.005886250095903574,-0.008605024051309418 +/- 0.001520199107784899,-0.014965259219668592 +/- 0.0016560057065558096,0.02266167824692682 +/- 0.0020727653051486328
