,scl_max,scl_energy,scl_pct_95,scl_min,scl_pct_5,scl_ptp,scl_rms,scl_kurtosis,scr_skewness,scr_svd_entropy,scl_sum,scl_iqr_5_95,scl_std,scl_lineintegral,scl_mean,scl_n_sign_changes,scl_iqr,scr_rms,scl_n_below_mean,scl_n_above_mean,scr_ptp,scr_n_sign_changes,scl_peaks,scl_perm_entropy,scr_peaks,scr_kurtosis,scr_n_below_mean,scr_entropy,scr_min,scl_skewness,scr_n_above_mean,scr_iqr,scr_std,scr_perm_entropy,scr_energy,scr_pct_5,scr_iqr_5_95,scr_pct_95,scl_entropy,scr_max,scr_lineintegral,scr_sum,scr_mean,scl_svd_entropy
0,0.021414538310412557 +/- 0.0012464221552504586,0.01777996070726916 +/- 0.0015026580098996454,0.016944990176817287 +/- 0.0012854864762575928,0.010461689587426316 +/- 0.001702133934298972,0.009479371316306462 +/- 0.0016297308470566904,0.006728880157170924 +/- 0.0006963382553417372,0.006286836935167006 +/- 0.0012957667935434994,0.005157170923379184 +/- 0.0007687856504174054,0.004567779960707263 +/- 0.001007774289228062,0.0040275049115913505 +/- 0.0013504643501834666,0.0037328094302554017 +/- 0.0007350996830597015,0.0035854616895874213 +/- 0.0006963382553417467,0.0034381139489194413 +/- 0.001182867836816545,0.0034381139489194413 +/- 0.0006212726247875021,0.003339882121807458 +/- 0.0009003095667889713,0.0032416502946954638 +/- 0.0003257981130015222,0.0026031434184675905 +/- 0.0017441336841419288,0.0006385068762279067 +/- 0.0008233327413674108,0.00034381139489194636 +/- 0.0007301605475107392,0.00019646365422397726 +/- 0.0006289905930680746,4.911591355599709e-05 +/- 0.0008908819816904353,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0004393060859528517,0.0 +/- 0.0,-9.823182711198309e-05 +/- 0.0008450221283932008,-0.00014734774066796908 +/- 0.0005832191594812607,-0.00014734774066799128 +/- 0.00022507739169726432,-0.00014734774066799128 +/- 0.00022507739169726432,-0.00039292730844794346 +/- 0.0007545329811265962,-0.0004911591355599376 +/- 0.0006212726247875197,-0.0006385068762279067 +/- 0.0010545633867182606,-0.001031434184675839 +/- 0.0010636742547989876,-0.0012278978388998052 +/- 0.00054913260744101,-0.0018172888015717038 +/- 0.00038360754793254146,-0.002259332023575633 +/- 0.0007672150958650829,-0.0025540275049115934 +/- 0.0008731035773394407,-0.0029469548133595146 +/- 0.001030264094469695,-0.0031434184675835143 +/- 0.0013926765106834747,-0.003290766208251472 +/- 0.0009835454024804083,-0.005009823182711215 +/- 0.0005289945783039889,-0.005157170923379184 +/- 0.0005914339184082795,-0.005255402750491178 +/- 0.0010545633867182747,-0.006630648330058964 +/- 0.0016178456868369958
