,accy_pct_95,accy_max,accz_lineintegral,accz_perm_entropy,accy_iqr_5_95,accy_rms,accz_n_sign_changes,accy_iqr,accx_peaks,accx_min,accx_perm_entropy,accz_pct_5,accy_std,accy_peaks,accx_lineintegral,accx_iqr,accx_pct_95,accx_iqr_5_95,accy_perm_entropy,accz_min,accy_svd_entropy,accx_entropy,accy_lineintegral,accz_ptp,accz_iqr,accy_entropy,accx_svd_entropy,accy_skewness,accz_svd_entropy,accy_energy,accx_n_sign_changes,accz_entropy,accy_kurtosis,accz_skewness,accz_kurtosis,accx_ptp,accz_n_below_mean,accy_min,accy_n_sign_changes,accx_n_above_mean,accx_n_below_mean,accz_n_above_mean,accy_sum,accx_std,accx_skewness,accz_peaks,accy_ptp,accz_iqr_5_95,accx_sum,accy_mean,accy_n_above_mean,accx_energy,accy_pct_5,accy_n_below_mean,accx_kurtosis,accz_std,accx_max,accz_energy,accz_rms,accz_mean,accx_rms,accz_sum,accx_pct_5,accz_pct_95,accz_max,accx_mean
0,0.004063911080236182 +/- 0.0015845077774167694,0.005001736714136828 +/- 0.0018327066284505584,0.002222994095171904 +/- 0.001433815035814539,0.008787773532476551 +/- 0.0011206853633137796,0.005244876693296252 +/- 0.0015799326732260132,-0.0010072941993747974 +/- 0.00045154567558179843,-0.0010767627648489264 +/- 0.0008285418855072383,0.001597777005904788 +/- 0.0013199027440083347,0.0019451198332754104 +/- 0.0011222990219801117,0.002257728377908974 +/- 0.0008401102203853994,0.010663424800277843 +/- 0.0023865763648908546,0.002327196943383092 +/- 0.0013457013287815666,0.004932268148662711 +/- 0.000833622785689464,-0.0008683570684265618 +/- 0.00038834108674883576,0.0011462313303229887 +/- 0.0007126878960987459,-0.0005557485237929871 +/- 0.00044481585532706323,0.0002084056964223535 +/- 0.0007951040737936549,0.0008683570684264952 +/- 0.0005863821818733793,0.011879124696075005 +/- 0.0021400377632163027,0.005800625217089228 +/- 0.0008372331221391982,-0.0005557485237929982 +/- 0.0007797827134645358,0.0007641542202153184 +/- 0.0005104876157241746,3.4734282737025615e-05 +/- 0.000752219792556724,0.0018061827023271638 +/- 0.00040506786348351316,0.0006946856547411784 +/- 0.0003106728693990448,0.0011462313303229777 +/- 0.000516362235057962,0.0017367141368530349 +/- 0.0005381011943323918,-6.946856547414004e-05 +/- 0.0007084431418676856,0.002222994095171926 +/- 0.0005853525372126738,-0.0017019798541160313 +/- 0.001012073795368782,0.0033344911427578895 +/- 0.0007152226565465125,0.0007294199374782484 +/- 0.0003626365581420758,0.0012851684612712466 +/- 0.000467301981489201,0.0006599513720041417 +/- 0.0005021477004099007,0.000833622785689414 +/- 0.00023040116640188644,0.0018409169850642226 +/- 0.00044072863982108943,0.00013893713094823568 +/- 0.0003183449597051408,0.010142410559221927 +/- 0.0006553651359539135,0.0020145883987495393 +/- 0.0008896317106540996,-6.946856547412894e-05 +/- 0.0003028064566544413,0.00038207711010764813 +/- 0.00028852462184499695,0.00045154567558176596 +/- 0.0003126085446335303,0.002674539770753703 +/- 0.0016369394467451333,0.0028482111844389977 +/- 0.0007735692063674846,0.0001736714136852946 +/- 0.00023300465204928358,-6.946856547415114e-05 +/- 0.0005770492436900367,0.00038207711010764813 +/- 0.0005480977366466945,0.0024313997915942688 +/- 0.0005812157183286623,0.0009378256339006241 +/- 0.0008930156396097547,0.007780479333101775 +/- 0.0013014931570125173,0.00045154567558175485 +/- 0.0005163622350579409,0.0020493226814866095 +/- 0.0007360062556588127,0.011740187565126759 +/- 0.0009423174689996868,-6.946856547412894e-05 +/- 0.00040506786348350936,0.0011809656130600476 +/- 0.0004448158553270615,0.0006946856547412006 +/- 0.0004912169372605353,0.0021882598124348452 +/- 0.000659951372004151,-0.0001736714136853057 +/- 0.0002800367401284665,0.0003820771101076592 +/- 0.0007360062556588059,0.00024313997915939022 +/- 0.0007457766777903233,0.0025356026398054565 +/- 0.0008794017993172786,0.0018409169850642226 +/- 0.0013457013287815707,0.006530045154567543 +/- 0.001657083771014451,0.001667245571378917 +/- 0.0006912034992057185,0.00708579367836053 +/- 0.0013911069395276647,0.0008683570684265063 +/- 0.000418256150704849
