,accy_std,accy_pct_95,accx_perm_entropy,accz_perm_entropy,accz_sum,accy_iqr_5_95,accx_max,accz_iqr,accz_max,accy_perm_entropy,accy_mean,accx_min,accx_lineintegral,accy_pct_5,accy_min,accx_rms,accz_mean,accz_ptp,accz_rms,accz_n_below_mean,accx_peaks,accx_pct_5,accx_kurtosis,accz_svd_entropy,accy_rms,accy_n_below_mean,accz_iqr_5_95,accy_max,accz_lineintegral,accz_pct_95,accz_skewness,accy_skewness,accx_iqr_5_95,accy_svd_entropy,accy_lineintegral,accy_n_sign_changes,accz_min,accz_peaks,accx_iqr,accz_std,accy_iqr,accz_pct_5,accx_std,accx_n_above_mean,accy_n_above_mean,accy_entropy,accz_energy,accz_n_above_mean,accz_entropy,accy_kurtosis,accx_ptp,accy_energy,accx_energy,accx_sum,accx_entropy,accx_n_sign_changes,accx_skewness,accy_ptp,accx_n_below_mean,accy_sum,accz_kurtosis,accy_peaks,accz_n_sign_changes,accx_pct_95,accx_svd_entropy,accx_mean
0,-0.00033500837520936686 +/- 0.00021187790017875637,0.05889447236180909 +/- 0.007111021326055131,0.006097152428810759 +/- 0.0037027140715974794,0.007303182579564527 +/- 0.001481631114740094,0.0191624790619766 +/- 0.0013043834059585965,0.023115577889447257 +/- 0.0019591546421726643,0.0 +/- 0.0,0.0 +/- 0.0,0.009949748743718633 +/- 0.0014835236063976275,0.02623115577889451 +/- 0.002237544988877266,0.032964824120603066 +/- 0.0020824482771082224,0.01564489112227809 +/- 0.0027505391323425013,-0.0027135678391959515 +/- 0.0012212881831529878,-0.00020100502512560015 +/- 0.0007668692222619301,0.0003015075376884835 +/- 0.000929006674965617,0.0005360134003350337 +/- 0.0007668692222619474,0.0016750418760469454 +/- 0.000423755800357583,0.00696817420435516 +/- 0.001057268598864953,0.0 +/- 0.0,0.0009715242881072284 +/- 0.0006258472928733635,-0.0006030150753768449 +/- 0.002025623645940503,0.003517587939698552 +/- 0.0010078129954097955,0.0 +/- 0.0,0.0005695142378559726 +/- 0.0011990304970300528,0.02398659966499166 +/- 0.0013828989909916362,0.0 +/- 0.0,-0.0030150753768843908 +/- 0.000792774510298127,0.1083082077051927 +/- 0.006245997346281821,-0.006164154103852548 +/- 0.0014149890842172935,-0.006097152428810681 +/- 0.001899825377387974,6.700167504187781e-05 +/- 0.00013400335008375563,0.005460636515912942 +/- 0.0020435510887772002,0.0030485762144054295 +/- 0.0009290066749656282,0.031859296482412106 +/- 0.0023709979603645575,-0.002144053601339979 +/- 0.0006030150753769004,-0.007102177554438827 +/- 0.00309515831489477,0.00013400335008375563 +/- 0.00016411991576437138,0.004656616415410442 +/- 0.0032633667770387256,0.00010050251256281673 +/- 0.0001535201237841193,0.008676716917922966 +/- 0.00043551088777218103,0.0011390284757119228 +/- 0.0005841070611109935,0.0011725293132328618 +/- 0.0005243710499999645,0.000737018425460656 +/- 0.00039068354404324656,0.0003350083752093891 +/- 0.00033500837520938903,0.0 +/- 0.0,0.0 +/- 0.0,0.007370184254606405 +/- 0.0018226426142359106,-0.0009045226130652617 +/- 0.00045070767326878486,0.0 +/- 0.0,-6.70016750418223e-05 +/- 0.0020531394902572313,0.0004020100502512669 +/- 0.00020100502512563346,0.0 +/- 0.0,0.020502512562814112 +/- 0.0030254799075043522,0.011658291457286474 +/- 0.0012153003113713169,0.0 +/- 0.0,0.0033500837520938687 +/- 0.0009937954421568654,-0.01098827470686763 +/- 0.0009088549391122877,0.001809045226130701 +/- 0.0008368506530517338,0.0 +/- 0.0,0.0342378559463987 +/- 0.004041817388772053,0.0019430485762144457 +/- 0.0008448589757399274,0.0006365159128978393 +/- 0.0005286342994324931,0.0 +/- 0.0,0.00010050251256281673 +/- 0.0001535201237841193,0.0017755443886097622 +/- 0.0006365159128978393,0.003484087102177613 +/- 0.0011720506321296988
