,accz_energy,accx_mean,accy_perm_entropy,accx_energy,accx_sum,accz_rms,accz_perm_entropy,accy_energy,accy_peaks,accy_rms,accy_pct_95,accx_max,accx_n_above_mean,accx_lineintegral,accz_lineintegral,accz_svd_entropy,accy_pct_5,accx_n_below_mean,accz_peaks,accy_min,accx_std,accz_n_sign_changes,accy_svd_entropy,accx_min,accy_lineintegral,accz_min,accz_ptp,accz_std,accx_ptp,accz_iqr,accx_iqr_5_95,accx_pct_5,accy_ptp,accx_pct_95,accx_peaks,accz_n_below_mean,accy_skewness,accx_perm_entropy,accz_iqr_5_95,accz_pct_5,accy_n_above_mean,accy_n_below_mean,accz_pct_95,accy_max,accy_kurtosis,accy_sum,accy_mean,accy_std,accz_skewness,accx_kurtosis,accz_kurtosis,accy_n_sign_changes,accz_max,accx_n_sign_changes,accy_iqr,accz_sum,accz_mean,accx_svd_entropy,accz_entropy,accz_n_above_mean,accx_iqr,accy_iqr_5_95,accx_skewness,accy_entropy,accx_rms,accx_entropy
0,0.3776099362202081 +/- 0.006921017399518218,0.3672037596508896 +/- 0.003388404718982884,0.24337025847599864 +/- 0.005410645373201425,0.1705270224907687 +/- 0.005487161259940265,0.1474655924806982 +/- 0.006448349446169267,0.18224236320913056 +/- 0.00780555279416615,0.1627056059080228 +/- 0.007299158988765444,0.09909365558912386 +/- 0.006715004901000315,-0.027962403491104404 +/- 0.0039776678624040595,0.017858341725411186 +/- 0.003151848162284108,0.0015777106411547393 +/- 0.002796665461677213,0.019536757301107745 +/- 0.003205026723673709,0.009600537092984206 +/- 0.0049179581260322,0.07710641154749917 +/- 0.002444040503426309,0.033736153071500484 +/- 0.0019986539975299362,-0.007552870090634456 +/- 0.004963685281733989,0.006445115810674695 +/- 0.0034193572549840704,0.009835515273581707 +/- 0.0041332666192789545,-0.019906008727761004 +/- 0.002685674714866694,0.0010741859684457844 +/- 0.0005576786749189442,-0.00939912722390066 +/- 0.0016716884320898025,0.03642161799261494 +/- 0.002508655843106197,-0.006512252433702603 +/- 0.003306776866337639,-0.011446794226250435 +/- 0.0017146146746051727,0.10540449815374284 +/- 0.004639232951018882,0.031755622692178576 +/- 0.0028649329699028947,0.023967774420946608 +/- 0.00172607722486503,0.004028197381671683 +/- 0.0012379381614357708,0.0018462571332661826 +/- 0.0019930080710033344,-0.0017119838872104998 +/- 0.0008938252403957236,-0.0006042296072507836 +/- 0.0008727760993621979,0.002148371936891558 +/- 0.0008385361528564267,0.001309164149043296 +/- 0.0007269690442331955,3.3568311513931805e-05 +/- 0.000627107811086604,-0.017287680429674424 +/- 0.0014955803564917986,0.000973481033903989 +/- 0.0012510671469341472,-0.001980530379321965 +/- 0.0007865306823672295,0.006143001007049331 +/- 0.0018204426804909247,-0.007620006713662308 +/- 0.0013598273984913912,-0.009063444108761342 +/- 0.0017312919715646335,-0.004263175562269228 +/- 0.002064109988538862,-0.0017119838872104998 +/- 0.0006952774480432239,-0.001980530379321943 +/- 0.0012237479780838054,0.0006377979187647042 +/- 0.0006448262071936586,3.3568311513931805e-05 +/- 0.00018077088979975348,0.00016784155756965902 +/- 0.00043119276866953655,0.00016784155756965902 +/- 0.00043119276866953655,0.003692514266532376 +/- 0.0021283474298955914,-0.0005370929842229089 +/- 0.0003076586569289003,-0.00033568311513931803 +/- 0.0005814202106642922,-0.0037932192010741938 +/- 0.0013680888803165488,-0.000503524672708977 +/- 0.00045657839908478786,-0.0007385028533064997 +/- 0.000577531068616507,-0.001779120510238341 +/- 0.000973481033903981,-0.0012084592145015448 +/- 0.0005657032408980596,0.004061765693185648 +/- 0.0022937254522801542,0.004061765693185648 +/- 0.0022937254522801542,0.005807317891910024 +/- 0.0013347361767083597,-0.011278952668680786 +/- 0.0017964535965437677,-0.0002349781805975226 +/- 0.00015382932846445016,-0.0032225579053373754 +/- 0.001480054225246628,-0.008794897616649899 +/- 0.001199098428968912,-0.0009399127223900905 +/- 0.000668000964824873,-0.002752601544142352 +/- 0.0009229759707866525,0.06629741524001342 +/- 0.0030443701153435704,0.0032896945283651946 +/- 0.0027138479934753455
