,bvp_perm_entropy,bvp_peaks,bvp_n_above_mean,bvp_n_below_mean,bvp_max,bvp_svd_entropy,bvp_iqr,bvp_pct_95,bvp_lineintegral,bvp_ptp,bvp_entropy,bvp_n_sign_changes,bvp_pct_5,bvp_iqr_5_95,bvp_mean,bvp_sum,bvp_skewness,bvp_kurtosis,bvp_std,bvp_energy,bvp_rms,bvp_min
0,-0.016035767511177357 +/- 0.005623517805203058,-0.02918032786885246 +/- 0.005240225217713013,0.0036661698956781063 +/- 0.0025046127163690776,0.015797317436661695 +/- 0.004571156962785285,-0.030819672131147537 +/- 0.0028345736937034033,-0.0007451564828614088 +/- 0.003292883510873543,-0.0477496274217586 +/- 0.002959087605601396,0.005871833084947831 +/- 0.002103612517268997,-0.023904619970193754 +/- 0.002439019081428179,-0.016900149031296587 +/- 0.0021371316566609054,0.0 +/- 0.0,-0.0524888226527571 +/- 0.0023066655635106768,-0.00518628912071537 +/- 0.00204428354092188,-0.005543964232488818 +/- 0.0025157612931158272,0.0005663189269746738 +/- 0.00020864381520116889,-0.00011922503725781963 +/- 0.0009992879054688455,0.0018479880774962543 +/- 0.0017420732275651041,-0.018122205663189273 +/- 0.001711201203506091,-0.006795827123695986 +/- 0.001669150521609548,-0.004500745156482855 +/- 0.0017093831247618086,-0.005007451564828613 +/- 0.0023650473233832927,-0.00518628912071537 +/- 0.002436832600413688
