,bvp_rms,bvp_std,bvp_pct_95,bvp_energy,bvp_iqr,bvp_perm_entropy,bvp_svd_entropy,bvp_pct_5,bvp_n_above_mean,bvp_n_below_mean,bvp_peaks,bvp_n_sign_changes,bvp_skewness,bvp_lineintegral,bvp_min,bvp_kurtosis,bvp_iqr_5_95,bvp_entropy,bvp_mean,bvp_sum,bvp_max,bvp_ptp
0,0.26836917562724016 +/- 0.0075624149413743,0.2126941457586619 +/- 0.0071814522821774815,0.006989247311827951 +/- 0.0033023357135209637,0.055585424133811234 +/- 0.004054762634252046,0.07147550776583035 +/- 0.004450418160095577,0.050149342891278384 +/- 0.004308639472225911,-0.007855436081242539 +/- 0.003804112595199616,-0.0021505376344086004 +/- 0.0010067084555766257,0.03614097968936678 +/- 0.005102196663938863,0.03614097968936678 +/- 0.005102196663938863,-0.026164874551971307 +/- 0.002467368748872572,0.03345280764635604 +/- 0.002065040145453248,0.01630824372759857 +/- 0.002930166898071876,-0.02350657108721623 +/- 0.002665007052412708,-0.00011947431302269384 +/- 0.0021793830760997407,-0.009199522102747904 +/- 0.001251632427703507,-0.008124253285543592 +/- 0.0015335122643958617,0.0 +/- 0.0,0.00077658303464756 +/- 0.0009742835382497128,0.00077658303464756 +/- 0.0009742835382497128,0.002090800477897281 +/- 0.0012881635993338065,0.0005077658303464961 +/- 0.001963390493374509
