,bvp_rms,bvp_std,bvp_pct_95,bvp_energy,bvp_iqr,bvp_perm_entropy,bvp_svd_entropy,bvp_pct_5,bvp_n_above_mean,bvp_n_below_mean,bvp_peaks,bvp_n_sign_changes,bvp_skewness,bvp_lineintegral,bvp_min,bvp_kurtosis,bvp_iqr_5_95,bvp_entropy,bvp_mean,bvp_sum,bvp_max,bvp_ptp
0,0.35293175264338356 +/- 0.005796235986903407,0.07260493431592435 +/- 0.005216292579293482,0.027427106696571592 +/- 0.005259412887839329,-0.00394104453700741 +/- 0.003277123681794793,-0.019929509772508826 +/- 0.002223563162178472,-0.037616148670298014 +/- 0.003391507496930276,0.019737263697532804 +/- 0.003053829556537985,0.00618391541172697 +/- 0.0011011112000922309,-0.02598526113425187 +/- 0.003995374220898266,-0.02598526113425187 +/- 0.003995374220898266,0.007785966036526726 +/- 0.0033849930816795258,0.022749118872156325 +/- 0.002998874452239045,-0.0019865427747517094 +/- 0.0022917724757766924,0.01608458827298941 +/- 0.0019267281484617678,0.022140339634732442 +/- 0.004144204919342818,0.018327459147709047 +/- 0.002172182154011942,0.014642742710669631 +/- 0.0028945291012032782,0.0 +/- 0.0,-0.0002242870874720082 +/- 0.0004974102754328634,-0.0002242870874720082 +/- 0.0004974102754328634,0.004870233899391197 +/- 0.001098777840402589,0.010381288048702308 +/- 0.0024071310440234393
