,bvp_pct_5,bvp_n_sign_changes,bvp_perm_entropy,bvp_n_above_mean,bvp_ptp,bvp_rms,bvp_max,bvp_kurtosis,bvp_lineintegral,bvp_n_below_mean,bvp_std,bvp_iqr_5_95,bvp_skewness,bvp_sum,bvp_entropy,bvp_mean,bvp_pct_95,bvp_peaks,bvp_energy,bvp_min,bvp_iqr,bvp_svd_entropy
0,-0.003315412186379951 +/- 0.0006998431609235637,-0.007228195937873383 +/- 0.0059329553251781,0.007706093189964125 +/- 0.00531089863103771,0.06305256869772995 +/- 0.005983340513823377,-0.013082437275985691 +/- 0.0026473739314408985,0.0014038231780166832 +/- 0.0005351395718987057,-0.00379330943847076 +/- 0.003175213907635337,-0.013530465949820814 +/- 0.0032666175866591773,-0.00725806451612907 +/- 0.0023215014996204333,-0.001941457586618911 +/- 0.0004062565862823962,-0.0013142174432497432 +/- 0.0005207764568148935,-0.0001493428912783923 +/- 0.0014829380629995809,0.00675029868578253 +/- 0.003203605179878606,-0.0002688172043010861 +/- 0.0006869772998805535,0.0 +/- 0.0,0.002031063321385884 +/- 0.00067848367333337,0.015681003584229358 +/- 0.0016589837606928127,0.05361409796893666 +/- 0.005452549660552182,-0.004599761051373985 +/- 0.0007461168456867699,0.022879330943847052 +/- 0.003771492023336826,0.007945041816009524 +/- 0.0022159183979679224,0.024313022700119435 +/- 0.003524492234169652
