,bvp_perm_entropy,bvp_peaks,bvp_n_above_mean,bvp_n_below_mean,bvp_max,bvp_svd_entropy,bvp_iqr,bvp_pct_95,bvp_lineintegral,bvp_ptp,bvp_entropy,bvp_n_sign_changes,bvp_pct_5,bvp_iqr_5_95,bvp_mean,bvp_sum,bvp_skewness,bvp_kurtosis,bvp_std,bvp_energy,bvp_rms,bvp_min
0,-0.029137670196671774 +/- 0.0017278416381566564,-0.00172465960665662 +/- 0.003822597619190757,0.04284417549167922 +/- 0.005792018940950822,0.05413010590015126 +/- 0.0053521019533936285,-0.024296520423600653 +/- 0.004451098434843941,-0.0011800302571860933 +/- 0.0016486696188593537,-0.037791225416036356 +/- 0.0027844832042683105,-0.005355521936459951 +/- 0.0027699788720510366,-0.009621785173978848 +/- 0.0022835657808306232,0.0023298033282904253 +/- 0.0025244359314512575,0.0 +/- 0.0,-0.011921331316187611 +/- 0.0024773966100403878,-0.009863842662632405 +/- 0.002473698449133981,-0.0010590015128593255 +/- 0.00176557875472256,0.002057488653555162 +/- 0.0006873111462390306,0.0002420574886535576 +/- 0.0009832421669756176,-0.00865355521936464 +/- 0.0021274911747348633,-0.005355521936459962 +/- 0.0016740182987743648,-0.01352496217851743 +/- 0.0019042806629421523,-0.020484114977307143 +/- 0.001612739240089096,-0.007261724659606716 +/- 0.00219859632370166,-0.005264750378214877 +/- 0.0024137574190837307
