,bvp_pct_5,bvp_n_sign_changes,bvp_perm_entropy,bvp_n_above_mean,bvp_ptp,bvp_rms,bvp_max,bvp_kurtosis,bvp_lineintegral,bvp_n_below_mean,bvp_std,bvp_iqr_5_95,bvp_skewness,bvp_sum,bvp_entropy,bvp_mean,bvp_pct_95,bvp_peaks,bvp_energy,bvp_min,bvp_iqr,bvp_svd_entropy
0,0.048608475648323865 +/- 0.002973643010225547,-0.005692599620493344 +/- 0.003259120310686449,0.017678684376976617 +/- 0.005262495894758503,0.08804554079696399 +/- 0.002797387019291081,0.007874762808349168 +/- 0.002666504933362601,-0.008127767235926609 +/- 0.0011230411704341986,0.012333965844402306 +/- 0.004512601892912569,0.022011385199241017 +/- 0.0031057517260445035,0.038488298545224564 +/- 0.0026042639944389985,0.05338393421884885 +/- 0.0036494299144216695,-0.006704617330803275 +/- 0.0013986935096455514,0.009519291587602818 +/- 0.0015327793568693875,-0.006261859582542673 +/- 0.006102666613046051,-0.001960784313725461 +/- 0.0004647988126723331,0.0 +/- 0.0,-0.003320683111954448 +/- 0.0006205381679427171,-0.002877925363693845 +/- 0.002414544212096932,0.017204301075268824 +/- 0.0049343971827557394,-0.010151802656546449 +/- 0.0018247149572108256,0.03251106894370655 +/- 0.0036712895283824215,-0.0085705249841872 +/- 0.00584764949726088,-0.015401644528779235 +/- 0.0038188428709871438
