,bvp_pct_5,bvp_n_sign_changes,bvp_perm_entropy,bvp_n_above_mean,bvp_ptp,bvp_rms,bvp_max,bvp_kurtosis,bvp_lineintegral,bvp_n_below_mean,bvp_std,bvp_iqr_5_95,bvp_skewness,bvp_sum,bvp_entropy,bvp_mean,bvp_pct_95,bvp_peaks,bvp_energy,bvp_min,bvp_iqr,bvp_svd_entropy
0,0.030605871330418567 +/- 0.0026463110761167663,0.014584634603372948 +/- 0.00542017570801146,0.021986258588382303 +/- 0.0030637722594455477,0.004559650218613398 +/- 0.0010282372038197653,0.031074328544659646 +/- 0.002933837324805709,-0.004091193004372185 +/- 0.0014410083691517063,0.024203622735790187 +/- 0.0025800611558179916,0.029419113054341084 +/- 0.0046043516537119505,0.016833229231730206 +/- 0.002791418053661298,0.08151155527795134 +/- 0.005311018530788579,-0.0018738288569642991 +/- 0.0004838205304444027,0.0008119925046846 +/- 0.000949324431828254,-0.027545284197376608 +/- 0.0036173472168820383,-0.0010618363522797436 +/- 0.0007547186741782641,0.0 +/- 0.0,0.001905059337913817 +/- 0.000807777461360253,0.039693941286695865 +/- 0.0022583330655579076,0.013366645846346092 +/- 0.004030547359125958,0.00434103685196755 +/- 0.0013283054539748212,-0.04156777014366016 +/- 0.00423504206941931,0.07089319175515307 +/- 0.0034832838210115628,0.00799500312304815 +/- 0.004701613808009688
