,bvp_rms,bvp_std,bvp_pct_95,bvp_energy,bvp_iqr,bvp_perm_entropy,bvp_svd_entropy,bvp_pct_5,bvp_n_above_mean,bvp_n_below_mean,bvp_peaks,bvp_n_sign_changes,bvp_skewness,bvp_lineintegral,bvp_min,bvp_kurtosis,bvp_iqr_5_95,bvp_entropy,bvp_mean,bvp_sum,bvp_max,bvp_ptp
0,0.4170009256402346 +/- 0.004669669209119195,0.304350509102129 +/- 0.004827943225934862,0.12147485344029625 +/- 0.007296396619831109,0.07414378278309171 +/- 0.00311020628504994,0.06957729095958043 +/- 0.0030049665125986193,0.06929959888923179 +/- 0.003627754015846729,0.04671397716754094 +/- 0.004201677144226893,0.036161678494291936 +/- 0.002817084161805194,0.03511261956186366 +/- 0.002412985473127704,0.03511261956186366 +/- 0.002412985473127704,0.021073742672014874 +/- 0.0034690589877476793,0.018728787411292847 +/- 0.003274231996480048,0.018389385991977848 +/- 0.0029375205764669995,0.006788028386300582 +/- 0.004015851750329886,0.0020981178648565744 +/- 0.003823490546043735,0.0017895711200247356 +/- 0.00166615242209195,0.0013576056772601542 +/- 0.0027011500929638075,0.0 +/- 0.0,-0.0003702560937981714 +/- 0.0006731695226557129,-0.0003702560937981714 +/- 0.0006731695226557129,-0.0035482875655661215 +/- 0.0013746787664267348,-0.010614008022215316 +/- 0.002507405079162021
