,bvp_pct_5,bvp_n_sign_changes,bvp_perm_entropy,bvp_n_above_mean,bvp_ptp,bvp_rms,bvp_max,bvp_kurtosis,bvp_lineintegral,bvp_n_below_mean,bvp_std,bvp_iqr_5_95,bvp_skewness,bvp_sum,bvp_entropy,bvp_mean,bvp_pct_95,bvp_peaks,bvp_energy,bvp_min,bvp_iqr,bvp_svd_entropy
0,0.00458830923947201 +/- 0.0028221174507408824,0.01939032055311125 +/- 0.004697330620477812,-0.04239472030169707 +/- 0.004826747606349555,0.010842237586423609 +/- 0.0013788441840654,0.01555625392834693 +/- 0.002042740414833442,-0.00735386549340038 +/- 0.0007723573681611939,0.006159648020113095 +/- 0.0034259509930638955,0.008988057825267093 +/- 0.004610641089904036,-0.0003456945317410698 +/- 0.003512073995982109,0.027215587680703934 +/- 0.006427063749171204,0.015367693274670014 +/- 0.0011712536237325078,-0.006442489000628537 +/- 0.0012590336658711645,0.012853551225644244 +/- 0.004156064831104911,6.285355122562786e-05 +/- 0.0009407058169136203,0.0 +/- 0.0,0.000125707102451289 +/- 0.0005296134364032964,0.022344437460716505 +/- 0.0024962040782288484,0.007385292269013177 +/- 0.004107781325883605,0.0037712130735386594 +/- 0.0007436932474040938,-0.010119421747328761 +/- 0.0025792940953718634,-0.002294154619736033 +/- 0.0024587309860551448,-0.04220615964802012 +/- 0.0044843487098741195
