,bvp_perm_entropy,bvp_peaks,bvp_n_above_mean,bvp_n_below_mean,bvp_max,bvp_svd_entropy,bvp_iqr,bvp_pct_95,bvp_lineintegral,bvp_ptp,bvp_entropy,bvp_n_sign_changes,bvp_pct_5,bvp_iqr_5_95,bvp_mean,bvp_sum,bvp_skewness,bvp_kurtosis,bvp_std,bvp_energy,bvp_rms,bvp_min
0,0.016436203645505985 +/- 0.003311165405770727,0.04399748585795101 +/- 0.002666650337598564,0.0494028912633564 +/- 0.004121103700260342,0.05021998742928979 +/- 0.0035382697536235287,-0.004839723444374588 +/- 0.0025461507354530718,0.015273412947831567 +/- 0.002576995600251419,-0.001445631678189796 +/- 0.0019484600879949485,-0.006065367693274637 +/- 0.0011422238746314412,-0.003991200502828374 +/- 0.0025221823038634027,0.006725329981143935 +/- 0.0020230643544224924,0.0 +/- 0.0,-0.003551225644248879 +/- 0.001584171359035661,0.003048397234443767 +/- 0.0016985002032522635,0.010245128849780027 +/- 0.0020376574578815157,-3.1426775612808375e-05 +/- 0.0008485229415461798,0.0003142677561282392 +/- 0.0009737230285876602,-0.011250785669390306 +/- 0.0023759972559944356,0.0029541169076053196 +/- 0.0014346589830940698,-0.002451288497800097 +/- 0.0013756171356530179,-0.005625392834695142 +/- 0.0013586402464624587,-0.002514142049025736 +/- 0.001632983162384216,-0.0007856693903205314 +/- 0.002258577449255929
