,bvp_rms,bvp_std,bvp_pct_95,bvp_energy,bvp_iqr,bvp_perm_entropy,bvp_svd_entropy,bvp_pct_5,bvp_n_above_mean,bvp_n_below_mean,bvp_peaks,bvp_n_sign_changes,bvp_skewness,bvp_lineintegral,bvp_min,bvp_kurtosis,bvp_iqr_5_95,bvp_entropy,bvp_mean,bvp_sum,bvp_max,bvp_ptp
0,0.26747328724072916 +/- 0.0050819146541901785,0.19035197988686367 +/- 0.004726674812296246,-0.018573224387177834 +/- 0.006786219074642907,0.06851037083595227 +/- 0.0026029263659143446,0.0975172847265871 +/- 0.0028941654606770067,0.010182275298554411 +/- 0.0020279403903081736,-0.006285355122564373 +/- 0.0027576883681307736,-0.005782526712759228 +/- 0.0012428485187482967,0.001728472658705249 +/- 0.003190243428476799,0.001728472658705249 +/- 0.003190243428476799,-0.013576367064739114 +/- 0.0034734762739530127,0.0056568196103080285 +/- 0.0026851048853920355,-0.003582652419861665 +/- 0.0022230973204057014,0.02014456316781903 +/- 0.0038449988910651215,-0.013387806411062186 +/- 0.003057293904969268,-0.009553739786297876 +/- 0.0008799497171590042,-0.030861093651791283 +/- 0.0049666238253019135,0.0 +/- 0.0,0.00012570710245132232 +/- 0.0010251103978818547,0.00012570710245132232 +/- 0.0010251103978818547,-0.016467630421118762 +/- 0.0024553142658233153,-0.019767441860465064 +/- 0.002829980707693954
