1537389395.000000, 1537389395.000000, 1537389395.000000
32.000000, 32.000000, 32.000000
-20,7,59
-20,7,59
-20,7,59
-21,7,59
-21,7,59
-21,7,59
-21,7,59
-21,7,59
-21,7,59
-21,7,59
-22,7,59
-22,7,58
-21,8,59
-22,7,59
-23,7,58
-22,7,59
-21,7,59
-21,8,59
-21,8,59
-25,8,57
-23,8,58
-22,8,58
-23,8,58
-24,8,58
-23,8,58
-23,8,58
-23,8,58
-23,8,58
-23,8,58
-23,8,59
-23,8,58
-23,8,58
-23,8,58
-23,8,58
-22,8,58
-22,8,58
-22,8,58
-23,8,58
-22,8,58
-22,8,58
-22,8,58
-22,8,58
-22,8,58
-22,8,58
-22,8,58
-22,8,58
-22,8,59
-22,8,58
-22,8,58
-22,8,59
-22,8,58
-22,8,59
-22,8,58
-22,8,59
-22,8,58
-22,8,58
-22,8,59
-22,8,58
-22,8,58
-22,8,59
-22,8,59
-22,8,59
-22,8,59
-22,8,59
-22,8,59
-22,8,59
-21,8,59
-22,8,59
-21,8,59
-22,8,59
-21,8,59
-21,8,59
-21,8,59
-21,8,59
-21,8,59
-20,7,59
-20,8,59
-20,8,59
-20,8,59
-20,8,59
-20,8,59
-20,8,59
-20,8,59
-20,10,59
-20,7,59
-19,7,59
-19,8,59
-19,8,59
-19,7,59
-19,8,59
-19,8,59
-20,8,59
-20,8,59
-20,8,59
-20,8,59
-20,8,59
-20,8,59
-20,8,59
-20,8,59
-20,8,59
-20,8,59
-20,8,59
-20,8,59
-20,8,59
-20,9,59
-20,8,59
-20,8,59
-20,9,59
-20,8,59
-20,8,59
-21,8,59
-21,8,59
-21,9,59
-21,9,59
-21,9,59
-21,8,59
-21,9,59
-21,9,59
-21,9,59
-21,9,59
-21,9,59
-21,9,59
-21,9,59
-21,9,59
-22,9,58
-22,8,59
-22,9,58
-22,8,59
-22,9,58
-22,9,58
-22,8,59
-22,9,58
-23,9,58
-22,9,58
-22,9,58
-22,9,58
-23,9,58
-23,9,58
-23,9,58
-23,9,58
-23,9,58
-23,9,58
-23,9,58
-23,9,58
-23,9,58
-23,9,58
-23,9,58
-23,9,58
-23,9,58
-23,9,58
-23,9,58
-23,9,58
-23,9,58
-23,9,58
-23,9,58
-22,8,58
-22,9,58
-22,9,58
-22,8,58
-22,8,59
-22,8,58
-22,8,58
-22,8,58
-22,8,58
-22,8,59
-22,8,59
-22,8,59
-22,8,58
-22,9,58
-22,8,59
-22,8,58
-22,8,59
-22,8,59
-22,8,58
-21,8,59
-21,8,58
-21,8,59
-21,8,59
-21,8,59
-21,8,59
-20,8,59
-21,8,59
-21,8,59
-21,8,59
-20,8,59
-21,8,59
-21,8,59
-20,8,59
-20,8,59
-20,8,59
-21,8,59
-20,8,59
-20,8,59
-20,8,59
-21,8,59
-21,8,59
-20,8,59
-21,8,59
-20,8,59
-20,8,59
