,bvp_rms,hrv_rms,hrv_mean,hrv_sum,hrv_pct_95,bvp_std,hrv_pct_5,hrv_n_below_mean,hrv_n_above_mean,bvp_min,hrv_iqr_5_95,hrv_max,bvp_lineintegral,scr_rms,scl_iqr_5_95,bvp_perm_entropy,bvp_peaks,scl_lineintegral,bvp_pct_95,hrv_min,hrv_ptp,bvp_iqr_5_95,scr_max,scr_ptp,scl_entropy,bvp_pct_5,bvp_ptp,hrv_lineintegral,bvp_n_below_mean,bvp_n_above_mean,bvp_iqr,hrv_std,scr_iqr,scl_pct_5,hrv_entropy,scl_svd_entropy,scr_energy,hrv_skewness,bvp_kurtosis,scr_peaks,scr_lineintegral,scl_perm_entropy,hrv_kurtosis,hrv_energy,scl_pct_95,scl_energy,hrv_iqr,scl_n_below_mean,scl_n_above_mean,scr_std,hrv_svd_entropy,scl_kurtosis,bvp_skewness,hrv_peaks,scr_skewness,scr_perm_entropy,scr_n_sign_changes,scr_min,scr_n_below_mean,scr_n_above_mean,bvp_entropy,scl_peaks,hrv_n_sign_changes,bvp_max,bvp_sum,bvp_mean,scl_iqr,scr_pct_5,scl_n_sign_changes,scl_mean,scl_sum,scl_max,scr_kurtosis,scl_skewness,scr_pct_95,scr_iqr_5_95,scr_svd_entropy,scr_entropy,hrv_perm_entropy,bvp_energy,scl_ptp,scl_min,scl_rms,scl_std,bvp_svd_entropy,bvp_n_sign_changes,scr_mean,scr_sum
0,0.2124011388801012 +/- 0.007192064325709783,0.16678266371401457 +/- 0.005338447748342381,0.19873457766529584 +/- 0.004570872931643656,0.19873457766529584 +/- 0.004570872931643656,0.0889908256880734 +/- 0.00566982993909922,0.15881050300537805 +/- 0.0070313542457744,0.08320151850680167 +/- 0.005126522467308992,0.07864599810186651 +/- 0.003454510267565645,0.08044922492882002 +/- 0.005136371703031256,-0.015754508067067362 +/- 0.005025575056579726,0.0248339133185701 +/- 0.007113781307721156,0.11838025941157863 +/- 0.0032006681100769964,-0.028630180322682674 +/- 0.006136401373385256,-0.05590003163555833 +/- 0.0038148076193328185,0.01812717494463777 +/- 0.001960639092989074,-0.006042391648212575 +/- 0.002326665739727535,-0.015406516925023683 +/- 0.005604138935547152,0.019392597279341995 +/- 0.001638037768554223,-0.011546978804175868 +/- 0.0019970533504696927,0.07994305599493834 +/- 0.003902986931660962,0.0016450490351154867 +/- 0.001660791489833176,-0.012717494463777257 +/- 0.0025615036355580113,0.024106295476115192 +/- 0.0020197266307513196,0.02375830433407151 +/- 0.0020621434340692365,0.013761467889908263 +/- 0.0026927417195402406,-0.013634925656437813 +/- 0.002809871647679411,-0.009965200885795621 +/- 0.0021374496591722554,0.056880733944954166 +/- 0.0038714479065557372,0.0035748180955394006 +/- 0.0021920040748269584,0.0035748180955394006 +/- 0.0021920040748269584,0.03432458082885166 +/- 0.004852218174684567,0.17700094906675107 +/- 0.007112374309822145,0.011420436570705506 +/- 0.001694496898556414,0.05605820942739642 +/- 0.005112447180769581,0.0005378044922493052 +/- 0.0016921327580280206,-0.006896551724137912 +/- 0.002358069617663291,0.004903511546978823 +/- 0.001802116465501558,-0.0025941157861436026 +/- 0.0015805119894712798,0.0021512179689971767 +/- 0.0008582511841980859,0.005061689338816844 +/- 0.0015562636983548251,-0.03764631445745016 +/- 0.004187381741923269,-0.0019297690604238916 +/- 0.001546263765877877,-0.00022144890857321852 +/- 0.0008133476831497864,0.002056311293894364 +/- 0.0022559059140787076,0.03318570072761786 +/- 0.00129242000732777,-0.004492249288199912 +/- 0.0009363270222681616,0.009205947484973132 +/- 0.0025757251210800198,-0.0015817779183802227 +/- 0.0006483360180929852,-0.0015817779183802227 +/- 0.0006483360180929852,0.006548560582094298 +/- 0.0011584836079468917,0.007465991774754854 +/- 0.0016692067014581259,-0.0006010756089844915 +/- 0.0009745600633185294,0.004207529262891518 +/- 0.0034627571783552072,-0.0005061689338816567 +/- 0.0015316315643037052,-9.49066751028127e-05 +/- 0.0005667976231309198,-0.00249920911104079 +/- 0.001403777774902495,-0.0001898133502056365 +/- 0.0009923686897411019,-6.327111673519737e-05 +/- 0.0005968985214841322,-0.00015817779183802116 +/- 0.00043029011416434774,-0.00015817779183802116 +/- 0.00043029011416434774,0.0 +/- 0.0,0.00031635558367605344 +/- 0.0006166905627844947,0.0 +/- 0.0,0.0 +/- 0.0002000808389856554,-0.00025308446694083386 +/- 0.0007045573379095038,-0.0002847200253084381 +/- 0.0006995679970735625,-0.002182853527364714 +/- 0.0022919956579158392,0.0 +/- 0.0002829570360645014,-0.0012654223347041804 +/- 0.0011229509237139325,-0.01711483707687439 +/- 0.0026219370610558058,-0.01711483707687439 +/- 0.0026219370610558058,-0.016830117051565962 +/- 0.003311322773332368,-0.0003163555836760312 +/- 0.0009490667510281454,0.0026890224612464595 +/- 0.0015833589061995865,-0.007118000632711152 +/- 0.0028233738906631345,-0.007307813982916789 +/- 0.0025718366449481445,-0.006453653906991441 +/- 0.0022689555301538865,-0.0009174311926605338 +/- 0.0011874928427158032,-0.00041126225877885503 +/- 0.0007220950465367278,0.022018348623853233 +/- 0.0029683528265080444,-0.037614678899082564 +/- 0.003449436604628836,-0.015311610249920893 +/- 0.0024635143731644043,-0.005631129389433687 +/- 0.001333205156957001,-0.024454286618158794 +/- 0.0034685327760279,0.01357165453970265 +/- 0.0023945004074870315,0.009300854160075932 +/- 0.0035880915858925097,0.025498260044289824 +/- 0.0016511215881936058,0.025498260044289824 +/- 0.0016511215881936058
