,hrv_lineintegral,bvp_peaks,scl_rms,hrv_iqr_5_95,scr_lineintegral,bvp_iqr,bvp_n_below_mean,scl_sum,scl_pct_95,bvp_max,scl_min,scl_iqr,hrv_rms,scr_ptp,hrv_mean,scr_svd_entropy,bvp_rms,hrv_svd_entropy,scl_mean,hrv_max,bvp_min,scl_energy,scl_entropy,bvp_svd_entropy,scl_std,hrv_std,hrv_peaks,bvp_kurtosis,scl_lineintegral,hrv_pct_5,scl_n_above_mean,scr_n_below_mean,bvp_lineintegral,scr_iqr,scl_n_below_mean,scr_perm_entropy,hrv_kurtosis,hrv_skewness,bvp_sum,bvp_pct_5,scl_peaks,bvp_mean,bvp_std,bvp_energy,scl_ptp,scl_perm_entropy,scl_iqr_5_95,hrv_ptp,hrv_n_sign_changes,hrv_energy,hrv_perm_entropy,scr_n_above_mean,scr_iqr_5_95,scr_pct_5,scr_entropy,scr_pct_95,bvp_entropy,scl_skewness,scr_peaks,scr_rms,scr_kurtosis,scr_skewness,scr_energy,scl_n_sign_changes,scr_max,scr_n_sign_changes,scr_std,scr_min,scr_sum,bvp_ptp,scl_kurtosis,hrv_pct_95,scr_mean,hrv_sum,hrv_iqr,hrv_n_above_mean,scl_pct_5,scl_svd_entropy,bvp_pct_95,bvp_n_sign_changes,hrv_n_below_mean,hrv_entropy,scl_max,bvp_iqr_5_95,hrv_min,bvp_skewness,bvp_n_above_mean,bvp_perm_entropy
0,0.003147699757869227 +/- 0.0030782523329518367,-0.01834140435835351 +/- 0.00254381372753642,-0.008989104116222757 +/- 0.000635593220338985,0.0006053268765133124 +/- 0.0012625092987054512,-0.003177966101694918 +/- 0.0013070716030078287,0.0023910411622275808 +/- 0.0034120520782953447,0.04760895883777242 +/- 0.007139329473206411,0.0017554479418886327 +/- 0.0018400344011586778,-0.0011501210653753313 +/- 0.0016621707285406704,0.007142857142857129 +/- 0.0014901372427471122,-0.009019370460048448 +/- 0.0032844212993342575,0.010078692493946727 +/- 0.0014518383723016476,0.0014830508474576233 +/- 0.0006268860525789316,0.0 +/- 0.0,0.014164648910411592 +/- 0.000974181412798496,0.0 +/- 0.0,-0.0037227602905569035 +/- 0.00092844198850956,0.0055387409200968515 +/- 0.0012844488604069487,0.003450363196125894 +/- 0.0013549049204358184,0.030115012106537508 +/- 0.0023802896780909964,0.01915859564164648 +/- 0.0015435835351089774,-0.03734866828087167 +/- 0.0027480773517714655,-0.025665859564164662 +/- 0.0032955587382121477,-0.0027239709443099393 +/- 0.0020925406800779214,-0.0022699757869249493 +/- 0.0008371257073813087,0.0004237288135593209 +/- 0.0010326102971690027,-3.026634382566895e-05 +/- 9.079903147700687e-05,-0.045641646489104126 +/- 0.0029648660765759015,0.0 +/- 0.0,0.009503631961259062 +/- 0.0009685230024213182,0.0004842615012106477 +/- 0.0003631961259079812,0.006234866828087137 +/- 0.000939720017933415,0.0104418886198547 +/- 0.0010330537630675435,0.022548426150121047 +/- 0.0031606237288379,0.0010290556900726445 +/- 0.0006232221634980154,0.0 +/- 0.0,0.001604116222760288 +/- 0.0007039772003397588,-0.002118644067796616 +/- 0.0020925406800779024,3.0266343825646747e-05 +/- 0.00036944780919291186,-0.014891041162227624 +/- 0.0027030403827803915,0.0 +/- 0.0,-3.0266343825680053e-05 +/- 0.00036944780919292736,0.0 +/- 0.0,0.011924939467312334 +/- 0.0011012957263111663,-0.005478208232445547 +/- 0.0013293093980628367,0.0 +/- 0.0,0.012136803874091995 +/- 0.0016267983838228325,0.009654963680387397 +/- 0.0013430210491727397,0.0 +/- 0.0,0.0 +/- 0.0,-0.005145278450363211 +/- 0.00044892242657964155,0.0016343825665859457 +/- 0.0008896451850302305,0.0 +/- 0.0,0.0 +/- 0.0,-6.05326876513379e-05 +/- 0.0001210653753026758,9.079903147700686e-05 +/- 0.0001386978115906873,0.0 +/- 0.0,0.00027239709443100947 +/- 0.00016298924961060245,0.0 +/- 0.0,0.0002421307506053294 +/- 0.0002264925778918726,-0.0005145278450363611 +/- 0.00019379915972859437,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.004872881355932201 +/- 0.0009518271908908226,0.0 +/- 0.0,0.0 +/- 0.0,0.016979418886198538 +/- 0.0018826055133273547,0.0008777239709443108 +/- 0.0009323802542826514,0.015375302663438228 +/- 0.002152105185790704,0.0 +/- 0.0,0.0005145278450362945 +/- 0.00013869781159063643,0.011047215496368034 +/- 0.001375371400423946,-0.0016646489104116368 +/- 0.0004116667829520343,-0.01525423728813562 +/- 0.0015680186255434248,0.01334745762711862 +/- 0.003489041314569393,0.028934624697336552 +/- 0.0019007649477127857,-0.017372881355932214 +/- 0.004276453380431002,-0.0002421307506053405 +/- 0.0003259784992212276,0.00202784503631962 +/- 0.00046986000896669566,-0.021246973365617438 +/- 0.0015831352095183877,0.0 +/- 0.0,-0.002118644067796616 +/- 0.0008121312266948515,-0.0036622276029055654 +/- 0.001777487513320352,-0.001210653753026658 +/- 0.00054142081779654,-0.0032687651331719247 +/- 0.0013988159816333361
