,bvp_n_below_mean,scr_sum,bvp_n_above_mean,scr_lineintegral,scr_max,bvp_iqr,bvp_perm_entropy,scl_max,bvp_peaks,scl_mean,scl_pct_5,bvp_std,scr_mean,bvp_pct_95,scl_min,scr_rms,scl_std,scr_iqr,hrv_mean,scr_energy,bvp_lineintegral,bvp_energy,hrv_min,scl_pct_95,hrv_pct_5,bvp_ptp,hrv_svd_entropy,bvp_kurtosis,scl_energy,scr_std,scr_ptp,bvp_iqr_5_95,hrv_energy,bvp_min,scl_sum,scr_iqr_5_95,scl_n_above_mean,bvp_max,scl_n_below_mean,scr_kurtosis,hrv_skewness,scr_pct_5,bvp_rms,hrv_iqr,bvp_pct_5,scr_n_below_mean,scr_svd_entropy,scr_entropy,scl_skewness,hrv_perm_entropy,scl_lineintegral,scl_rms,hrv_n_above_mean,hrv_kurtosis,scr_n_above_mean,scl_n_sign_changes,bvp_sum,scr_perm_entropy,scl_kurtosis,hrv_n_sign_changes,scl_peaks,bvp_entropy,scr_n_sign_changes,scr_peaks,bvp_mean,scr_pct_95,scl_perm_entropy,scr_min,hrv_lineintegral,hrv_n_below_mean,hrv_peaks,hrv_rms,scl_ptp,scr_skewness,hrv_pct_95,scl_iqr,bvp_n_sign_changes,bvp_skewness,hrv_sum,scl_iqr_5_95,hrv_max,hrv_entropy,scl_entropy,hrv_iqr_5_95,hrv_ptp,hrv_std,bvp_svd_entropy,scl_svd_entropy
0,0.0024532352039251413 +/- 0.0021333979921405693,0.01398344066237347 +/- 0.0014591079120969375,0.0030972094449555065 +/- 0.002329160791384022,0.02063784115302052 +/- 0.002274416637937892,-0.001042624961668248 +/- 0.0006746396810794051,-0.00515179392824292 +/- 0.002092452880617219,0.0002146580803433995 +/- 0.0029190213158938496,-0.01143820913830118 +/- 0.001718633090365158,-0.003986507206378465 +/- 0.0034120039363879032,-0.010886231217417996 +/- 0.0010732904017172655,-0.01631401410610246 +/- 0.0013282065518373362,0.002698558724317657 +/- 0.001005901224584893,0.018368598589389717 +/- 0.001414936767256602,-0.0032198712051518252 +/- 0.0018103001708856617,-0.003189205765102776 +/- 0.002080735412902484,0.009414290095062849 +/- 0.0011721260259807717,-0.006991720331186779 +/- 0.0013972138301005244,0.015118061944188865 +/- 0.0016229522995889964,0.00634774609015637 +/- 0.002215776988592471,0.0038638454461821015 +/- 0.0004790094864094822,0.002606562404170454 +/- 0.001836089221701676,-0.0009812940815701165 +/- 0.0020099318746610085,-0.008126341613002196 +/- 0.0022293163285710725,0.004170499846672749 +/- 0.0010988330491977364,-0.01238883777982217 +/- 0.001930705457061901,0.005581110088929753 +/- 0.0009580189728189972,0.0015026065624041296 +/- 0.001021209801002575,0.0022079116835326262 +/- 0.0007359705611775559,0.002606562404170454 +/- 0.0019260728301063897,-0.004630481447408819 +/- 0.0010837532687563325,0.004845139527752196 +/- 0.0011039558417663328,0.006531738730450765 +/- 0.001234641038895889,0.0003373198405396627 +/- 0.0017317151675554122,-0.0014719411223551692 +/- 0.0011860827725123405,-0.006623735050598023 +/- 0.0012509094176247292,-0.0020545844832873805 +/- 0.0008234113205825153,-0.0004906470407850638 +/- 0.0006009174468649327,-0.0057651027292242255 +/- 0.002141317417981726,0.000889297761422847 +/- 0.00046405231372038404,0.0042624961668199625 +/- 0.0014015817089268919,-0.001011959521619188 +/- 0.001062724529356849,0.0010426249616681594 +/- 0.0008586323213737939,0.0051211284881937606 +/- 0.001599607648665447,0.0021465808034344946 +/- 0.001187667386141486,0.0045998160073596915 +/- 0.0015393928731077854,0.0004906470407849972 +/- 0.0008136460693910821,0.0010732904017172196 +/- 0.001577110195722007,0.00018399264029436146 +/- 0.0005167831814275634,0.0002759889604415422 +/- 0.0006497890248517966,-0.00021465808034351052 +/- 0.0007517725036572436,0.0030665440049064243 +/- 0.0008887688896773661,-0.008831646734130661 +/- 0.001086785964223812,-0.0002453235203925486 +/- 0.00030045872343249243,-3.066544004909355e-05 +/- 0.0006497890248517845,0.0029132168046610897 +/- 0.0006891200568612115,0.0001533272002452901 +/- 0.0002057100255289544,-6.133088009815379e-05 +/- 0.00018399264029440586,0.0019012572830419793 +/- 0.0008971934276803354,0.001441275682305998 +/- 0.0006439742410303523,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-3.3306690738754695e-17 +/- 0.00027428003403861,-0.000490647040785075 +/- 0.0010902415721944947,-0.000275988960441631 +/- 0.0007185142296142169,-0.0001226617601962965 +/- 0.0002810534004879462,0.00015332720024527902 +/- 0.0022628102808185564,0.0007053051211284522 +/- 0.00047605564845936554,0.0005213124808340353 +/- 0.0008347536086363836,0.0015026065624041186 +/- 0.0012376839049745743,-0.00426249616682004 +/- 0.0012452585405855305,0.003802514566083992 +/- 0.0007901931141812643,-0.0012266176019626429 +/- 0.0018903446804565947,0.00030665440049061355 +/- 0.001483396089843328,0.008279668813247432 +/- 0.0018703404700370278,-0.005489113768782627 +/- 0.0017799168182681734,-0.005519779208831699 +/- 0.0011876673861415062,-0.0014106102422570376 +/- 0.0011892498883572637,0.009628948175406294 +/- 0.0013024692169024917,0.002637227844219503 +/- 0.0010096337094850727,0.019993866911990156 +/- 0.0023626323562414195,0.0013492793621588174 +/- 0.0006746396810794112,0.002299908003679796 +/- 0.0019406644995150926,0.0022692425636307465 +/- 0.0010815818514902566,0.0004906470407849972 +/- 0.0021649018822107197,0.005673106409076945 +/- 0.0008481641635043986
