,bvp_rms,hrv_rms,hrv_mean,hrv_sum,hrv_pct_95,bvp_std,hrv_pct_5,hrv_n_below_mean,hrv_n_above_mean,bvp_min,hrv_iqr_5_95,hrv_max,bvp_lineintegral,scr_rms,scl_iqr_5_95,bvp_perm_entropy,bvp_peaks,scl_lineintegral,bvp_pct_95,hrv_min,hrv_ptp,bvp_iqr_5_95,scr_max,scr_ptp,scl_entropy,bvp_pct_5,bvp_ptp,hrv_lineintegral,bvp_n_below_mean,bvp_n_above_mean,bvp_iqr,hrv_std,scr_iqr,scl_pct_5,hrv_entropy,scl_svd_entropy,scr_energy,hrv_skewness,bvp_kurtosis,scr_peaks,scr_lineintegral,scl_perm_entropy,hrv_kurtosis,hrv_energy,scl_pct_95,scl_energy,hrv_iqr,scl_n_below_mean,scl_n_above_mean,scr_std,hrv_svd_entropy,scl_kurtosis,bvp_skewness,hrv_peaks,scr_skewness,scr_perm_entropy,scr_n_sign_changes,scr_min,scr_n_below_mean,scr_n_above_mean,bvp_entropy,scl_peaks,hrv_n_sign_changes,bvp_max,bvp_mean,bvp_sum,scl_iqr,scr_pct_5,scl_n_sign_changes,scl_mean,scl_sum,scl_max,scr_kurtosis,scl_skewness,scr_pct_95,scr_iqr_5_95,scr_svd_entropy,scr_entropy,hrv_perm_entropy,bvp_energy,scl_ptp,scl_min,scl_rms,scl_std,bvp_svd_entropy,bvp_n_sign_changes,scr_mean,scr_sum
0,0.380949406620862 +/- 0.007102171182263276,0.10484072454715807 +/- 0.007261405834771097,0.40390381011867593 +/- 0.006228974033443831,0.40390381011867593 +/- 0.006228974033443831,0.027826358525921337 +/- 0.0077706181281135805,0.1474391005621487 +/- 0.007533540359945995,0.01611492816989386 +/- 0.004336878285281669,0.16964397251717678 +/- 0.005110360317072535,0.13831980012492195 +/- 0.00527499371987403,0.05690193628981893 +/- 0.005123702819441819,0.027732667083073148 +/- 0.0034262556282079934,0.255371642723298 +/- 0.004844349955082751,0.03454091193004377 +/- 0.0040508233271932285,0.005184259837601535 +/- 0.0020441059552721652,0.006464709556527215 +/- 0.002642807370148679,0.022142410993129337 +/- 0.002554225700261396,0.014053716427233066 +/- 0.0023702268533429324,0.0024359775140537334 +/- 0.0018412745750135886,-0.00046845721424105814 +/- 0.003082972097429342,0.20227982510930675 +/- 0.005466761658851609,0.04250468457214247 +/- 0.0041016692184735965,-0.0005933791380386855 +/- 0.002819232097710156,0.0018113678950655964 +/- 0.00114151573282306,0.001717676452217376 +/- 0.001203488374016104,-0.002904434728294725 +/- 0.001368807432905139,-0.001249219237976218 +/- 0.0025563250380613235,0.0210181136789507 +/- 0.0024553196765772496,0.054871955028107475 +/- 0.0044650851104219005,0.01474078700811996 +/- 0.0023404114922167298,0.01474078700811996 +/- 0.0023404114922167298,0.048438475952529716 +/- 0.003575719592585834,0.14490943160524677 +/- 0.005745050487228942,0.00021861336664587007 +/- 0.000997910387799503,0.0031542785758901016 +/- 0.0024369782854340213,0.005996252342286112 +/- 0.0019840574858549283,0.02754528419737672 +/- 0.0021718099501204036,-9.36914428482205e-05 +/- 0.00019997264951383177,0.005808869456589672 +/- 0.001688757755727154,-0.007901311680199818 +/- 0.0013179854994384344,0.0002810743285446615 +/- 0.00021861336664584787,0.0020299812617114664 +/- 0.0029603135507706296,-0.0020924422236101694 +/- 0.0014450637478150054,-0.0007183010618363239 +/- 0.001265123616522709,0.17326670830730798 +/- 0.004333728609294593,9.369144284824272e-05 +/- 0.0008948500176073646,-0.00015615240474702307 +/- 0.0005272311997543324,-0.0002810743285446171 +/- 0.0033649303401861582,0.00021861336664584784 +/- 0.00039627037915208023,0.00021861336664584784 +/- 0.00039627037915208023,-0.006058713304184815 +/- 0.0015055553770386052,-0.0020299812617113667 +/- 0.0015379228297620158,0.006183635227982554 +/- 0.001158478263022582,0.005715178013741451 +/- 0.0026830963908486506,-0.0005621486570892787 +/- 0.001456827456550946,0.00012492192379762735 +/- 0.00020715957466304951,0.0028107432854466152 +/- 0.0012413870652312258,0.0018113678950655964 +/- 0.0010148705065129314,0.0 +/- 0.0,0.0 +/- 0.00046322289113652184,0.0 +/- 0.00046322289113652184,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0002498438475952658 +/- 0.0006521115870649782,-0.00031230480949402396 +/- 0.0008143913060839873,-0.00031230480949402396 +/- 0.0008143913060839873,-9.36914428482205e-05 +/- 0.00031386244912932416,0.00021861336664584784 +/- 0.00034353529044347516,0.0021549031855090718 +/- 0.0009721662970814171,0.0004996876951905094 +/- 0.0005958396011348858,0.0004996876951905094 +/- 0.0005958396011348858,0.000562148657089323 +/- 0.00030599497099102996,-0.0007807620237351154 +/- 0.0006438328584661767,0.0008432229856339846 +/- 0.0007128489825429985,0.000749531542785764 +/- 0.0007675331497466953,0.00031230480949407947 +/- 0.0005925567133357169,0.0012179887570268888 +/- 0.002584593546058765,-0.0012492192379761845 +/- 0.0012492192379762429,0.0010306058713304366 +/- 0.001135089434440104,0.03688319800124925 +/- 0.0030550051711952728,-0.005402873204247272 +/- 0.001995087601959344,0.000249843847595288 +/- 0.0014767758173062666,-0.00021861336664582564 +/- 0.0007656246516009197,-0.004871955028107356 +/- 0.0020441059552721652,0.009212991880075006 +/- 0.0033817001604790333,0.00946283572767027 +/- 0.0026205704804245253,0.000749531542785764 +/- 0.0007675331497466954,0.000749531542785764 +/- 0.0007675331497466954
