,hrv_max,hrv_n_sign_changes,hrv_kurtosis,hrv_rms,hrv_energy,hrv_perm_entropy,hrv_n_below_mean,hrv_iqr,hrv_ptp,hrv_peaks,hrv_n_above_mean,hrv_entropy,hrv_lineintegral,hrv_skewness,hrv_pct_5,hrv_sum,hrv_svd_entropy,hrv_pct_95,hrv_std,hrv_mean,hrv_iqr_5_95,hrv_min
0,0.009849601887348836 +/- 0.0027162675174684727,0.0 +/- 0.0,-0.0033323503391330276 +/- 0.0020176300186490587,0.0005308168681804393 +/- 0.0022178231408980288,-0.008876437629018009 +/- 0.0019846017526854963,-0.01418460631082279 +/- 0.0020063920605336376,-0.004099085815393711 +/- 0.001494700784131423,0.0007372456502506508 +/- 0.002506635210852244,0.002300206428782048 +/- 0.0017535911232460504,0.003981126511353539 +/- 0.001898604376622811,-0.004895311117664436 +/- 0.002191790525044179,-0.007903273370687146 +/- 0.0018873488646416925,0.04379239162488938 +/- 0.0060755483191415735,-0.00681214980831617 +/- 0.002091284063873964,-0.015629607785314102 +/- 0.0024566989796117396,-0.008375110586847567 +/- 0.0017850481805274647,0.01589501621940429 +/- 0.0036224503319045604,-0.02046593925095843 +/- 0.003575937809784494,-0.009731642583308785 +/- 0.0019782376680918213,-0.0053966381598348654 +/- 0.002159211148096204,-0.009436744323208512 +/- 0.002257464961250923,-0.014361545266882946 +/- 0.003706930953206981
