,hrv_max,hrv_n_sign_changes,hrv_kurtosis,hrv_rms,hrv_energy,hrv_perm_entropy,hrv_n_below_mean,hrv_iqr,hrv_ptp,hrv_peaks,hrv_n_above_mean,hrv_entropy,hrv_lineintegral,hrv_skewness,hrv_pct_5,hrv_sum,hrv_svd_entropy,hrv_pct_95,hrv_std,hrv_mean,hrv_iqr_5_95,hrv_min
0,0.007312018946121934 +/- 0.0025536184473895504,0.0 +/- 0.0,0.004795737122557686 +/- 0.0017899605041836433,0.0022202486678507883 +/- 0.0019825382652757044,-0.0009473060982830405 +/- 0.0010407575980607919,0.0070455891059798435 +/- 0.0022381359587253717,0.0035820011841325994 +/- 0.0012238026411246139,0.0073120189461219455 +/- 0.0029367026198796457,-0.009976317347542974 +/- 0.0029693468409782656,-0.005150976909413874 +/- 0.0015048271198506637,0.0010953226761396984 +/- 0.0019549398438246336,-0.001539372409709916 +/- 0.001652490910237171,0.032534043812907 +/- 0.005326047018397405,-0.0025754884547069534 +/- 0.0035549872149851385,-0.0035227945529899608 +/- 0.0019432496663441634,0.0025162818235641925 +/- 0.0015396570306626235,8.880994671399689e-05 +/- 0.0036378367717399265,0.003582001184132588 +/- 0.0025618415791971534,-0.005121373593842548 +/- 0.0020123723385858257,0.001420959147424483 +/- 0.0024725415059586925,-0.004233274126702225 +/- 0.0017111126129802708,-0.008555358200118457 +/- 0.003192357644306806
