,hrv_max,hrv_n_sign_changes,hrv_kurtosis,hrv_rms,hrv_energy,hrv_perm_entropy,hrv_n_below_mean,hrv_iqr,hrv_ptp,hrv_peaks,hrv_n_above_mean,hrv_entropy,hrv_lineintegral,hrv_skewness,hrv_pct_5,hrv_sum,hrv_svd_entropy,hrv_pct_95,hrv_std,hrv_mean,hrv_iqr_5_95,hrv_min
0,-0.01293840259357496 +/- 0.004249452117204947,0.0 +/- 0.0,0.008045977011494287 +/- 0.002789936887601246,-0.005953433539640396 +/- 0.0031212973285879627,0.0006189213085765032 +/- 0.0019256582639457164,-0.003094606542882361 +/- 0.0027148263993608895,0.001886236368995009 +/- 0.001609961719274692,0.007279693486590089 +/- 0.0025457435983886664,0.009254347185381696 +/- 0.002900304061336283,-0.009637488947833728 +/- 0.0014620827297156032,0.0014441497200118115 +/- 0.0019834319314342773,0.008900677866195117 +/- 0.0013936446115575367,0.0362511052166225 +/- 0.004446335907019407,0.00754494547597998 +/- 0.003258538157638739,0.014205717653993543 +/- 0.002764131821442582,0.0033893309755378964 +/- 0.003108609358934428,0.05661656351311528 +/- 0.0027409372236958437,-0.005806071323312667 +/- 0.0026494070872937286,0.012761567933981754 +/- 0.002681992337164752,0.005187150014736264 +/- 0.002042761385342,0.001061007957559723 +/- 0.0028182807162704156,0.0006189213085765255 +/- 0.002794292277900689
