,hrv_lineintegral,hrv_pct_5,hrv_min,hrv_max,hrv_svd_entropy,hrv_energy,hrv_perm_entropy,hrv_std,hrv_ptp,hrv_mean,hrv_entropy,hrv_pct_95,hrv_n_sign_changes,hrv_peaks,hrv_iqr_5_95,hrv_rms,hrv_n_below_mean,hrv_n_above_mean,hrv_kurtosis,hrv_skewness,hrv_sum,hrv_iqr
0,0.020790327337068704 +/- 0.006530848054402646,-0.0014744913005013238 +/- 0.004659019205693082,-0.06764966086700089 +/- 0.005843451997169373,-0.01539368917723385 +/- 0.004841722940841194,0.004570923031554141 +/- 0.007652879742094137,-0.005603066941905021 +/- 0.0018836590295100244,0.00277204364494249 +/- 0.0021517471361786797,0.012297257446181088 +/- 0.0017940384752881196,0.010911235623709803 +/- 0.0027411265204652893,0.01191388970805074 +/- 0.0022233060247680027,-0.008611029194927743 +/- 0.002186228604287901,0.0006487761722205998 +/- 0.0033953023803301014,0.0 +/- 0.0,-0.003066941905042764 +/- 0.0026448938159573596,-0.0006782659982306094 +/- 0.0035018469936693736,0.00011795930404012722 +/- 0.0009344134189180157,-0.004836331465644339 +/- 0.0014697653546891457,0.002536125036862269 +/- 0.0024750380723511977,-0.011825420230020622 +/- 0.002386490475515803,-0.008375110586847557 +/- 0.0032604600321050363,0.018254202300206447 +/- 0.0022085891292660267,0.00825715128280743 +/- 0.0018226525674270026
