,hrv_mean,hrv_std,hrv_min,hrv_max,hrv_ptp,hrv_sum,hrv_energy,hrv_skewness,hrv_kurtosis,hrv_peaks,hrv_rms,hrv_lineintegral,hrv_n_above_mean,hrv_n_below_mean,hrv_n_sign_changes,hrv_iqr,hrv_iqr_5_95,hrv_pct_5,hrv_pct_95,hrv_entropy,hrv_perm_entropy,hrv_svd_entropy,scl_mean,scl_std,scl_min,scl_max,scl_ptp,scl_sum,scl_energy,scl_skewness,scl_kurtosis,scl_peaks,scl_rms,scl_lineintegral,scl_n_above_mean,scl_n_below_mean,scl_n_sign_changes,scl_iqr,scl_iqr_5_95,scl_pct_5,scl_pct_95,scl_entropy,scl_perm_entropy,scl_svd_entropy,scr_mean,scr_std,scr_min,scr_max,scr_ptp,scr_sum,scr_energy,scr_skewness,scr_kurtosis,scr_peaks,scr_rms,scr_lineintegral,scr_n_above_mean,scr_n_below_mean,scr_n_sign_changes,scr_iqr,scr_iqr_5_95,scr_pct_5,scr_pct_95,scr_entropy,scr_perm_entropy,scr_svd_entropy
count,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
mean,-4.6066603094641057e-07,0.0,0.0,-4.145994278531573e-06,0.0,0.0,-1.428064695937481e-05,2.5336631702113642e-05,9.121187412761004e-05,7.324589892065283e-05,0.0,0.00167406035646334,0.0,0.0,0.0,3.1785956135380046e-05,-3.6853282475768356e-06,0.0,3.501061835201602e-05,0.0,0.00253320250418048,0.0,0.0,0.0,0.00032108422357039003,3.777461453769726e-05,-1.3359314897473662e-05,0.0,0.0,-3.593195041390607e-05,0.0,0.0,0.00035471284382957,-4.606660309472432e-06,0.0,0.0,0.0,0.00044085739161673997,-0.005167751535169501,-0.00271101959212622,-0.00934691376792561,0.0,3.915661263054482e-05,-0.00123089963469179,0.00129999953933393,3.547128438295966e-05,0.0,0.0,-0.0064290551279038806,0.0,0.0,0.0,8.107722144676206e-05,0.0,0.00027547828650658,9.213320618928211e-07,0.0,0.0,0.0,-0.00126406758892,-6.956057067308285e-05,0.0,-2.763996185684015e-06,0.0,0.0,0.00016630043717201
std,1.4567538984602695e-06,0.0,0.0,1.0737900214852229e-05,0.0,0.0,1.4640195490145261e-05,1.8712342635641803e-05,1.4206981554874918e-05,2.9009364053186607e-05,0.0,0.00012408944039088787,0.0,0.0,0.0,1.4478241442832015e-05,7.459692675248743e-06,0.0,2.3308062375423316e-05,0.0,0.0001669090784754053,0.0,0.0,0.0,4.3107774069372605e-05,2.9135077969322415e-06,1.456753898460269e-06,0.0,0.0,1.0139304805339743e-05,0.0,0.0,2.7810055535235742e-05,7.522644784362802e-06,0.0,0.0,0.0,3.872822850398285e-05,9.274030883127393e-05,3.3938857494944137e-05,0.0002321988336138993,0.0,3.0959590611709915e-05,7.618573748099509e-05,1.517014888445178e-05,8.424578513214493e-06,0.0,0.0,0.0002553750477570082,0.0,0.0,0.0,2.4779094059019922e-05,0.0,1.2437034926982748e-05,2.913507796920539e-06,0.0,0.0,0.0,2.429864726323961e-05,7.662396261770854e-06,0.0,3.884677062570959e-06,0.0,0.0,6.31260022666495e-06
min,-4.606660309464106e-06,0.0,0.0,-2.303330154737604e-05,0.0,0.0,-3.2246622166332006e-05,-4.606660309464106e-06,7.370656495161998e-05,3.2246622166332006e-05,0.0,0.0015155912418174,0.0,0.0,0.0,1.3819980928420073e-05,-1.3819980928420073e-05,0.0,9.213320618955969e-06,0.0,0.0022895101738092,0.0,0.0,0.0,0.0002671862979495,3.2246622166332006e-05,-1.3819980928420073e-05,0.0,0.0,-5.067326340421618e-05,0.0,0.0,0.0003132529010443,-2.303330154737604e-05,0.0,0.0,0.0,0.0003823528056864,-0.0053206926574441,-0.0027778161666136,-0.009738479894231,0.0,-4.606660309464106e-06,-0.0013635714516047,0.0012806515660341,2.303330154737604e-05,0.0,0.0,-0.0067994306167857,0.0,0.0,0.0,3.685328247579611e-05,0.0,0.0002487596567116,-4.606660309464106e-06,0.0,0.0,0.0,-0.0013036848675815,-7.831322526108409e-05,0.0,-9.213320618955969e-06,0.0,0.0,0.0001566264505221
25%,0.0,0.0,0.0,-9.213320618955969e-06,0.0,0.0,-2.303330154737604e-05,1.2668315851060987e-05,8.061655541582308e-05,4.836993324949107e-05,0.0,0.001592752802001075,0.0,0.0,0.0,1.9578306315277957e-05,-8.061655541583003e-06,0.0,1.842664123791193e-05,0.0,0.00245074328464085,0.0,0.0,0.0,0.00028215794395535,3.685328247579611e-05,-1.3819980928420073e-05,0.0,0.0,-4.491493801738605e-05,0.0,0.0,0.000332831207359575,-4.606660309464106e-06,0.0,0.0,0.0,0.00041690275800745,-0.0052124361401713745,-0.00273174956351885,-0.009519663529530974,0.0,1.842664123791193e-05,-0.001233433297862025,0.0012944715469626,2.879162693421311e-05,0.0,0.0,-0.006581765917163025,0.0,0.0,0.0,6.564490941003004e-05,0.0,0.000271792958259,0.0,0.0,0.0,0.0,-0.001282954896188875,-7.716156018371806e-05,0.0,-4.606660309464106e-06,0.0,0.0,0.0001612331108316
50%,0.0,0.0,0.0,-2.303330154732053e-06,0.0,0.0,-1.6123311083166003e-05,2.7639961856854023e-05,8.98298760347721e-05,7.600989510635203e-05,0.0,0.0016330610797090001,0.0,0.0,0.0,2.9943292011586076e-05,-4.606660309464106e-06,0.0,2.5336631702108092e-05,0.0,0.00251062986866405,0.0,0.0,0.0,0.00031555623119905,3.685328247579611e-05,-1.3819980928420073e-05,0.0,0.0,-3.454995232106406e-05,0.0,0.0,0.0003639261644485,-4.606660309464106e-06,0.0,0.0,0.0,0.00043763272940009997,-0.00517788618785035,-0.0026995029413525,-0.00931927380606875,0.0,4.1459942785274095e-05,-0.00122306831216565,0.0012944715469626,3.454995232106406e-05,0.0,0.0,-0.006552974290228801,0.0,0.0,0.0,8.291988557056207e-05,0.0,0.00027870294872325,0.0,0.0,0.0,0.0,-0.001255314934332,-6.909990464212812e-05,0.0,0.0,0.0,0.0,0.0001658397711411
75%,0.0,0.0,0.0,4.606660309464106e-06,0.0,0.0,-5.758325386837071e-06,3.5701617398430086e-05,9.673986649899602e-05,9.328487126688406e-05,0.0,0.00179544585561805,0.0,0.0,0.0,4.030827770791501e-05,0.0,0.0,5.527992371370111e-05,0.0,0.0026004597446988497,0.0,0.0,0.0,0.00036162283429375,4.030827770791501e-05,-1.3819980928420073e-05,0.0,0.0,-2.879162693421311e-05,0.0,0.0,0.00037659448029955,0.0,0.0,0.0,0.0,0.000459514365870125,-0.005089207976892925,-0.0026995029413525,-0.009217927279260275,0.0,6.218991417792502e-05,-0.001172395048761425,0.001302533202504125,4.145994278528797e-05,0.0,0.0,-0.006160256498845975,0.0,0.0,0.0,9.443653634425703e-05,0.0,0.00028446127411005005,3.4549952320980792e-06,0.0,0.0,0.0,-0.001244949948635675,-6.449324433266401e-05,0.0,0.0,0.0,0.0,0.0001704464314505
max,0.0,0.0,0.0,9.213320618955969e-06,0.0,0.0,1.3819980928420073e-05,5.988658402317215e-05,0.0001151665077368,0.0001151665077368,0.0,0.0018380574634807,0.0,0.0,0.0,5.988658402317215e-05,9.213320618955969e-06,0.0,7.370656495161998e-05,0.0,0.0028330960903273,0.0,0.0,0.0,0.0003777461453769,4.145994278528797e-05,-9.213320618955969e-06,0.0,0.0,-1.842664123791193e-05,0.0,0.0,0.0003869594659959,4.606660309464106e-06,0.0,0.0,0.0,0.0005113392943517,-0.005048899699185,-0.0026626496588768,-0.0089415276606918,0.0,8.752654588004005e-05,-0.0011516650773688,0.0013359314897478,5.067326340421618e-05,0.0,0.0,-0.0060900049291265,0.0,0.0,0.0,0.0001197731680463,0.0,0.0002902195994969,4.606660309464106e-06,0.0,0.0,0.0,-0.0012391916232488,-5.5279923713708046e-05,0.0,0.0,0.0,0.0,0.00017505309176
