,scl_entropy,scl_mean,scl_max,scl_n_above_mean,scl_n_below_mean,scl_iqr_5_95,scl_perm_entropy,scr_perm_entropy,scl_lineintegral,scr_n_sign_changes,scl_skewness,scl_min,scr_entropy,scr_rms,scl_rms,scr_kurtosis,scr_std,scr_skewness,scr_sum,scr_mean,scr_lineintegral,scl_n_sign_changes,scl_iqr,scl_energy,scr_pct_5,scr_n_above_mean,scr_iqr,scr_n_below_mean,scr_energy,scr_min,scr_peaks,scl_peaks,scr_pct_95,scr_iqr_5_95,scr_max,scr_ptp,scl_ptp,scl_kurtosis,scl_std,scl_sum,scl_pct_5,scl_pct_95,scr_svd_entropy,scl_svd_entropy
0,0.022955145118733457 +/- 0.0027344055742546856,0.0417941952506596 +/- 0.00700397256909217,-0.00928759894459108 +/- 0.003437783108158801,0.010554089709762493 +/- 0.0020573708379543814,0.010554089709762493 +/- 0.0020573708379543814,0.031134564643799434 +/- 0.0025852134488476793,-0.0005804749340369453 +/- 0.00043834426717248294,-0.006279683377308743 +/- 0.002103549491081231,0.03234828496042212 +/- 0.0023723236720832636,-0.0005804749340369674 +/- 0.0004383442671724936,-0.006543535620052799 +/- 0.0024997824342642594,-0.0005804749340369674 +/- 0.0005509396574623317,-0.0007387862796834011 +/- 0.0011367102495270886,0.04427440633245376 +/- 0.0031259531861994334,5.277044854881119e-05 +/- 0.0006441454150782777,-0.0007387862796834233 +/- 0.0007158131908311888,-0.02189973614775729 +/- 0.003306059125631057,-0.0011609498680739128 +/- 0.0007755640346543264,-0.011873350923482896 +/- 0.0016894786906155215,-0.011873350923482896 +/- 0.0016894786906155215,-0.02480211081794199 +/- 0.0037089780244444546,-0.00849604221635888 +/- 0.0015910093331589778,0.00401055408970975 +/- 0.0006332453825857583,0.00010554089709760017 +/- 0.0008443271767810096,-5.277044854881119e-05 +/- 0.00015831134564643355,-0.0003166226912928893 +/- 0.0004836491498634335,0.004116094986807361 +/- 0.0005683551247635572,-0.0003166226912928893 +/- 0.0004836491498634335,-5.277044854881119e-05 +/- 0.00015831134564643355,0.00015831134564643358 +/- 0.000337895738123096,0.008284960422163557 +/- 0.0014935062478189786,0.0 +/- 0.0,0.01203166226912925 +/- 0.0009672982997268381,0.012875989445910252 +/- 0.0010606728887726478,0.024538258575197834 +/- 0.001689478690615544,0.023799472295514455 +/- 0.0016256381847756616,-0.02274406332453831 +/- 0.0025792821973298088,-0.0008970976253298346 +/- 0.00200319291779443,-0.02395778364116099 +/- 0.002420547744840044,0.0168337730870712 +/- 0.0022194977144921555,0.028232189973614753 +/- 0.003929538615542254,0.10881266490765167 +/- 0.006457861125394558,-0.01926121372031666 +/- 0.003381017093327986,0.026807387862796784 +/- 0.008449206357625512
