,scl_min,scl_pct_5,scl_n_sign_changes,scl_iqr_5_95,scl_kurtosis,scl_rms,scr_skewness,scr_pct_95,scl_pct_95,scr_n_sign_changes,scl_peaks,scr_peaks,scr_iqr_5_95,scl_iqr,scr_min,scl_sum,scl_perm_entropy,scr_entropy,scl_mean,scr_n_above_mean,scl_n_above_mean,scr_kurtosis,scl_ptp,scl_skewness,scl_energy,scr_perm_entropy,scr_svd_entropy,scl_std,scl_lineintegral,scr_energy,scr_n_below_mean,scr_pct_5,scl_n_below_mean,scl_max,scr_rms,scr_lineintegral,scr_std,scr_ptp,scr_max,scr_sum,scr_mean,scr_iqr,scl_svd_entropy,scl_entropy
0,-0.019861660079051414 +/- 0.0026403931256694254,-0.013537549407114657 +/- 0.0020395027115168293,-0.0005434782608696009 +/- 0.00026606545489794105,-0.002618577075098838 +/- 0.0013081227564104478,-0.0006916996047430901 +/- 0.0006701907097949881,-0.012351778656126512 +/- 0.0022962351854984553,-0.00118577075098818 +/- 0.0006701907097949782,-0.0031126482213439054 +/- 0.0018227141053060107,0.001136363636363602 +/- 0.0018755190608796585,-0.000494071146245112 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,-0.003013833992094872 +/- 0.0005611569511660146,0.0007411067193675569 +/- 0.000594940443616219,-9.881422924902239e-05 +/- 0.00019762845849804477,-0.0078063241106719585 +/- 0.0019614064467667206,-0.00044466403162057855 +/- 0.0010925565408841785,-0.00039525691699608955 +/- 0.00019762845849804477,-0.008003952569169992 +/- 0.0024978704861194695,-0.0035079051383399397 +/- 0.0012968779395658818,-0.000988142292490135 +/- 0.0009881422924901072,-0.0013833992094861801 +/- 0.0008500321410121149,-0.001976284584980248 +/- 0.0018085973535299702,-0.0015316205533597027 +/- 0.0006422924901185798,-0.010622529644268797 +/- 0.0015188168131363034,-9.881422924903349e-05 +/- 0.0006170946638733523,-0.0038537549407114844 +/- 0.001376322952290936,-0.0009881422924901463 +/- 0.0011047766687251814,-0.0008399209486166348 +/- 0.0024410314875564507,-0.005928853754940744 +/- 0.0013071893829370684,-0.002272727272727271 +/- 0.0012731322852495084,0.0013339920948616246 +/- 0.001515598977290334,-0.0016798418972332253 +/- 0.0008027705933434752,-0.006175889328063289 +/- 0.002201251917978797,-0.0034584980237154284 +/- 0.0006628660012351282,-0.00849802371541506 +/- 0.0011003486883063192,-0.004347826086956563 +/- 0.000850032141012133,-0.003359683794466406 +/- 0.0011438574014614898,-0.0027667984189723494 +/- 0.001109186972363826,-0.00780632411067198 +/- 0.001428540740592982,-0.009090909090909116 +/- 0.0013294094908175452,-0.00573122529644271 +/- 0.0016856444771968522,-0.012401185770751022 +/- 0.0021014002290649144,-0.016452569169960518 +/- 0.0018884896100411382
