,scl_min,scl_pct_5,scl_n_sign_changes,scl_iqr_5_95,scl_kurtosis,scl_rms,scr_skewness,scr_pct_95,scl_pct_95,scr_n_sign_changes,scl_peaks,scr_peaks,scr_iqr_5_95,scl_iqr,scr_min,scl_sum,scl_perm_entropy,scr_entropy,scl_mean,scr_n_above_mean,scl_n_above_mean,scr_kurtosis,scl_ptp,scl_skewness,scl_energy,scr_perm_entropy,scr_svd_entropy,scl_std,scl_lineintegral,scr_energy,scr_n_below_mean,scr_pct_5,scl_n_below_mean,scl_max,scr_rms,scr_lineintegral,scr_std,scr_ptp,scr_max,scr_sum,scr_mean,scr_iqr,scl_svd_entropy,scl_entropy
0,-0.03399668325041455 +/- 0.0020867425194225305,-0.031011608623548893 +/- 0.002991721200162465,-0.008457711442786031 +/- 0.000656403653235924,-0.008457711442786031 +/- 0.0017136539524599149,-0.0007186290768380288 +/- 0.0007837173509539945,-0.032172470978441094 +/- 0.002368632977957817,0.00724156992813717 +/- 0.0012224070971528955,-0.0012161415146489719 +/- 0.0011274780571791623,-0.017578772802653343 +/- 0.0033332920799737783,0.0 +/- 0.0003496161039434345,0.0 +/- 0.0,0.0 +/- 0.0,0.0010503040353786798 +/- 0.0020896692284616838,0.0014925373134328512 +/- 0.0016957282089749193,0.0003869541182974001 +/- 0.0004975124378109431,-0.027639579878385834 +/- 0.0012845715907818904,0.0002211166390270858 +/- 0.0007498430053206453,0.000995024875621886 +/- 0.00022111663902708577,-0.026091763405196235 +/- 0.0021380961421573943,0.00646766169154237 +/- 0.0014425636650856636,0.0017689331122166974 +/- 0.0010132837357558642,0.006522940851299142 +/- 0.00137199266401225,0.00464344941956889 +/- 0.0015279463749127114,-0.005472636815920373 +/- 0.0018574126717978295,-0.02448866777224983 +/- 0.002170015083072511,0.0037589828634605584 +/- 0.0011000413898359753,-0.003593145384190144 +/- 0.0020121917880819473,0.00182421227197348 +/- 0.00196299401929961,0.0033720287451631135 +/- 0.0015723010119765913,0.0033720287451631135 +/- 0.0009397457158651634,0.006688778330569456 +/- 0.0012714206744057432,0.007573244886677799 +/- 0.0010503040353786574,-0.0018242122719734576 +/- 0.002306539087343833,-0.008623548922056346 +/- 0.002499204987386902,0.0001105583195135429 +/- 0.0017445808555068467,0.006246545052515285 +/- 0.001212366622413555,-0.001105583195135429 +/- 0.0016583747927031434,0.000718629076838051 +/- 0.0017489543415761858,-0.00016583747927031433 +/- 0.0016220454119536918,0.001713653952459937 +/- 0.0013415877390283938,0.007186290768380399 +/- 0.001782699336273856,0.008181315644002285 +/- 0.0013034633634661738,-0.0006080707573244859 +/- 0.0020303336287680347,0.0003316749585406398 +/- 0.0021438053543024263
