,scl_entropy,scl_mean,scl_max,scl_n_above_mean,scl_n_below_mean,scl_iqr_5_95,scl_perm_entropy,scr_perm_entropy,scl_lineintegral,scr_n_sign_changes,scl_skewness,scl_min,scr_entropy,scr_rms,scl_rms,scr_kurtosis,scr_std,scr_skewness,scr_sum,scr_mean,scr_lineintegral,scl_n_sign_changes,scl_iqr,scl_energy,scr_pct_5,scr_n_above_mean,scr_iqr,scr_n_below_mean,scr_energy,scr_min,scr_peaks,scl_peaks,scr_pct_95,scr_iqr_5_95,scr_max,scr_ptp,scl_ptp,scl_kurtosis,scl_std,scl_sum,scl_pct_5,scl_pct_95,scr_svd_entropy,scl_svd_entropy
0,-0.0011055831951355289 +/- 0.0006540718389275576,-0.0006080707573245636 +/- 0.0007991615420011957,0.00016583747927031433 +/- 0.00025332093393896183,0.0021558872305140865 +/- 0.000627850563383112,0.0021558872305140865 +/- 0.000627850563383112,0.0017689331122166863 +/- 0.0005416229392555372,0.0002211166390270858 +/- 0.0002708114696277686,0.0008291873963515717 +/- 0.0006180397947760585,0.0017136539524599149 +/- 0.0004591831875576582,0.00027639579878385723 +/- 0.00027639579878385723,0.0007186290768380066 +/- 0.0009590575772746228,0.0007186290768380288 +/- 0.00035395932766350575,0.00016583747927031433 +/- 0.0002533209339389618,0.001105583195135429 +/- 0.0003496161039434345,0.0005527915975677145 +/- 0.0004944318358208468,0.0003869541182974001 +/- 0.00043174403957471635,-0.0003869541182974667 +/- 0.0004975124378109899,0.0002763957987838461 +/- 0.0003708238768656599,0.0 +/- 0.0,0.0 +/- 0.0,0.0028192371475953435 +/- 0.0007599628018168854,-0.003869541182974112 +/- 0.0008563810605212602,0.00027639579878385723 +/- 0.00027639579878385723,0.0 +/- 0.0,0.0 +/- 0.0,0.00011055831951353178 +/- 0.0003316749585406509,0.0004422332780541716 +/- 0.00022111663902708577,0.00011055831951353178 +/- 0.0003316749585406509,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0009397457158651146 +/- 0.00025332093393896183,0.000995024875621886 +/- 0.00022111663902708577,0.0010503040353786574 +/- 0.00016583747927031433,0.0010503040353786574 +/- 0.00029768738569013156,-0.0014925373134329401 +/- 0.0003539593276635058,-0.0014925373134329401 +/- 0.0007437050330057297,-0.0007739082365949002 +/- 0.0005066418678779526,0.0007186290768380288 +/- 0.0004975124378109431,0.0014925373134328178 +/- 0.001079006152346237,0.003482587064676601 +/- 0.0011608623548922004,-0.006578220011055902 +/- 0.004125247806922199,0.19004975124378104 +/- 0.005260531676449024
